timestamp,local_hostname,target_hostname,target_ip,bandwidth,bandwidth_metric,avg_ping_ms
2023-04-09_22-17-17,gc-t4-5,gc-t4-1,34.171.80.70,209,Mbits/sec,103.090
2023-04-09_22-17-32,gc-t4-5,gc-t4-2,35.202.116.1,222,Mbits/sec,103.174
2023-04-09_22-17-48,gc-t4-5,gc-t4-6,34.140.100.192,6.91,Gbits/sec,0.616
2023-04-09_22-18-03,gc-t4-5,gc-t4-10,34.80.16.100,74.6,Mbits/sec,253.041
2023-04-09_22-18-19,gc-t4-5,gc-t4-11,104.155.211.90,76.3,Mbits/sec,253.098
2023-04-09_22-18-35,gc-t4-5,gc-t4-1,34.171.80.70,222,Mbits/sec,103.108
2023-04-09_22-18-50,gc-t4-5,gc-t4-2,35.202.116.1,222,Mbits/sec,103.247
2023-04-09_22-19-05,gc-t4-5,gc-t4-6,34.140.100.192,6.91,Gbits/sec,0.652
2023-04-09_22-19-20,gc-t4-5,gc-t4-10,34.80.16.100,80.1,Mbits/sec,253.169
2023-04-09_22-19-36,gc-t4-5,gc-t4-11,104.155.211.90,76.3,Mbits/sec,253.017
2023-04-09_22-19-52,gc-t4-5,gc-t4-1,34.171.80.70,209,Mbits/sec,103.066
2023-04-09_22-20-08,gc-t4-5,gc-t4-2,35.202.116.1,209,Mbits/sec,103.210
2023-04-09_22-20-23,gc-t4-5,gc-t4-6,34.140.100.192,6.83,Gbits/sec,0.639
2023-04-09_22-20-38,gc-t4-5,gc-t4-10,34.80.16.100,75.9,Mbits/sec,253.101
2023-04-09_22-20-54,gc-t4-5,gc-t4-11,104.155.211.90,74.9,Mbits/sec,253.075
2023-04-09_22-21-10,gc-t4-5,gc-t4-1,34.171.80.70,209,Mbits/sec,103.125
2023-04-09_22-21-25,gc-t4-5,gc-t4-2,35.202.116.1,210,Mbits/sec,103.213
2023-04-09_22-21-41,gc-t4-5,gc-t4-6,34.140.100.192,6.86,Gbits/sec,0.678
2023-04-09_22-21-56,gc-t4-5,gc-t4-10,34.80.16.100,75.7,Mbits/sec,253.159
2023-04-09_22-22-12,gc-t4-5,gc-t4-11,104.155.211.90,76.2,Mbits/sec,253.148
2023-04-09_22-22-28,gc-t4-5,gc-t4-1,34.171.80.70,209,Mbits/sec,103.020
2023-04-09_22-22-43,gc-t4-5,gc-t4-2,35.202.116.1,224,Mbits/sec,103.127
2023-04-09_22-22-58,gc-t4-5,gc-t4-6,34.140.100.192,6.57,Gbits/sec,0.672
2023-04-09_22-23-14,gc-t4-5,gc-t4-10,34.80.16.100,76.4,Mbits/sec,253.164
2023-04-09_22-23-29,gc-t4-5,gc-t4-11,104.155.211.90,75.7,Mbits/sec,253.003
2023-04-09_22-58-57,gc-t4-5,gc-t4-20,35.189.14.21,69.1,Mbits/sec,272.245
2023-04-09_22-59-13,gc-t4-5,gc-t4-21,34.116.98.182,69.1,Mbits/sec,271.688
2023-04-09_22-59-29,gc-t4-5,gc-t4-20,35.189.14.21,71.8,Mbits/sec,272.322
2023-04-09_22-59-45,gc-t4-5,gc-t4-21,34.116.98.182,69.0,Mbits/sec,271.710
2023-04-09_23-00-01,gc-t4-5,gc-t4-20,35.189.14.21,69.4,Mbits/sec,272.157
2023-04-09_23-00-17,gc-t4-5,gc-t4-21,34.116.98.182,69.2,Mbits/sec,271.704
2023-04-09_23-00-33,gc-t4-5,gc-t4-20,35.189.14.21,69.3,Mbits/sec,272.252
2023-04-09_23-00-49,gc-t4-5,gc-t4-21,34.116.98.182,68.6,Mbits/sec,271.670
2023-04-09_23-01-05,gc-t4-5,gc-t4-20,35.189.14.21,68.6,Mbits/sec,272.330
2023-04-09_23-01-21,gc-t4-5,gc-t4-21,34.116.98.182,69.3,Mbits/sec,271.685
