_step,_runtime,cpu/logical_core_count,memory/total_memory_sys_MB,_timestamp,cpu/load/avg_sys_load_fifteen_min_percent,disk/time/disk_read_time_sys_s,disk/time/disk_busy_time_sys_s,memory/used_memory_sys_MB,bandwidth/disk_write_sys_bandwidth_MBs,cpu/interrupts/ctx_switches_count,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/shared_memory_proc_MB,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,disk/counter/disk_read_sys_count,process/memory/dirty_pages_proc_count,bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_one_min_percent,cpu/interrupts/soft_interrupts_count,bandwidth/net_recv_sys_bandwidth_Mbits,memory/available_memory_sys_MB,process/memory/text_resident_set_proc_MB,process/voluntary_proc_ctx_switches,disk/time/disk_write_time_sys_s,process/memory/lib_memory_proc_MB,process/memory/data_resident_set_proc_MB,cpu/interrupts/interrupts_count,memory/used_memory_sys_percent,cpu/load/avg_sys_load_five_min_percent,process/memory/virtual_memory_size_proc_MB,process/involuntary_proc_ctx_switches,02_timing/dataload_cuda_move_time_s,02_timing/loss_calc_time_s,02_timing/forward_time_s,01_general/step_based_sps,02_timing/opt_step_time_s,01_general/locally_processed_samples,01_general/minibatch_loss,02_timing/backward_time_s,02_timing/step_time_s,01_general/lr,02_timing/dataload_time_s,01_general/dataset_iteration_count,01_general/step
0,1,30.0,211076.599808,1682802666.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,,1682802666.0,9.8,0.0,0.0,1212.952576,0.0,9.0,0.2173726454780857,177.43872,0.0,393.85088,0.0,0.0,0.0,8.566666666666665,0.0,0.24372083156961621,208051.900416,2.719744,139.0,0.0,2481.328128,0.0,7.0,1.4,11.8,9963.700224,47.0,,,,,,,,,,,,,
2,2,,,1682802667.0,9.8,0.0,0.007999999999981355,2259.31264,0.012260128787982915,804.0,0.2762759360708738,421.044224,3.0,1607.286784,0.0,0.0,0.0,8.566666666666665,578.0,0.2814481778822063,206995.132416,2.719744,158.0,0.0,3461.480448,0.0,1075.0,1.9,11.8,11784.74496,60.0,,,,,,,,,,,,,
3,3,,,1682802668.0,9.8,0.0,0.012000000000000455,2540.843008,0.004084934277153763,6275.0,0.698388128091867,456.3968,4.0,1820.975104,0.0,0.0,0.0,8.566666666666665,7312.0,33.22529161229774,206713.372672,2.719744,184.0,0.0,3707.764736,0.0,9598.0,2.1,11.8,12734.742528,64.0,,,,,,,,,,,,,
4,4,,,1682802669.0,9.8,0.0,0.01999999999998181,3686.273024,0.588310129938878,14098.0,1.062290459244097,557.32224,69.0,2408.513536,0.0,0.0,0.0,8.566666666666665,22285.0,528.6827182836556,205350.170624,2.719744,193.0,0.023000000000024556,4195.77856,0.0,21955.0,2.7,11.8,13623.201792,134.0,0.003191365000020596,,,,,,,,,,,,
5,5,,,1682802670.0,9.8,0.0,0.02400000000000091,4719.108096,0.004082210645968455,15058.0,0.08267273856363602,806.944768,70.0,3646.631936,0.0,0.0,0.0,8.566666666666665,25176.0,83.07785013127241,204259.434496,2.719744,193.0,0.023000000000024556,5198.655488,0.0,24102.0,3.2,11.8,15574.798336,138.0,,,,,,,,,,,,,
6,5,,,1682802670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00034075799999300216,1.6196628780000992,10.595158308058563,1.3129999842931284e-06,32.0,7.044677734375,0.10079749400006222,3.02024746300026,0.0001,1.2962536550001005,0.0,0.0
7,5,,,1682802670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002483929999925749,0.00016876600011528353,0.006876408999914929,1634.6109247946545,1.5440000424860045e-06,64.0,7.0853271484375,0.007719648000147572,0.01957652400005827,0.0001,0.002326226999912251,0.0,1.0
8,5,,,1682802670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025027509998380992,0.0001513090001026285,0.006551707000198803,1560.1159478176123,1.663000148255378e-06,96.0,6.9873046875,0.007844331999876886,0.020511295999995127,0.0001,0.0034595339998304553,0.0,2.0
9,5,,,1682802670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002558694999834188,0.0001537949999601551,0.006608515000152693,1637.6849317449157,1.387000111208181e-06,128.0,6.86962890625,0.007992009999952643,0.01953977799985296,0.0001,0.002225375999842072,0.0,3.0
10,5,,,1682802670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025706660001105774,0.00015950700003486418,0.006726559999833626,1477.3910234580765,1.4780000583414221e-06,160.0,6.969482421875,0.008117120000179057,0.021659804000364602,0.0001,0.004084473000148137,0.0,4.0
