_step,_runtime,cpu/logical_core_count,memory/total_memory_sys_MB,_timestamp,cpu/load/avg_sys_load_fifteen_min_percent,disk/time/disk_read_time_sys_s,disk/time/disk_busy_time_sys_s,memory/used_memory_sys_MB,bandwidth/disk_write_sys_bandwidth_MBs,cpu/interrupts/ctx_switches_count,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/shared_memory_proc_MB,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,disk/counter/disk_read_sys_count,process/memory/dirty_pages_proc_count,bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_one_min_percent,cpu/interrupts/soft_interrupts_count,bandwidth/net_recv_sys_bandwidth_Mbits,memory/available_memory_sys_MB,process/memory/text_resident_set_proc_MB,process/voluntary_proc_ctx_switches,disk/time/disk_write_time_sys_s,process/memory/lib_memory_proc_MB,process/memory/data_resident_set_proc_MB,cpu/interrupts/interrupts_count,memory/used_memory_sys_percent,cpu/load/avg_sys_load_five_min_percent,process/memory/virtual_memory_size_proc_MB,process/involuntary_proc_ctx_switches,02_timing/dataload_cuda_move_time_s,02_timing/loss_calc_time_s,02_timing/forward_time_s,01_general/step_based_sps,02_timing/opt_step_time_s,01_general/locally_processed_samples,01_general/minibatch_loss,02_timing/backward_time_s,02_timing/step_time_s,01_general/lr,02_timing/dataload_time_s,01_general/dataset_iteration_count,01_general/step
0,0,30.0,211076.599808,1682804035.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,,,1682804035.0,11.5,0.0,0.0,1213.894656,0.0,12.0,0.21591035508732936,178.642944,0.0,395.055104,0.0,0.0,0.0,6.5,4.0,0.24208134155332944,208049.954816,2.719744,144.0,0.0,2481.328128,0.0,12.0,1.4,10.200000000000001,9963.700224,49.0,,,,,,,,,,,,,
2,1,,,1682804036.0,11.5,0.0,0.007999999999981355,2173.431808,0.012260493357650613,865.0,0.2766193991697476,392.945664,3.0,1492.975616,0.0,0.0,0.0,6.5,599.0,0.2826219322811923,207079.931904,2.719744,161.0,0.0009999999999763531,3375.337472,0.0,1355.0,1.9,10.133333333333333,11631.49312,56.0,,,,,,,,,,,,,
3,2,,,1682804037.0,11.5,0.0,0.012000000000000455,2532.286464,0.004085434547092977,3808.0,0.22350199560487227,457.601024,4.0,1837.883392,0.0,0.0,0.0,6.5,2893.0,7.064067429176072,206720.90112,2.719744,188.0,0.0009999999999763531,3723.423744,0.0,6024.0,2.1,10.133333333333333,12817.5104,59.0,,,,,,,,,,,,,
4,3,,,1682804038.0,11.5,0.0,0.01599999999996271,3089.313792,0.004086000056401163,13854.0,1.5989108787360204,457.617408,5.0,1837.924352,0.0,0.0,0.0,6.5,20986.0,446.16627550829975,205990.408192,2.719744,215.0,0.0019999999999527063,3723.42784,0.0,20749.0,2.4,10.133333333333333,12990.992384,60.0,,,,,,,,,,,,,
5,4,,,1682804039.0,11.5,0.0,0.02400000000000091,4061.425664,0.3267252120506523,15420.0,0.1305305510240858,614.862848,61.0,2851.155968,0.0,0.0,0.0,6.5,24923.0,191.08676381427577,204916.461568,2.719744,222.0,0.03599999999994452,4579.827712,0.0,23773.0,2.9,10.133333333333333,14415.613952,63.0,0.002875912000035896,,,,,,,,,,,,
6,5,,,1682804040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00036497200017038267,1.3190582140000515,9.324212796699392,1.3859998944099061e-06,32.0,7.15869140625,0.10819607799976438,3.4319251069996426,0.0001,2.001428544999726,0.0,0.0
7,5,,,1682804040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002470357000220247,0.0002328099999431288,0.018618261000028724,820.8329453501276,1.2920004337502178e-06,64.0,7.20263671875,0.015077605999977095,0.03898479000054067,0.0001,0.002584463999937725,0.0,1.0
8,5,,,1682804040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002529056000184937,0.0001991550002458098,0.017830419999881997,832.7900462522433,1.193000116472831e-06,96.0,7.357177734375,0.01564529400002357,0.0384250510005586,0.0001,0.0022199330001058115,0.0,2.0
9,5,,,1682804040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0027060840002377518,0.00021105299992996152,0.017935513999873365,804.6212415181171,1.520999830972869e-06,128.0,7.1307373046875,0.01614686100037943,0.039770265000242944,0.0001,0.0027692319999914616,0.0,3.0
