03_hivemind/num_peers,03_hivemind/eta_next_epoch_s,03_hivemind/next_fetch_time_s,04_peers/peer_1_samples_per_second,_step,03_hivemind/overshot_TBS,04_peers/peer_2_epoch_oos,03_hivemind/epoch_based_sps,04_peers/peer_3_samples_accumulated,03_hivemind/actual_total_samples_per_second,_timestamp,03_hivemind/reached_TBS,03_hivemind/optimistic_total_samples_per_second,04_peers/peer_3_epoch,04_peers/peer_2_epoch,03_hivemind/undershot_TBS,04_peers/peer_1_epoch_oos,03_hivemind/per_epoch_training_samples,03_hivemind/epoch_s,03_hivemind/global_samples_accumulated,03_hivemind/total_training_samples,04_peers/peer_3_samples_per_second,04_peers/peer_2_samples_accumulated,03_hivemind/estimated_current_samples,_runtime,04_peers/peer_4_samples_per_second,04_peers/peer_1_samples_accumulated,03_hivemind/num_clients,04_peers/peer_4_epoch,03_hivemind/global_epoch,04_peers/peer_3_epoch_oos,04_peers/peer_4_epoch_oos,04_peers/peer_2_samples_per_second,04_peers/peer_4_samples_accumulated,04_peers/peer_1_epoch
4,0.0,0.5,120.28,78,,0.0,,8096.0,473.7962861501201,1680992098.0,,473.7962861501201,0.0,0.0,,0.0,,,32832,,119.72,8064.0,41245,144,116.54,8896.0,0,0.0,0,0.0,0.0,117.26,7776.0,0.0
4,0.0,0.5,120.28,79,,0.0,,8096.0,473.7962861501201,1680992099.0,,473.7962861501201,0.0,0.0,,0.0,,,32832,,119.72,8064.0,41792,145,116.54,8896.0,0,0.0,0,0.0,0.0,117.26,7776.0,0.0
4,0.0,0.5,120.28,80,,0.0,,8096.0,473.7962861501201,1680992100.0,,473.7962861501201,0.0,0.0,,0.0,,,32832,,119.72,8064.0,42343,146,116.54,8896.0,0,0.0,0,0.0,0.0,117.26,7776.0,0.0
4,0.0,0.5,120.28,81,,0.0,,8096.0,473.7962861501201,1680992102.0,,473.7962861501201,0.0,0.0,,0.0,,,32832,,119.72,8064.0,42894,148,116.54,8896.0,0,0.0,0,0.0,0.0,117.26,7776.0,0.0
4,0.0,0.5,120.28,82,,0.0,,8096.0,473.7962861501201,1680992103.0,,473.7962861501201,0.0,0.0,,0.0,,,32832,,119.72,8064.0,43442,149,116.54,8896.0,0,0.0,0,0.0,0.0,117.26,7776.0,0.0
4,0.0,0.5,120.28,83,,0.0,,8096.0,473.7962861501201,1680992104.0,,473.7962861501201,0.0,0.0,,0.0,,,32832,,119.72,8064.0,43993,150,116.54,8896.0,0,0.0,0,0.0,0.0,117.26,7776.0,0.0
4,0.0,0.5,120.28,84,,0.0,,8096.0,473.7962861501201,1680992105.0,,473.7962861501201,0.0,0.0,,0.0,,,32832,,119.72,8064.0,44544,151,116.54,8896.0,0,0.0,0,0.0,0.0,117.26,7776.0,0.0
4,0.0,0.5,120.28,85,,0.0,,8096.0,473.7962861501201,1680992106.0,,473.7962861501201,0.0,0.0,,0.0,,,32832,,119.72,8064.0,45090,152,116.54,8896.0,0,0.0,0,0.0,0.0,117.26,7776.0,0.0
4,0.0,0.5,120.28,86,,0.0,,8096.0,473.7962861501201,1680992107.0,,473.7962861501201,0.0,0.0,,0.0,,,32832,,119.72,8064.0,45636,153,116.54,8896.0,0,0.0,0,0.0,0.0,117.26,7776.0,0.0
4,0.0,0.5,120.28,87,,0.0,,8096.0,473.7962861501201,1680992108.0,,473.7962861501201,0.0,0.0,,0.0,,,32832,,119.72,8064.0,46183,154,116.54,8896.0,0,0.0,0,0.0,0.0,117.26,7776.0,0.0
4,0.0,0.5,120.28,88,,0.0,,8096.0,473.7962861501201,1680992110.0,,473.7962861501201,0.0,0.0,,0.0,,,32832,,119.72,8064.0,46732,156,116.54,8896.0,0,0.0,0,0.0,0.0,117.26,7776.0,0.0
4,0.0,0.5,120.28,89,,0.0,,8096.0,473.7962861501201,1680992111.0,,473.7962861501201,0.0,0.0,,0.0,,,32832,,119.72,8064.0,47281,157,116.54,8896.0,0,0.0,0,0.0,0.0,117.26,7776.0,0.0
4,0.0,0.5,120.28,90,,0.0,,8096.0,473.7962861501201,1680992112.0,,473.7962861501201,0.0,0.0,,0.0,,,32832,,119.72,8064.0,47831,158,116.54,8896.0,0,0.0,0,0.0,0.0,117.26,7776.0,0.0
4,0.0,0.5,120.28,91,,0.0,,8096.0,473.7962861501201,1680992113.0,,473.7962861501201,0.0,0.0,,0.0,,,32832,,119.72,8064.0,48379,159,116.54,8896.0,0,0.0,0,0.0,0.0,117.26,7776.0,0.0
4,0.0,0.5,120.28,92,,0.0,,8096.0,473.7962861501201,1680992114.0,,473.7962861501201,0.0,0.0,,0.0,,,32832,,119.72,8064.0,48926,160,116.54,8896.0,0,0.0,0,0.0,0.0,117.26,7776.0,0.0
4,0.0,0.5,120.28,93,,0.0,,8096.0,473.7962861501201,1680992115.0,,473.7962861501201,0.0,0.0,,0.0,,,32832,,119.72,8064.0,49477,161,116.54,8896.0,0,0.0,0,0.0,0.0,117.26,7776.0,0.0
4,71.44,10.0,120.28,94,,0.0,,8096.0,449.25656163051707,1680992117.0,,449.25656163051707,0.0,0.0,,0.0,,,480,,119.72,8064.0,673,163,116.54,8896.0,0,0.0,1,0.0,0.0,117.26,7776.0,0.0
4,72.22,10.0,114.3,95,1.0,0.0,301.0897910378968,192.0,437.806678728292,1680992118.0,0.0,437.806678728292,1.0,1.0,0.0,0.0,32832.0,109.04388317791745,992,32832.0,113.29,128.0,1151,164,107.84,64.0,0,1.0,1,0.0,0.0,113.82,96.0,1.0
4,74.31,10.0,110.38,96,,0.0,,320.0,419.70345346104705,1680992119.0,,419.70345346104705,1.0,1.0,,0.0,,,1312,,111.51,256.0,1581,165,104.82,192.0,0,1.0,1,0.0,0.0,111.1,224.0,1.0
4,76.34,10.0,107.85,97,,0.0,,384.0,403.3593395025698,1680992120.0,,403.3593395025698,1.0,1.0,,0.0,,,1856,,98.56,320.0,1976,166,102.09,320.0,0,1.0,1,0.0,0.0,111.21,288.0,1.0
4,83.09,10.0,95.68,98,,0.0,,544.0,366.7927019027745,1680992121.0,,366.7927019027745,1.0,1.0,,0.0,,,2176,,106.46,480.0,2291,167,98.52,384.0,0,1.0,1,0.0,0.0,102.7,448.0,1.0
4,79.49,10.0,88.94,99,,0.0,,576.0,377.48054295269833,1680992122.0,,377.48054295269833,1.0,1.0,,0.0,,,2624,,82.97,608.0,2762,168,87.07,480.0,0,1.0,1,0.0,0.0,107.82,512.0,1.0
4,77.05,10.0,97.93,100,,0.0,,704.0,383.51886204654045,1680992124.0,,383.51886204654045,1.0,1.0,,0.0,,,3072,,92.96,672.0,3217,170,95.7,608.0,0,1.0,1,0.0,0.0,90.88,640.0,1.0
4,70.12,10.0,81.46,101,,0.0,,832.0,413.35867033751015,1680992125.0,,413.35867033751015,1.0,1.0,,0.0,,,3648,,100.88,800.0,3782,171,102.45,672.0,0,1.0,1,0.0,0.0,98.73,768.0,1.0
4,65.56,10.0,91.83,102,,0.0,,992.0,433.5857973879538,1680992126.0,,433.5857973879538,1.0,1.0,,0.0,,,4192,,108.08,960.0,4342,172,107.51,800.0,0,1.0,1,0.0,0.0,105.94,896.0,1.0
4,62.03,10.0,100.06,103,,0.0,,1120.0,449.2280086065764,1680992127.0,,449.2280086065764,1.0,1.0,,0.0,,,4768,,112.15,1088.0,4902,173,111.54,928.0,0,1.0,1,0.0,0.0,109.84,1056.0,1.0
4,59.53,10.0,107.49,104,,0.0,,1280.0,458.75192057425295,1680992128.0,,458.75192057425295,1.0,1.0,,0.0,,,5280,,115.53,1216.0,5460,174,113.65,1088.0,0,1.0,1,0.0,0.0,112.55,1184.0,1.0
4,57.49,10.0,111.76,105,,0.0,,1408.0,465.34490599408355,1680992129.0,,465.34490599408355,1.0,1.0,,0.0,,,5856,,117.39,1344.0,6015,175,115.09,1216.0,0,1.0,1,0.0,0.0,114.51,1312.0,1.0
4,55.79,10.0,114.69,106,,0.0,,1536.0,469.5531017847402,1680992131.0,,469.5531017847402,1.0,1.0,,0.0,,,6432,,118.54,1504.0,6570,177,116.19,1344.0,0,1.0,1,0.0,0.0,115.91,1472.0,1.0
4,54.32,10.0,117.09,107,,0.0,,1696.0,472.14517814260296,1680992132.0,,472.14517814260296,1.0,1.0,,0.0,,,6944,,119.18,1632.0,7122,178,116.63,1504.0,0,1.0,1,0.0,0.0,116.65,1600.0,1.0
4,52.98,10.0,118.35,108,,0.0,,1824.0,473.631234639612,1680992133.0,,473.631234639612,1.0,1.0,,0.0,,,7520,,119.61,1760.0,7674,179,117.0,1632.0,0,1.0,1,0.0,0.0,117.19,1728.0,1.0
4,51.71,10.0,119.41,109,,0.0,,1952.0,474.6087016773496,1680992134.0,,474.6087016773496,1.0,1.0,,0.0,,,8096,,119.53,1920.0,8226,180,117.19,1792.0,0,1.0,1,0.0,0.0,117.49,1856.0,1.0
4,50.5,10.0,119.95,110,,0.0,,2112.0,475.0878552235355,1680992135.0,,475.0878552235355,1.0,1.0,,0.0,,,8608,,119.78,2048.0,8777,181,117.25,1920.0,0,1.0,1,0.0,0.0,117.62,2016.0,1.0
4,49.24,10.0,120.24,111,,0.0,,2240.0,475.6129304555292,1680992136.0,,475.6129304555292,1.0,1.0,,0.0,,,9152,,119.79,2176.0,9350,182,117.3,2048.0,0,1.0,1,0.0,0.0,117.76,2144.0,1.0
4,48.07,10.0,120.61,112,,0.0,,2368.0,475.7344541922957,1680992138.0,,475.7344541922957,1.0,1.0,,0.0,,,9728,,120.03,2304.0,9901,184,117.19,2208.0,0,1.0,1,0.0,0.0,117.78,2272.0,1.0
4,46.9,10.0,120.73,113,,0.0,,2528.0,475.92553715294514,1680992139.0,,475.92553715294514,1.0,1.0,,0.0,,,10304,,120.12,2464.0,10449,185,117.15,2336.0,0,1.0,1,0.0,0.0,117.73,2400.0,1.0
4,45.74,10.0,120.77,114,,0.0,,2656.0,475.8766196574375,1680992140.0,,475.8766196574375,1.0,1.0,,0.0,,,10848,,120.11,2592.0,10999,186,117.3,2496.0,0,1.0,1,0.0,0.0,117.74,2560.0,1.0
4,44.62,10.0,120.7,115,,0.0,,2816.0,475.5595326409884,1680992141.0,,475.5595326409884,1.0,1.0,,0.0,,,11360,,120.22,2720.0,11550,187,117.14,2624.0,0,1.0,1,0.0,0.0,117.81,2688.0,1.0
4,43.42,10.0,120.57,116,,0.0,,2944.0,476.0219673117368,1680992142.0,,476.0219673117368,1.0,1.0,,0.0,,,11936,,120.13,2848.0,12100,188,117.04,2752.0,0,1.0,1,0.0,0.0,117.83,2816.0,1.0
4,42.33,10.0,120.51,117,,0.0,,3072.0,475.2824216559105,1680992143.0,,475.2824216559105,1.0,1.0,,0.0,,,12512,,120.2,3008.0,12650,189,117.46,2912.0,0,1.0,1,0.0,0.0,117.85,2944.0,1.0
4,41.19,10.0,120.41,118,,0.0,,3232.0,475.00363727379977,1680992144.0,,475.00363727379977,1.0,1.0,,0.0,,,13024,,120.11,3136.0,13201,190,116.92,3040.0,0,1.0,1,0.0,0.0,117.84,3104.0,1.0
4,40.04,10.0,120.26,119,,0.0,,3360.0,474.9233733261016,1680992146.0,,474.9233733261016,1.0,1.0,,0.0,,,13600,,120.03,3264.0,13751,192,116.84,3168.0,0,1.0,1,0.0,0.0,117.87,3232.0,1.0
4,38.89,10.0,120.42,120,,0.0,,3488.0,474.8011523213531,1680992147.0,,474.8011523213531,1.0,1.0,,0.0,,,14144,,119.92,3424.0,14301,193,116.77,3328.0,0,1.0,1,0.0,0.0,117.83,3360.0,1.0
4,37.76,10.0,120.4,121,,0.0,,3648.0,474.56996058276064,1680992148.0,,474.56996058276064,1.0,1.0,,0.0,,,14688,,119.98,3552.0,14849,194,116.65,3456.0,0,1.0,1,0.0,0.0,117.76,3488.0,1.0
4,36.6,10.0,120.26,122,,0.0,,3776.0,474.5563480672572,1680992149.0,,474.5563480672572,1.0,1.0,,0.0,,,15232,,119.86,3680.0,15398,195,116.67,3584.0,0,1.0,1,0.0,0.0,117.78,3648.0,1.0
4,35.47,10.0,120.45,123,,0.0,,3904.0,474.2387475255477,1680992150.0,,474.2387475255477,1.0,1.0,,0.0,,,15808,,119.9,3808.0,15948,196,116.52,3744.0,0,1.0,1,0.0,0.0,117.68,3776.0,1.0
4,34.32,10.0,120.51,124,,0.0,,4064.0,474.07305829180046,1680992151.0,,474.07305829180046,1.0,1.0,,0.0,,,16352,,119.62,3968.0,16496,197,116.46,3872.0,0,1.0,1,0.0,0.0,117.64,3904.0,1.0
4,33.16,10.0,120.27,125,,0.0,,4192.0,474.11837190082645,1680992153.0,,474.11837190082645,1.0,1.0,,0.0,,,16864,,119.54,4096.0,17047,199,116.47,4032.0,0,1.0,1,0.0,0.0,117.79,4032.0,1.0
4,31.99,10.0,120.43,126,,0.0,,4320.0,474.36149450241794,1680992154.0,,474.36149450241794,1.0,1.0,,0.0,,,17440,,119.48,4224.0,17595,200,116.44,4160.0,0,1.0,1,0.0,0.0,117.77,4160.0,1.0
4,30.83,10.0,120.59,127,,0.0,,4480.0,474.2383953758963,1680992155.0,,474.2383953758963,1.0,1.0,,0.0,,,18016,,119.57,4352.0,18145,201,116.45,4288.0,0,1.0,1,0.0,0.0,117.76,4320.0,1.0
4,29.7,10.0,120.61,128,,0.0,,4608.0,473.96434471828246,1680992156.0,,473.96434471828246,1.0,1.0,,0.0,,,18528,,119.52,4512.0,18694,202,116.28,4448.0,0,1.0,1,0.0,0.0,117.84,4448.0,1.0
4,28.54,10.0,120.31,129,,0.0,,4736.0,473.9565842957969,1680992157.0,,473.9565842957969,1.0,1.0,,0.0,,,19072,,119.55,4640.0,19241,203,116.25,4576.0,0,1.0,1,0.0,0.0,117.86,4576.0,1.0
4,27.38,10.0,120.42,130,,0.0,,4896.0,473.8870582651648,1680992158.0,,473.8870582651648,1.0,1.0,,0.0,,,19616,,119.56,4768.0,19792,204,116.18,4704.0,0,1.0,1,0.0,0.0,117.79,4704.0,1.0
4,26.25,10.0,120.39,131,,0.0,,5024.0,473.5670409866194,1680992160.0,,473.5670409866194,1.0,1.0,,0.0,,,20192,,119.6,4896.0,20337,206,116.12,4864.0,0,1.0,1,0.0,0.0,117.78,4832.0,1.0
4,25.09,10.0,120.28,132,,0.0,,5152.0,473.5476743599555,1680992161.0,,473.5476743599555,1.0,1.0,,0.0,,,20704,,119.51,5056.0,20885,207,116.15,4992.0,0,1.0,1,0.0,0.0,117.62,4992.0,1.0
4,23.95,10.0,120.32,133,,0.0,,5280.0,473.24624135023726,1680992162.0,,473.24624135023726,1.0,1.0,,0.0,,,21280,,119.44,5184.0,21434,208,116.1,5120.0,0,1.0,1,0.0,0.0,117.7,5120.0,1.0
4,22.78,10.0,120.16,134,,0.0,,5440.0,473.44949413504696,1680992163.0,,473.44949413504696,1.0,1.0,,0.0,,,21792,,119.27,5312.0,21984,209,116.12,5280.0,0,1.0,1,0.0,0.0,117.7,5248.0,1.0
4,21.63,10.0,120.11,135,,0.0,,5568.0,473.418639844861,1680992164.0,,473.418639844861,1.0,1.0,,0.0,,,22336,,119.29,5440.0,22528,210,116.37,5408.0,0,1.0,1,0.0,0.0,117.67,5376.0,1.0
4,20.49,10.0,119.91,136,,0.0,,5696.0,473.05060560590505,1680992165.0,,473.05060560590505,1.0,1.0,,0.0,,,22944,,119.3,5600.0,23076,211,116.5,5536.0,0,1.0,1,0.0,0.0,117.71,5504.0,1.0
4,19.33,10.0,119.61,137,,0.0,,5856.0,473.0628954896548,1680992166.0,,473.0628954896548,1.0,1.0,,0.0,,,23456,,119.33,5728.0,23626,212,116.56,5696.0,0,1.0,1,0.0,0.0,117.55,5664.0,1.0
4,18.18,10.0,119.63,138,,0.0,,5984.0,472.93628284636503,1680992168.0,,472.93628284636503,1.0,1.0,,0.0,,,23968,,119.21,5856.0,24172,214,116.73,5824.0,0,1.0,1,0.0,0.0,117.5,5792.0,1.0
4,17.02,9.72,119.51,139,,0.0,,6112.0,472.8822092072978,1680992169.0,,472.8822092072978,1.0,1.0,,0.0,,,24576,,119.17,5984.0,24722,215,116.7,5952.0,0,1.0,1,0.0,0.0,117.55,5920.0,1.0
4,15.86,9.06,119.48,140,,0.0,,6272.0,472.77968191706765,1680992170.0,,472.77968191706765,1.0,1.0,,0.0,,,25120,,119.12,6144.0,25270,216,116.77,6112.0,0,1.0,1,0.0,0.0,117.51,6048.0,1.0
4,14.71,8.41,119.46,141,,0.0,,6400.0,472.6350791996664,1680992171.0,,472.6350791996664,1.0,1.0,,0.0,,,25632,,119.07,6272.0,25816,217,116.78,6240.0,0,1.0,1,0.0,0.0,117.47,6208.0,1.0
4,13.54,7.74,119.4,142,,0.0,,6528.0,472.9289944663943,1680992172.0,,472.9289944663943,1.0,1.0,,0.0,,,26208,,118.99,6400.0,26362,218,116.8,6368.0,0,1.0,1,0.0,0.0,117.44,6336.0,1.0
4,12.38,7.08,119.53,143,,0.0,,6688.0,473.0110130765239,1680992173.0,,473.0110130765239,1.0,1.0,,0.0,,,26752,,118.99,6528.0,26911,219,116.95,6528.0,0,1.0,1,0.0,0.0,117.46,6464.0,1.0
4,11.23,6.42,119.47,144,,0.0,,6816.0,472.89955541820893,1680992175.0,,472.89955541820893,1.0,1.0,,0.0,,,27296,,119.01,6688.0,27458,221,117.05,6656.0,0,1.0,1,0.0,0.0,117.48,6592.0,1.0
4,10.07,5.76,119.33,145,,0.0,,6944.0,472.7399428050431,1680992176.0,,472.7399428050431,1.0,1.0,,0.0,,,27872,,119.01,6816.0,28006,222,117.12,6784.0,0,1.0,1,0.0,0.0,117.45,6752.0,1.0
4,8.91,5.09,119.12,146,,0.0,,7104.0,472.7069272963463,1680992177.0,,472.7069272963463,1.0,1.0,,0.0,,,28416,,119.02,6944.0,28557,223,117.08,6944.0,0,1.0,1,0.0,0.0,117.51,6880.0,1.0
4,7.75,4.43,119.01,147,,0.0,,7232.0,472.3373940589309,1680992178.0,,472.3373940589309,1.0,1.0,,0.0,,,28928,,119.02,7104.0,29105,224,117.18,7072.0,0,1.0,1,0.0,0.0,117.5,7008.0,1.0
4,6.6,3.77,119.01,148,,0.0,,7360.0,472.18171552305455,1680992179.0,,472.18171552305455,1.0,1.0,,0.0,,,29504,,118.8,7232.0,29651,225,117.15,7200.0,0,1.0,1,0.0,0.0,117.39,7136.0,1.0
4,5.45,3.11,118.89,149,,0.0,,7488.0,472.13426490466225,1680992180.0,,472.13426490466225,1.0,1.0,,0.0,,,30048,,118.78,7360.0,30196,226,117.31,7360.0,0,1.0,1,0.0,0.0,117.2,7296.0,1.0
4,4.28,2.44,118.87,150,,0.0,,7648.0,472.19039529295134,1680992182.0,,472.19039529295134,1.0,1.0,,0.0,,,30560,,118.87,7488.0,30748,228,117.37,7488.0,0,1.0,1,0.0,0.0,117.02,7424.0,1.0
4,3.11,1.78,118.9,151,,0.0,,7776.0,472.14105988267056,1680992183.0,,472.14105988267056,1.0,1.0,,0.0,,,31104,,118.84,7616.0,31298,229,117.41,7616.0,0,1.0,1,0.0,0.0,117.04,7552.0,1.0
4,1.95,1.12,118.86,152,,0.0,,7904.0,472.1234477938102,1680992184.0,,472.1234477938102,1.0,1.0,,0.0,,,31712,,118.79,7776.0,31846,230,117.54,7744.0,0,1.0,1,0.0,0.0,116.96,7680.0,1.0
4,0.81,0.5,118.89,153,,0.0,,8064.0,471.95794117244105,1680992185.0,,471.95794117244105,1.0,1.0,,0.0,,,32224,,118.68,7904.0,32388,231,117.57,7904.0,0,1.0,1,0.0,0.0,116.98,7840.0,1.0
4,0.0,0.5,118.84,154,,0.0,,8192.0,466.40254151637714,1680992186.0,,466.40254151637714,1.0,1.0,,0.0,,,32736,,118.72,8032.0,32917,232,117.53,8032.0,0,1.0,1,0.0,0.0,116.87,7968.0,1.0
4,0.0,0.5,113.51,155,,0.0,,8320.0,466.90885751454687,1680992187.0,,466.90885751454687,1.0,1.0,,0.0,,,32800,,118.39,8160.0,33458,233,117.67,8160.0,0,1.0,1,0.0,0.0,116.83,8096.0,1.0
4,0.0,0.5,113.51,156,,0.0,,8352.0,466.90885751454687,1680992188.0,,466.90885751454687,1.0,1.0,,0.0,,,32800,,118.82,8192.0,33996,234,117.67,8160.0,0,1.0,1,0.0,0.0,116.92,8096.0,1.0
4,0.0,0.5,113.51,157,,0.0,,8352.0,466.90885751454687,1680992190.0,,466.90885751454687,1.0,1.0,,0.0,,,32800,,118.82,8192.0,34535,236,117.67,8160.0,0,1.0,1,0.0,0.0,116.92,8096.0,1.0
4,0.0,0.5,113.51,158,,0.0,,8352.0,466.90885751454687,1680992191.0,,466.90885751454687,1.0,1.0,,0.0,,,32800,,118.82,8192.0,35074,237,117.67,8160.0,0,1.0,1,0.0,0.0,116.92,8096.0,1.0
4,0.0,0.5,113.51,159,,0.0,,8352.0,466.90885751454687,1680992192.0,,466.90885751454687,1.0,1.0,,0.0,,,32800,,118.82,8192.0,35616,238,117.67,8160.0,0,1.0,1,0.0,0.0,116.92,8096.0,1.0
4,0.0,0.5,113.51,160,,0.0,,8352.0,466.90885751454687,1680992193.0,,466.90885751454687,1.0,1.0,,0.0,,,32800,,118.82,8192.0,36154,239,117.67,8160.0,0,1.0,1,0.0,0.0,116.92,8096.0,1.0
4,0.0,0.5,113.51,161,,0.0,,8352.0,466.90885751454687,1680992194.0,,466.90885751454687,1.0,1.0,,0.0,,,32800,,118.82,8192.0,36695,240,117.67,8160.0,0,1.0,1,0.0,0.0,116.92,8096.0,1.0
4,0.0,0.5,113.51,162,,0.0,,8352.0,466.90885751454687,1680992195.0,,466.90885751454687,1.0,1.0,,0.0,,,32800,,118.82,8192.0,37236,241,117.67,8160.0,0,1.0,1,0.0,0.0,116.92,8096.0,1.0
4,0.0,0.5,113.51,163,,0.0,,8352.0,466.90885751454687,1680992197.0,,466.90885751454687,1.0,1.0,,0.0,,,32800,,118.82,8192.0,37780,243,117.67,8160.0,0,1.0,1,0.0,0.0,116.92,8096.0,1.0
4,0.0,0.5,113.51,164,,0.0,,8352.0,466.90885751454687,1680992198.0,,466.90885751454687,1.0,1.0,,0.0,,,32800,,118.82,8192.0,38316,244,117.67,8160.0,0,1.0,1,0.0,0.0,116.92,8096.0,1.0
4,0.0,0.5,113.51,165,,0.0,,8352.0,466.90885751454687,1680992199.0,,466.90885751454687,1.0,1.0,,0.0,,,32800,,118.82,8192.0,38854,245,117.67,8160.0,0,1.0,1,0.0,0.0,116.92,8096.0,1.0
4,0.0,0.5,113.51,166,,0.0,,8352.0,466.90885751454687,1680992200.0,,466.90885751454687,1.0,1.0,,0.0,,,32800,,118.82,8192.0,39399,246,117.67,8160.0,0,1.0,1,0.0,0.0,116.92,8096.0,1.0
4,0.0,0.5,113.51,167,,0.0,,8352.0,466.90885751454687,1680992201.0,,466.90885751454687,1.0,1.0,,0.0,,,32800,,118.82,8192.0,39941,247,117.67,8160.0,0,1.0,1,0.0,0.0,116.92,8096.0,1.0
4,0.0,0.5,113.51,168,,0.0,,8352.0,466.90885751454687,1680992202.0,,466.90885751454687,1.0,1.0,,0.0,,,32800,,118.82,8192.0,40485,248,117.67,8160.0,0,1.0,1,0.0,0.0,116.92,8096.0,1.0
4,0.0,0.5,113.51,169,,0.0,,8352.0,466.90885751454687,1680992204.0,,466.90885751454687,1.0,1.0,,0.0,,,32800,,118.82,8192.0,41026,250,117.67,8160.0,0,1.0,1,0.0,0.0,116.92,8096.0,1.0
4,0.0,0.5,113.51,170,,0.0,,8352.0,466.90885751454687,1680992205.0,,466.90885751454687,1.0,1.0,,0.0,,,32800,,118.82,8192.0,41565,251,117.67,8160.0,0,1.0,1,0.0,0.0,116.92,8096.0,1.0
4,0.0,0.5,113.51,171,,0.0,,8352.0,466.90885751454687,1680992206.0,,466.90885751454687,1.0,1.0,,0.0,,,32800,,118.82,8192.0,42104,252,117.67,8160.0,0,1.0,1,0.0,0.0,116.92,8096.0,1.0
4,0.0,0.5,113.51,172,,0.0,,8352.0,466.90885751454687,1680992207.0,,466.90885751454687,1.0,1.0,,0.0,,,32800,,118.82,8192.0,42647,253,117.67,8160.0,0,1.0,1,0.0,0.0,116.92,8096.0,1.0
4,0.0,0.5,113.51,173,,0.0,,8352.0,466.90885751454687,1680992208.0,,466.90885751454687,1.0,1.0,,0.0,,,32800,,118.82,8192.0,43189,254,117.67,8160.0,0,1.0,1,0.0,0.0,116.92,8096.0,1.0
4,0.0,0.5,113.51,174,,0.0,,8352.0,466.90885751454687,1680992209.0,,466.90885751454687,1.0,1.0,,0.0,,,32800,,118.82,8192.0,43730,255,117.67,8160.0,0,1.0,1,0.0,0.0,116.92,8096.0,1.0
4,0.0,0.5,113.51,175,,0.0,,8352.0,466.90885751454687,1680992210.0,,466.90885751454687,1.0,1.0,,0.0,,,32800,,118.82,8192.0,44274,256,117.67,8160.0,0,1.0,1,0.0,0.0,116.92,8096.0,1.0
4,0.0,0.5,113.51,176,,0.0,,8352.0,466.90885751454687,1680992212.0,,466.90885751454687,1.0,1.0,,0.0,,,32800,,118.82,8192.0,44812,258,117.67,8160.0,0,1.0,1,0.0,0.0,116.92,8096.0,1.0
4,0.0,0.5,113.51,177,,0.0,,8352.0,466.90885751454687,1680992213.0,,466.90885751454687,1.0,1.0,,0.0,,,32800,,118.82,8192.0,45354,259,117.67,8160.0,0,1.0,1,0.0,0.0,116.92,8096.0,1.0
4,0.0,0.5,113.51,178,,0.0,,8352.0,466.90885751454687,1680992214.0,,466.90885751454687,1.0,1.0,,0.0,,,32800,,118.82,8192.0,45896,260,117.67,8160.0,0,1.0,1,0.0,0.0,116.92,8096.0,1.0
4,0.0,0.5,113.51,179,,0.0,,8352.0,466.90885751454687,1680992215.0,,466.90885751454687,1.0,1.0,,0.0,,,32800,,118.82,8192.0,46439,261,117.67,8160.0,0,1.0,1,0.0,0.0,116.92,8096.0,1.0
4,0.0,0.5,113.51,180,,0.0,,8352.0,466.90885751454687,1680992216.0,,466.90885751454687,1.0,1.0,,0.0,,,32800,,118.82,8192.0,46979,262,117.67,8160.0,0,1.0,1,0.0,0.0,116.92,8096.0,1.0
4,0.0,0.5,113.51,181,,0.0,,8352.0,466.90885751454687,1680992217.0,,466.90885751454687,1.0,1.0,,0.0,,,32800,,118.82,8192.0,47543,263,117.67,8160.0,0,1.0,1,0.0,0.0,116.92,8096.0,1.0
4,78.33,10.0,113.51,182,,0.0,,8352.0,411.8204066333625,1680992219.0,,411.8204066333625,1.0,1.0,,0.0,,,288,,118.82,8192.0,509,265,117.67,8160.0,0,1.0,2,0.0,0.0,116.92,8096.0,1.0
4,74.88,10.0,113.99,183,2.0,0.0,321.4520682944299,64.0,423.95672295507364,1680992220.0,0.0,423.95672295507364,2.0,2.0,0.0,0.0,32800.0,102.03698540199548,896,65632.0,99.5,96.0,1022,266,101.47,32.0,0,2.0,2,0.0,0.0,96.86,96.0,2.0
4,70.74,10.0,104.24,184,,0.0,,224.0,440.9536562610617,1680992221.0,,440.9536562610617,2.0,2.0,,0.0,,,1408,,108.6,224.0,1575,267,108.03,192.0,0,2.0,2,0.0,0.0,103.09,256.0,2.0
4,67.6,10.0,109.41,185,,0.0,,352.0,453.1954603173789,1680992222.0,,453.1954603173789,2.0,2.0,,0.0,,,1920,,112.44,352.0,2132,268,111.39,320.0,0,2.0,2,0.0,0.0,107.72,384.0,2.0
4,69.08,10.0,113.96,186,,0.0,,480.0,437.0901847864632,1680992223.0,,437.0901847864632,2.0,2.0,,0.0,,,2368,,114.89,512.0,2574,269,112.81,480.0,0,2.0,2,0.0,0.0,111.54,448.0,2.0
4,77.34,10.0,116.4,187,,0.0,,576.0,386.5450682977762,1680992224.0,,386.5450682977762,2.0,2.0,,0.0,,,2752,,116.33,640.0,2872,270,90.97,608.0,0,2.0,2,0.0,0.0,113.38,544.0,2.0
