_step,_runtime,cpu/logical_core_count,memory/total_memory_sys_MB,_timestamp,cpu/load/avg_sys_load_fifteen_min_percent,disk/time/disk_read_time_sys_s,disk/time/disk_busy_time_sys_s,memory/used_memory_sys_MB,bandwidth/disk_write_sys_bandwidth_MBs,cpu/interrupts/ctx_switches_count,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/shared_memory_proc_MB,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,disk/counter/disk_read_sys_count,process/memory/dirty_pages_proc_count,bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_one_min_percent,cpu/interrupts/soft_interrupts_count,bandwidth/net_recv_sys_bandwidth_Mbits,memory/available_memory_sys_MB,process/memory/text_resident_set_proc_MB,process/voluntary_proc_ctx_switches,disk/time/disk_write_time_sys_s,process/memory/lib_memory_proc_MB,process/memory/data_resident_set_proc_MB,cpu/interrupts/interrupts_count,memory/used_memory_sys_percent,cpu/load/avg_sys_load_five_min_percent,process/memory/virtual_memory_size_proc_MB,process/involuntary_proc_ctx_switches,03_hivemind/num_peers,02_timing/loss_calc_time_s,02_timing/forward_time_s,02_timing/opt_step_time_s,01_general/locally_processed_samples,01_general/minibatch_loss,02_timing/backward_time_s,02_timing/step_time_s,03_hivemind/global_epoch,01_general/lr,02_timing/dataload_time_s,02_timing/dataload_cuda_move_time_s,01_general/dataset_iteration_count,01_general/step
0,1,30.0,211076.599808,1682818232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,,1682818232,3.2,0.0,0.0,1189.138432,0.0,11.0,0.0,178.87232,0.0,395.288576,0.0,0.0,0.0,1.5333333333333334,0.0,0.0,208144.142336,2.719744,138.0,0.0,2481.319936,0.0,8.0,1.4,3.5000000000000004,9963.692032,42.0,,,,,,,,,,,,,,
2,2,,,1682818233,3.166666666666666,0.0,0.012000000000000455,1333.43232,0.5528239713577237,4321.0,0.7454957172051914,181.63712,70.0,402.919424,0.0,0.0,0.0,1.4333333333333333,2283.0,1.344390887453086,207999.913984,2.719744,176.0,0.06799999999998363,2503.29088,0.0,4246.0,1.5,3.4333333333333336,10120.392704,42.0,,,,,,,,,,,,,,
3,3,,,1682818234,3.166666666666666,0.0,0.015999999999991132,1791.041536,0.004086365485871504,7441.0,0.5546762280253583,185.847808,71.0,853.848064,0.0,0.0,0.0,1.4333333333333333,4217.0,0.53204957535056,207542.296576,2.719744,214.0,0.06899999999995998,2952.011776,0.0,6998.0,1.7,3.4333333333333336,10569.101312,44.0,,,,,,,,,,,,,,
4,4,,,1682818235,3.166666666666666,0.0,0.01999999999998181,2025.091072,0.004086046710590851,9846.0,0.4831510813494091,185.847808,72.0,1087.012864,0.0,0.0,0.0,1.4333333333333333,5585.0,0.4535033010495206,207308.24704,2.719744,217.0,0.06899999999995998,3427.979264,0.0,9101.0,1.8,3.4333333333333336,11112.157184,45.0,,,,,,,,,,,,,,
5,5,,,1682818236,3.166666666666666,0.0,0.02400000000000091,2958.434304,0.004086324663379325,12413.0,0.4774854410529813,444.940288,73.0,2198.294528,0.0,0.0,0.0,1.4333333333333333,7076.0,0.4367419109373495,206364.413952,2.719744,230.0,0.06999999999999318,4299.9808,0.0,12390.0,2.2,3.4333333333333336,12992.823296,47.0,,,,,,,,,,,,,,
6,6,,,1682818237,3.166666666666666,0.0,0.031999999999982265,4529.5616,0.2202949531725055,19702.0,0.6692192244222323,1355.583488,76.0,4364.517376,0.0,0.0,0.0,1.4333333333333333,10394.0,0.5879153434186056,203911.774208,2.719744,601.0,0.07200000000000273,5589.168128,0.0,256651.0,3.4,3.4333333333333336,19632.185344,48.0,,,,,,,,,,,,,,
7,7,,,1682818238,3.166666666666666,0.0,0.03999999999999204,4810.612736,0.3381452598791934,30575.0,1.3631639931043311,1462.222848,130.0,4364.34944,0.0,0.0,0.0,1.3,19314.0,32.00866033630896,203512.971264,2.719744,711.0,0.12599999999997635,5558.915072,0.0,287931.0,3.6,3.3666666666666663,20311.953408,48.0,,,,,,,,,,,,,,
8,8,,,1682818239,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.634000106307212e-06,0.8346374789998663,0.002070906999961153,32.0,11.067397117614746,0.01390333900008045,1.8361308180005835,0.0,0.0001,0.985107323000193,0.00040713600037634023,0.0,0.0
9,8,,,1682818239,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.00016742300022087875,0.009294995999880484,0.001806369999940216,64.0,11.1876220703125,0.014260619000197039,0.02643817900070644,0.0,0.0001,0.0005763220001426816,0.00033244900032514124,0.0,1.0
10,8,,,1682818239,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.00017512200020064483,0.009612449000087508,0.0017774039997675573,96.0,10.93127155303955,0.012329403999956412,0.024686867000127677,0.0,0.0001,0.000252486000135832,0.0005400019999797223,0.0,2.0
11,8,,,1682818239,3.166666666666666,0.0,0.055999999999983174,5804.560384,0.01633916599373426,45662.0,2.3368118830013467,1652.477952,134.0,4555.538432,0.0,0.0,0.0,1.3,39661.0,388.5052453695533,202510.106624,2.719744,810.0,0.12700000000000955,5567.741952,0.0,307632.0,4.1,3.3666666666666663,21799.841792,58.0,,,,,,,,,,,,0.0005969779999759339,,
12,8,,,1682818239,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0002034730000559648,0.010773013999823888,0.0017749489998095669,128.0,10.943490028381348,0.012751092000144126,0.02808152399984465,0.0,0.0001,0.0019820180000351684,,0.0,3.0
13,8,,,1682818239,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0002156390000891406,0.009699851000277704,0.0017974389998016704,160.0,11.057218551635742,0.01256539599989992,0.025546463999944535,0.0,0.0001,0.000646092999886605,0.0006220459999894956,0.0,4.0
14,8,,,1682818239,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.00019536700028766063,0.009642954999890208,0.0018366160002187826,192.0,11.034276962280273,0.013018329000260564,0.02600702300105695,0.0,0.0001,0.0007187190003605792,0.0005950370000391558,0.0,5.0
15,8,,,1682818239,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0002185889998145285,0.009802157000194711,0.0018315089996576717,224.0,10.949835777282715,0.013280011000006198,0.02745070999935706,0.0,0.0001,0.0017158050000034564,0.0006026389996804937,0.0,6.0
16,8,,,1682818239,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.000208370999644103,0.009804743999666243,0.001790079999864247,256.0,11.075751304626465,0.01265463700019609,0.025637626999014174,0.0,0.0001,0.0005784129998573917,0.0006013819997860992,0.0,7.0
17,8,,,1682818239,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.00040796800021780655,0.010149009000087972,0.001954207999915525,288.0,11.053897857666016,0.013140351999936684,0.027197728999908577,0.0,0.0001,0.0009330559996669763,0.0006131360000836139,0.0,8.0
18,8,,,1682818239,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.00020870800017291913,0.01025616299966714,0.001792167000076006,320.0,11.061348915100098,0.013144649999958347,0.026934535000236792,0.0,0.0001,0.0009182460003103188,0.0006146010000520619,0.0,9.0
19,8,,,1682818239,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.00023360400018646033,0.01022833199976958,0.001844389999860141,352.0,11.130000114440918,0.013318581000021368,0.026913125999726617,0.0,0.0001,0.0006925799998498405,0.0005956390000392275,0.0,10.0
20,8,,,1682818239,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.00021188999971855083,0.010122010000031878,0.001771131999703357,384.0,11.025781631469727,0.012766179999744054,0.025772362999305187,0.0,0.0001,0.00029754500019407715,0.0006036059999132704,0.0,11.0
21,8,,,1682818239,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.00020436700015125098,0.00968238699988433,0.0018051800002467644,416.0,11.023337364196777,0.012912379000226792,0.02594144800059439,0.0,0.0001,0.0007414020001306199,0.0005957329999546346,0.0,12.0
22,8,,,1682818239,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0002341829999750189,0.010180777000186936,0.0017898630003401195,448.0,11.185018539428711,0.012749573000292003,0.02590002400074809,0.0,0.0001,0.00029508499983421643,0.0006505430001197965,0.0,13.0
23,8,,,1682818239,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0002040800000031595,0.009836570000061329,0.0017904249998537125,480.0,11.017004013061523,0.012541620000320108,0.025716929000282107,0.0,0.0001,0.0009411330001967144,0.0004031009998470836,0.0,14.0
24,8,,,1682818239,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.00020709499995064107,0.010030400999767153,0.0019106710001324245,512.0,11.033745765686035,0.012928769000154716,0.026024198999948567,0.0,0.0001,0.0003200529999958235,0.0006272099999478087,0.0,15.0
25,8,,,1682818239,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.00020710499984488706,0.01086568900018392,0.001868732000275486,544.0,11.104423522949219,0.012860502999956225,0.0267022930006533,0.0,0.0001,0.00030511600016325247,0.0005951480002295284,0.0,16.0
26,9,,,1682818240,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.00022095499980423483,0.010412281999833795,0.0018332480003664386,576.0,11.000279426574707,0.0128777549998631,0.026424753999890527,0.0,0.0001,0.0005412539999269939,0.0005392600000959646,0.0,17.0
27,9,,,1682818240,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.00023336999993261998,0.01045655000007173,0.0018729870002971438,608.0,10.994047164916992,0.012968972000180656,0.02666124100005618,0.0,0.0001,0.0005471319996104285,0.0005822299999636016,0.0,18.0
28,9,,,1682818240,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0002135390000148618,0.010442280999996001,0.0017700670000522223,640.0,11.043314933776855,0.012938835000113613,0.026505739000185713,0.0,0.0001,0.0005367580001802708,0.000604258999828744,0.0,19.0
29,9,,,1682818240,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.00023276599995369907,0.009858939999958238,0.0018075610000778397,672.0,11.02882194519043,0.012933563999922626,0.026377916999535955,0.0,0.0001,0.0009761209998941922,0.00056896499972936,0.0,20.0
30,9,,,1682818240,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.00022302800016404944,0.01013268299993797,0.001794343000256049,704.0,11.097556114196777,0.0128727770002115,0.026094113000453945,0.0,0.0001,0.0005090609997751017,0.0005622210001092753,0.0,21.0
31,9,,,1682818240,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.00023658800000703195,0.009707315000014205,0.0017675929998404172,736.0,10.59375,0.012563089999730437,0.02537533299982897,0.0,0.0001,0.0005286390000946994,0.0005721080001421797,0.0,22.0
32,9,,,1682818240,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0001951799999915238,0.009967201000108616,0.0018309619999854476,768.0,11.069769859313965,0.01295128800029488,0.026458725000793493,0.0,0.0001,0.0008931050001592666,0.0006209890002537577,0.0,23.0
33,9,,,1682818240,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0002222230000370473,0.010167773999910423,0.0018891819995587866,800.0,10.938750267028809,0.012902003999897715,0.026678167999307334,0.0,0.0001,0.0008879379997779324,0.0006090470001254289,0.0,24.0
34,9,,,1682818240,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.00021870499995202408,0.009795699999813223,0.0018005020001510275,832.0,10.962191581726074,0.01254274799975974,0.025418250999337033,0.0,0.0001,0.0004973739996785298,0.0005632219999824883,0.0,25.0
35,9,,,1682818240,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.00020165299974905793,0.010193525999966369,0.001764626000294811,864.0,11.091076850891113,0.012904017999971984,0.026518850999764254,0.0,0.0001,0.000863294999817299,0.0005917329999647336,0.0,26.0
36,9,,,1682818240,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0002338119998057664,0.010193059999892284,0.001815084000099887,896.0,11.008928298950195,0.013176391999877524,0.026720539999587345,0.0,0.0001,0.0006693280001854873,0.0006328639997263963,0.0,27.0
