03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,03_hivemind/num_peers,03_hivemind/global_samples_accumulated,_step,03_hivemind/eta_next_epoch_s,_runtime,03_hivemind/global_epoch,03_hivemind/next_fetch_time_s,03_hivemind/actual_total_samples_per_second,_timestamp,03_hivemind/num_clients,04_peers/peer_1_samples_accumulated,04_peers/peer_1_epoch,04_peers/peer_1_samples_per_second,04_peers/peer_1_epoch_oos,04_peers/peer_2_samples_accumulated,04_peers/peer_2_epoch,04_peers/peer_2_epoch_oos,04_peers/peer_2_samples_per_second,04_peers/peer_3_samples_per_second,04_peers/peer_4_samples_per_second,04_peers/peer_4_samples_accumulated,04_peers/peer_3_epoch_oos,04_peers/peer_3_epoch,04_peers/peer_4_epoch,04_peers/peer_3_samples_accumulated,04_peers/peer_4_epoch_oos,04_peers/peer_5_samples_per_second,04_peers/peer_5_samples_accumulated,04_peers/peer_5_epoch,04_peers/peer_5_epoch_oos,03_hivemind/epoch_s,03_hivemind/undershot_TBS,03_hivemind/total_training_samples,03_hivemind/per_epoch_training_samples,03_hivemind/reached_TBS,03_hivemind/epoch_based_sps,03_hivemind/overshot_TBS
47388,457.43452207770235,5,32864,88,0.0,149,0,0.5,457.43452207770235,1683056798,0,7392.0,0.0,91.75,0.0,6592.0,0.0,0.0,93.13,92.93,93.66,6560.0,0.0,0.0,0.0,6528.0,0.0,85.96,5792.0,0.0,0.0,,,,,,,
47942,457.43452207770235,5,32864,89,0.0,151,0,0.5,457.43452207770235,1683056800,0,7392.0,0.0,91.75,0.0,6592.0,0.0,0.0,93.13,92.93,93.66,6560.0,0.0,0.0,0.0,6528.0,0.0,85.96,5792.0,0.0,0.0,,,,,,,
48494,457.43452207770235,5,32864,90,0.0,152,0,0.5,457.43452207770235,1683056801,0,7392.0,0.0,91.75,0.0,6592.0,0.0,0.0,93.13,92.93,93.66,6560.0,0.0,0.0,0.0,6528.0,0.0,85.96,5792.0,0.0,0.0,,,,,,,
49041,457.43452207770235,5,32864,91,0.0,153,0,0.5,457.43452207770235,1683056802,0,7392.0,0.0,91.75,0.0,6592.0,0.0,0.0,93.13,92.93,93.66,6560.0,0.0,0.0,0.0,6528.0,0.0,85.96,5792.0,0.0,0.0,,,,,,,
49594,457.43452207770235,5,32864,92,0.0,154,0,0.5,457.43452207770235,1683056803,0,7392.0,0.0,91.75,0.0,6592.0,0.0,0.0,93.13,92.93,93.66,6560.0,0.0,0.0,0.0,6528.0,0.0,85.96,5792.0,0.0,0.0,,,,,,,
50143,457.43452207770235,5,32864,93,0.0,155,0,0.5,457.43452207770235,1683056804,0,7392.0,0.0,91.75,0.0,6592.0,0.0,0.0,93.13,92.93,93.66,6560.0,0.0,0.0,0.0,6528.0,0.0,85.96,5792.0,0.0,0.0,,,,,,,
50695,457.43452207770235,5,32864,94,0.0,157,0,0.5,457.43452207770235,1683056806,0,7392.0,0.0,91.75,0.0,6592.0,0.0,0.0,93.13,92.93,93.66,6560.0,0.0,0.0,0.0,6528.0,0.0,85.96,5792.0,0.0,0.0,,,,,,,
51248,457.43452207770235,5,32864,95,0.0,158,0,0.5,457.43452207770235,1683056807,0,7392.0,0.0,91.75,0.0,6592.0,0.0,0.0,93.13,92.93,93.66,6560.0,0.0,0.0,0.0,6528.0,0.0,85.96,5792.0,0.0,0.0,,,,,,,
51802,457.43452207770235,5,32864,96,0.0,159,0,0.5,457.43452207770235,1683056808,0,7392.0,0.0,91.75,0.0,6592.0,0.0,0.0,93.13,92.93,93.66,6560.0,0.0,0.0,0.0,6528.0,0.0,85.96,5792.0,0.0,0.0,,,,,,,
52352,457.43452207770235,5,32864,97,0.0,160,0,0.5,457.43452207770235,1683056809,0,7392.0,0.0,91.75,0.0,6592.0,0.0,0.0,93.13,92.93,93.66,6560.0,0.0,0.0,0.0,6528.0,0.0,85.96,5792.0,0.0,0.0,,,,,,,
52904,457.43452207770235,5,32864,98,0.0,161,0,0.5,457.43452207770235,1683056810,0,7392.0,0.0,91.75,0.0,6592.0,0.0,0.0,93.13,92.93,93.66,6560.0,0.0,0.0,0.0,6528.0,0.0,85.96,5792.0,0.0,0.0,,,,,,,
53457,457.43452207770235,5,32864,99,0.0,163,0,0.5,457.43452207770235,1683056812,0,7392.0,0.0,91.75,0.0,6592.0,0.0,0.0,93.13,92.93,93.66,6560.0,0.0,0.0,0.0,6528.0,0.0,85.96,5792.0,0.0,0.0,,,,,,,
54008,457.43452207770235,5,32864,100,0.0,164,0,0.5,457.43452207770235,1683056813,0,7392.0,0.0,91.75,0.0,6592.0,0.0,0.0,93.13,92.93,93.66,6560.0,0.0,0.0,0.0,6528.0,0.0,85.96,5792.0,0.0,0.0,,,,,,,
54558,457.43452207770235,5,32864,101,0.0,165,0,0.5,457.43452207770235,1683056814,0,7392.0,0.0,91.75,0.0,6592.0,0.0,0.0,93.13,92.93,93.66,6560.0,0.0,0.0,0.0,6528.0,0.0,85.96,5792.0,0.0,0.0,,,,,,,
55106,457.43452207770235,5,32864,102,0.0,166,0,0.5,457.43452207770235,1683056815,0,7392.0,0.0,91.75,0.0,6592.0,0.0,0.0,93.13,92.93,93.66,6560.0,0.0,0.0,0.0,6528.0,0.0,85.96,5792.0,0.0,0.0,,,,,,,
55690,457.43452207770235,5,32864,103,0.0,167,0,0.5,457.43452207770235,1683056816,0,7392.0,0.0,91.75,0.0,6592.0,0.0,0.0,93.13,92.93,93.66,6560.0,0.0,0.0,0.0,6528.0,0.0,85.96,5792.0,0.0,0.0,,,,,,,
56242,457.43452207770235,5,32864,104,0.0,169,0,0.5,457.43452207770235,1683056818,0,7392.0,0.0,91.75,0.0,6592.0,0.0,0.0,93.13,92.93,93.66,6560.0,0.0,0.0,0.0,6528.0,0.0,85.96,5792.0,0.0,0.0,,,,,,,
56794,457.43452207770235,5,32864,105,0.0,170,0,0.5,457.43452207770235,1683056819,0,7392.0,0.0,91.75,0.0,6592.0,0.0,0.0,93.13,92.93,93.66,6560.0,0.0,0.0,0.0,6528.0,0.0,85.96,5792.0,0.0,0.0,,,,,,,
57346,457.43452207770235,5,32864,106,0.0,171,0,0.5,457.43452207770235,1683056820,0,7392.0,0.0,91.75,0.0,6592.0,0.0,0.0,93.13,92.93,93.66,6560.0,0.0,0.0,0.0,6528.0,0.0,85.96,5792.0,0.0,0.0,,,,,,,
57896,457.43452207770235,5,32864,107,0.0,172,0,0.5,457.43452207770235,1683056821,0,7392.0,0.0,91.75,0.0,6592.0,0.0,0.0,93.13,92.93,93.66,6560.0,0.0,0.0,0.0,6528.0,0.0,85.96,5792.0,0.0,0.0,,,,,,,
58447,457.43452207770235,5,32864,108,0.0,174,0,0.5,457.43452207770235,1683056823,0,7392.0,0.0,91.75,0.0,6592.0,0.0,0.0,93.13,92.93,93.66,6560.0,0.0,0.0,0.0,6528.0,0.0,85.96,5792.0,0.0,0.0,,,,,,,
58998,457.43452207770235,5,32864,109,0.0,175,0,0.5,457.43452207770235,1683056824,0,7392.0,0.0,91.75,0.0,6592.0,0.0,0.0,93.13,92.93,93.66,6560.0,0.0,0.0,0.0,6528.0,0.0,85.96,5792.0,0.0,0.0,,,,,,,
59548,457.43452207770235,5,32864,110,0.0,176,0,0.5,457.43452207770235,1683056825,0,7392.0,0.0,91.75,0.0,6592.0,0.0,0.0,93.13,92.93,93.66,6560.0,0.0,0.0,0.0,6528.0,0.0,85.96,5792.0,0.0,0.0,,,,,,,
60098,457.43452207770235,5,32864,111,0.0,177,0,0.5,457.43452207770235,1683056826,0,7392.0,0.0,91.75,0.0,6592.0,0.0,0.0,93.13,92.93,93.66,6560.0,0.0,0.0,0.0,6528.0,0.0,85.96,5792.0,0.0,0.0,,,,,,,
60648,457.43452207770235,5,32864,112,0.0,178,0,0.5,457.43452207770235,1683056827,0,7392.0,0.0,91.75,0.0,6592.0,0.0,0.0,93.13,92.93,93.66,6560.0,0.0,0.0,0.0,6528.0,0.0,85.96,5792.0,0.0,0.0,,,,,,,
61201,457.43452207770235,5,32864,113,0.0,180,0,0.5,457.43452207770235,1683056829,0,7392.0,0.0,91.75,0.0,6592.0,0.0,0.0,93.13,92.93,93.66,6560.0,0.0,0.0,0.0,6528.0,0.0,85.96,5792.0,0.0,0.0,,,,,,,
61756,457.43452207770235,5,32864,114,0.0,181,0,0.5,457.43452207770235,1683056830,0,7392.0,0.0,91.75,0.0,6592.0,0.0,0.0,93.13,92.93,93.66,6560.0,0.0,0.0,0.0,6528.0,0.0,85.96,5792.0,0.0,0.0,,,,,,,
180,465.0195474163281,5,64,115,70.08,182,1,10.0,194.17742305925333,1683056831,0,7392.0,0.0,91.75,0.0,6592.0,0.0,0.0,93.13,92.93,93.66,6560.0,0.0,0.0,0.0,6528.0,0.0,85.96,5792.0,0.0,0.0,,,,,,,
856,467.31531583852535,5,640,116,68.29,183,1,10.0,467.31531583852535,1683056832,0,7392.0,0.0,91.75,1.0,6592.0,0.0,1.0,93.13,96.78,97.4,32.0,0.0,1.0,1.0,32.0,0.0,85.96,5792.0,0.0,1.0,139.5366695849225,0.0,32864.0,32864.0,0.0,235.52231895572694,1.0
1394,462.60734588701894,5,1152,117,67.82,184,1,10.0,462.60734588701894,1683056833,0,64.0,1.0,95.38,0.0,128.0,1.0,0.0,94.81,94.4,95.19,160.0,0.0,1.0,1.0,160.0,0.0,87.54,128.0,1.0,0.0,,,,,,,
1968,462.0660399144148,5,1760,118,66.66,186,1,10.0,462.0660399144148,1683056835,0,192.0,1.0,93.52,0.0,224.0,1.0,0.0,94.64,94.17,94.73,256.0,0.0,1.0,1.0,256.0,0.0,85.54,224.0,1.0,0.0,,,,,,,
2527,461.64837826595766,5,2336,119,65.51,187,1,10.0,461.64837826595766,1683056836,0,288.0,1.0,93.38,0.0,352.0,1.0,0.0,94.42,94.14,94.52,384.0,0.0,1.0,1.0,384.0,0.0,85.6,352.0,1.0,0.0,,,,,,,
3071,460.270024392899,5,2848,120,64.52,188,1,10.0,460.270024392899,1683056837,0,416.0,1.0,93.23,0.0,480.0,1.0,0.0,94.37,94.07,94.34,512.0,0.0,1.0,1.0,512.0,0.0,85.64,416.0,1.0,0.0,,,,,,,
3656,466.36589455535415,5,3488,121,62.42,189,1,10.0,466.36589455535415,1683056838,0,512.0,1.0,93.12,0.0,576.0,1.0,0.0,94.32,93.96,94.26,608.0,0.0,1.0,1.0,608.0,0.0,84.61,544.0,1.0,0.0,,,,,,,
4648,578.2237073104772,5,4192,122,48.63,190,1,10.0,578.2237073104772,1683056839,0,640.0,1.0,93.0,0.0,704.0,1.0,0.0,95.05,93.78,95.05,736.0,0.0,1.0,1.0,736.0,0.0,89.48,672.0,1.0,0.0,,,,,,,
4882,475.3026088356882,5,4384,123,58.67,192,1,10.0,475.3026088356882,1683056841,0,800.0,1.0,107.61,0.0,864.0,1.0,0.0,122.68,131.77,112.18,832.0,0.0,1.0,1.0,896.0,0.0,103.98,800.0,1.0,0.0,,,,,,,
5066,406.83987947797203,5,4896,124,68.09,193,1,10.0,406.83987947797203,1683056842,0,832.0,1.0,116.39,0.0,896.0,1.0,0.0,84.22,89.9,80.81,896.0,0.0,1.0,1.0,960.0,0.0,103.98,800.0,1.0,0.0,,,,,,,
5633,421.6694882330664,5,5440,125,64.35,194,1,10.0,421.6694882330664,1683056843,0,928.0,1.0,83.36,0.0,1024.0,1.0,0.0,87.49,91.07,84.99,1024.0,0.0,1.0,1.0,1088.0,0.0,59.93,832.0,1.0,0.0,,,,,,,
6192,432.4546212414173,5,6016,126,61.45,195,1,10.0,432.4546212414173,1683056844,0,1056.0,1.0,86.29,0.0,1120.0,1.0,0.0,89.17,91.66,87.24,1120.0,0.0,1.0,1.0,1184.0,0.0,67.3,960.0,1.0,0.0,,,,,,,
6751,440.22057626133255,5,6528,127,59.1,196,1,10.0,440.22057626133255,1683056845,0,1152.0,1.0,88.04,0.0,1248.0,1.0,0.0,90.83,92.26,89.52,1248.0,0.0,1.0,1.0,1312.0,0.0,71.81,1056.0,1.0,0.0,,,,,,,
7311,445.91611060268116,5,7104,128,57.09,198,1,10.0,445.91611060268116,1683056847,0,1280.0,1.0,89.62,0.0,1344.0,1.0,0.0,91.66,92.72,90.72,1344.0,0.0,1.0,1.0,1408.0,0.0,75.49,1152.0,1.0,0.0,,,,,,,
7872,450.87087943028314,5,7712,129,55.22,199,1,10.0,450.87087943028314,1683056848,0,1376.0,1.0,90.44,0.0,1472.0,1.0,0.0,92.38,92.89,91.82,1472.0,0.0,1.0,1.0,1536.0,0.0,78.39,1248.0,1.0,0.0,,,,,,,
8427,453.30541245950724,5,8224,130,53.7,200,1,10.0,453.30541245950724,1683056849,0,1504.0,1.0,91.24,0.0,1600.0,1.0,0.0,92.87,93.05,92.5,1600.0,0.0,1.0,1.0,1632.0,0.0,81.21,1376.0,1.0,0.0,,,,,,,
8985,455.2301208265458,5,8800,131,52.24,201,1,10.0,455.2301208265458,1683056850,0,1600.0,1.0,91.61,0.0,1696.0,1.0,0.0,93.13,93.13,92.74,1696.0,0.0,1.0,1.0,1760.0,0.0,82.7,1472.0,1.0,0.0,,,,,,,
9542,456.7653504522298,5,9344,132,50.85,202,1,10.0,456.7653504522298,1683056851,0,1728.0,1.0,91.93,0.0,1824.0,1.0,0.0,93.41,93.19,92.87,1824.0,0.0,1.0,1.0,1856.0,0.0,83.83,1568.0,1.0,0.0,,,,,,,
10099,457.77094252091865,5,9920,133,49.52,204,1,10.0,457.77094252091865,1683056853,0,1824.0,1.0,92.13,0.0,1920.0,1.0,0.0,93.47,93.13,93.1,1920.0,0.0,1.0,1.0,1984.0,0.0,84.92,1696.0,1.0,0.0,,,,,,,
10658,458.2846245180516,5,10432,134,48.25,205,1,10.0,458.2846245180516,1683056854,0,1952.0,1.0,92.26,0.0,2048.0,1.0,0.0,93.42,93.16,93.43,2048.0,0.0,1.0,1.0,2080.0,0.0,85.5,1792.0,1.0,0.0,,,,,,,
11213,458.6460511937037,5,11008,135,47.0,206,1,10.0,458.6460511937037,1683056855,0,2048.0,1.0,92.35,0.0,2144.0,1.0,0.0,93.39,93.13,93.56,2144.0,0.0,1.0,1.0,2208.0,0.0,85.85,1888.0,1.0,0.0,,,,,,,
11767,458.78969063514944,5,11552,136,45.77,207,1,10.0,458.78969063514944,1683056856,0,2176.0,1.0,92.41,0.0,2272.0,1.0,0.0,93.33,93.06,93.72,2272.0,0.0,1.0,1.0,2304.0,0.0,86.12,1984.0,1.0,0.0,,,,,,,
12322,458.67038251304496,5,12128,137,44.58,209,1,10.0,458.67038251304496,1683056858,0,2272.0,1.0,92.43,0.0,2368.0,1.0,0.0,93.25,92.93,93.74,2368.0,0.0,1.0,1.0,2432.0,0.0,86.45,2112.0,1.0,0.0,,,,,,,
12879,458.5624121547329,5,12640,138,43.37,210,1,10.0,458.5624121547329,1683056859,0,2400.0,1.0,92.37,0.0,2496.0,1.0,0.0,93.32,92.89,93.61,2496.0,0.0,1.0,1.0,2528.0,0.0,86.48,2208.0,1.0,0.0,,,,,,,
13427,458.44591363297377,5,13248,139,42.19,211,1,10.0,458.44591363297377,1683056860,0,2496.0,1.0,92.37,0.0,2592.0,1.0,0.0,93.23,92.84,93.61,2592.0,0.0,1.0,1.0,2656.0,0.0,86.51,2304.0,1.0,0.0,,,,,,,
13980,458.23415142752236,5,13760,140,41.0,212,1,10.0,458.23415142752236,1683056861,0,2624.0,1.0,92.29,0.0,2720.0,1.0,0.0,93.18,92.83,93.62,2720.0,0.0,1.0,1.0,2752.0,0.0,86.54,2432.0,1.0,0.0,,,,,,,
14533,458.19259196113774,5,14336,141,39.8,213,1,10.0,458.19259196113774,1683056862,0,2720.0,1.0,92.28,0.0,2816.0,1.0,0.0,93.07,92.75,93.56,2816.0,0.0,1.0,1.0,2880.0,0.0,86.57,2528.0,1.0,0.0,,,,,,,
15085,457.7991202338205,5,14880,142,38.63,215,1,10.0,457.7991202338205,1683056864,0,2848.0,1.0,92.24,0.0,2944.0,1.0,0.0,92.99,92.74,93.6,2944.0,0.0,1.0,1.0,2976.0,0.0,86.62,2624.0,1.0,0.0,,,,,,,
15634,457.59778507621155,5,15456,143,37.44,216,1,10.0,457.59778507621155,1683056865,0,2944.0,1.0,92.18,0.0,3040.0,1.0,0.0,92.96,92.67,93.49,3072.0,0.0,1.0,1.0,3104.0,0.0,86.49,2720.0,1.0,0.0,,,,,,,
16181,457.3303181702626,5,16000,144,36.27,217,1,10.0,457.3303181702626,1683056866,0,3072.0,1.0,92.09,0.0,3168.0,1.0,0.0,92.93,92.63,93.5,3168.0,0.0,1.0,1.0,3200.0,0.0,86.44,2848.0,1.0,0.0,,,,,,,
16732,457.18761015316267,5,16512,145,35.07,218,1,10.0,457.18761015316267,1683056867,0,3168.0,1.0,92.07,0.0,3264.0,1.0,0.0,92.91,92.59,93.43,3296.0,0.0,1.0,1.0,3328.0,0.0,86.33,2944.0,1.0,0.0,,,,,,,
17285,457.13684373544174,5,17088,146,33.87,219,1,10.0,457.13684373544174,1683056868,0,3264.0,1.0,91.97,0.0,3392.0,1.0,0.0,92.84,92.59,93.47,3392.0,0.0,1.0,1.0,3424.0,0.0,86.32,3040.0,1.0,0.0,,,,,,,
17834,456.54083067874507,5,17600,147,32.71,221,1,10.0,456.54083067874507,1683056870,0,3392.0,1.0,91.91,0.0,3488.0,1.0,0.0,92.83,92.53,93.41,3520.0,0.0,1.0,1.0,3552.0,0.0,86.45,3136.0,1.0,0.0,,,,,,,
18382,456.15591603926975,5,18208,148,31.54,222,1,10.0,456.15591603926975,1683056871,0,3488.0,1.0,91.87,0.0,3616.0,1.0,0.0,92.72,92.45,93.41,3616.0,0.0,1.0,1.0,3648.0,0.0,86.09,3232.0,1.0,0.0,,,,,,,
18934,456.0918031179559,5,18720,149,30.33,223,1,10.0,456.0918031179559,1683056872,0,3616.0,1.0,91.76,0.0,3712.0,1.0,0.0,92.69,92.45,93.32,3744.0,0.0,1.0,1.0,3776.0,0.0,85.94,3360.0,1.0,0.0,,,,,,,
19486,455.5004043456843,5,19296,150,29.16,224,1,10.0,455.5004043456843,1683056873,0,3712.0,1.0,91.79,0.0,3840.0,1.0,0.0,92.61,92.42,93.35,3840.0,0.0,1.0,1.0,3872.0,0.0,85.93,3456.0,1.0,0.0,,,,,,,
20039,455.1217929399469,5,19808,151,27.97,225,1,10.0,455.1217929399469,1683056874,0,3840.0,1.0,91.69,0.0,3936.0,1.0,0.0,92.57,92.35,93.17,3968.0,0.0,1.0,1.0,4000.0,0.0,85.72,3552.0,1.0,0.0,,,,,,,
20591,454.96307350366067,5,20416,152,26.76,227,1,10.0,454.96307350366067,1683056876,0,3936.0,1.0,91.6,0.0,4064.0,1.0,0.0,92.49,92.33,93.15,4064.0,0.0,1.0,1.0,4096.0,0.0,85.55,3648.0,1.0,0.0,,,,,,,
21143,454.8429597463918,5,20928,153,25.56,228,1,10.0,454.8429597463918,1683056877,0,4064.0,1.0,91.52,0.0,4160.0,1.0,0.0,92.43,92.28,93.14,4192.0,0.0,1.0,1.0,4224.0,0.0,85.6,3776.0,1.0,0.0,,,,,,,
21695,454.5602216537514,5,21504,154,24.36,229,1,10.0,454.5602216537514,1683056878,0,4160.0,1.0,91.52,0.0,4288.0,1.0,0.0,92.36,92.22,93.09,4288.0,0.0,1.0,1.0,4320.0,0.0,85.65,3872.0,1.0,0.0,,,,,,,
22246,454.5418915551276,5,22016,155,23.15,230,1,10.0,454.5418915551276,1683056879,0,4288.0,1.0,91.49,0.0,4384.0,1.0,0.0,92.3,92.13,92.96,4416.0,0.0,1.0,1.0,4448.0,0.0,85.69,3968.0,1.0,0.0,,,,,,,
22791,454.43065063781484,5,22624,156,21.95,232,1,10.0,454.43065063781484,1683056881,0,4384.0,1.0,91.46,0.0,4512.0,1.0,0.0,92.3,92.15,92.92,4512.0,0.0,1.0,1.0,4544.0,0.0,85.7,4064.0,1.0,0.0,,,,,,,
23338,454.21648924177026,5,23136,157,20.76,233,1,10.0,454.21648924177026,1683056882,0,4512.0,1.0,91.44,0.0,4608.0,1.0,0.0,92.3,92.14,92.86,4640.0,0.0,1.0,1.0,4672.0,0.0,85.7,4192.0,1.0,0.0,,,,,,,
23884,454.07418259702837,5,23648,158,19.56,234,1,10.0,454.07418259702837,1683056883,0,4608.0,1.0,91.47,0.0,4736.0,1.0,0.0,92.17,92.09,92.83,4736.0,0.0,1.0,1.0,4768.0,0.0,85.66,4288.0,1.0,0.0,,,,,,,
24436,454.0941519041742,5,24224,159,18.35,235,1,10.0,454.0941519041742,1683056884,0,4704.0,1.0,91.43,0.0,4832.0,1.0,0.0,92.12,92.03,92.82,4864.0,0.0,1.0,1.0,4864.0,0.0,85.67,4384.0,1.0,0.0,,,,,,,
24984,453.79093608033867,5,24768,160,17.15,236,1,10.0,453.79093608033867,1683056885,0,4832.0,1.0,91.44,0.0,4960.0,1.0,0.0,92.09,92.04,92.83,4960.0,0.0,1.0,1.0,4992.0,0.0,85.69,4480.0,1.0,0.0,,,,,,,
25529,453.68825971406113,5,25344,161,15.96,238,1,9.97,453.68825971406113,1683056887,0,4928.0,1.0,91.34,0.0,5056.0,1.0,0.0,91.99,91.96,92.83,5088.0,0.0,1.0,1.0,5088.0,0.0,85.68,4608.0,1.0,0.0,,,,,,,
26076,453.5319955670337,5,25856,162,14.76,239,1,9.22,453.5319955670337,1683056888,0,5056.0,1.0,91.3,0.0,5184.0,1.0,0.0,91.97,91.94,92.81,5184.0,0.0,1.0,1.0,5216.0,0.0,85.67,4704.0,1.0,0.0,,,,,,,
26621,453.2836955539153,5,26432,163,13.56,240,1,8.48,453.2836955539153,1683056889,0,5152.0,1.0,91.28,0.0,5280.0,1.0,0.0,91.95,91.88,92.79,5312.0,0.0,1.0,1.0,5312.0,0.0,85.63,4800.0,1.0,0.0,,,,,,,
27169,453.11506245064504,5,26976,164,12.36,241,1,7.72,453.11506245064504,1683056890,0,5280.0,1.0,91.23,0.0,5408.0,1.0,0.0,91.85,91.83,92.76,5408.0,0.0,1.0,1.0,5440.0,0.0,85.62,4896.0,1.0,0.0,,,,,,,
27717,452.81739783763953,5,27520,165,11.15,242,1,6.97,452.81739783763953,1683056891,0,5376.0,1.0,91.2,0.0,5504.0,1.0,0.0,91.78,91.83,92.71,5536.0,0.0,1.0,1.0,5536.0,0.0,85.6,5024.0,1.0,0.0,,,,,,,
28265,452.67753406557074,5,28064,166,9.95,244,1,6.22,452.67753406557074,1683056893,0,5504.0,1.0,91.14,0.0,5600.0,1.0,0.0,91.72,91.78,92.65,5632.0,0.0,1.0,1.0,5664.0,0.0,85.51,5120.0,1.0,0.0,,,,,,,
28810,452.5382188795215,5,28576,167,8.75,245,1,5.47,452.5382188795215,1683056894,0,5600.0,1.0,91.14,0.0,5728.0,1.0,0.0,91.66,91.72,92.69,5760.0,0.0,1.0,1.0,5760.0,0.0,85.47,5216.0,1.0,0.0,,,,,,,
29360,452.39720886087076,5,29152,168,7.53,246,1,4.71,452.39720886087076,1683056895,0,5696.0,1.0,91.1,0.0,5824.0,1.0,0.0,91.7,91.65,92.67,5856.0,0.0,1.0,1.0,5888.0,0.0,85.42,5312.0,1.0,0.0,,,,,,,
29906,452.23230767597204,5,29696,169,6.33,247,1,3.95,452.23230767597204,1683056896,0,5824.0,1.0,91.11,0.0,5952.0,1.0,0.0,91.64,91.64,92.63,5984.0,0.0,1.0,1.0,5984.0,0.0,85.38,5408.0,1.0,0.0,,,,,,,
30449,452.0030946937874,5,30272,170,5.13,248,1,3.21,452.0030946937874,1683056897,0,5920.0,1.0,91.04,0.0,6048.0,1.0,0.0,91.57,91.65,92.64,6080.0,0.0,1.0,1.0,6112.0,0.0,85.34,5536.0,1.0,0.0,,,,,,,
30998,451.88639861202694,5,30784,171,3.92,250,1,2.45,451.88639861202694,1683056899,0,6048.0,1.0,90.94,0.0,6176.0,1.0,0.0,91.54,91.61,92.6,6208.0,0.0,1.0,1.0,6208.0,0.0,85.32,5632.0,1.0,0.0,,,,,,,
31545,451.6477239346919,5,31360,172,2.71,251,1,1.69,451.6477239346919,1683056900,0,6144.0,1.0,91.02,0.0,6272.0,1.0,0.0,91.5,91.54,92.53,6304.0,0.0,1.0,1.0,6336.0,0.0,85.28,5728.0,1.0,0.0,,,,,,,
32090,451.46257927879,5,31872,173,1.5,252,1,0.94,451.46257927879,1683056901,0,6272.0,1.0,90.92,0.0,6400.0,1.0,0.0,91.51,91.58,92.46,6432.0,0.0,1.0,1.0,6432.0,0.0,85.18,5824.0,1.0,0.0,,,,,,,
32632,451.35800509878703,5,32448,174,0.3,253,1,0.5,451.35800509878703,1683056902,0,6368.0,1.0,90.91,0.0,6496.0,1.0,0.0,91.49,91.52,92.39,6528.0,0.0,1.0,1.0,6528.0,0.0,85.16,5952.0,1.0,0.0,,,,,,,
33178,451.295218721672,5,32800,175,0.0,254,1,0.5,451.295218721672,1683056903,0,6464.0,1.0,90.89,0.0,6624.0,1.0,0.0,91.41,91.48,92.42,6656.0,0.0,1.0,1.0,6656.0,0.0,85.17,6048.0,1.0,0.0,,,,,,,
33722,451.295218721672,5,32800,176,0.0,256,1,0.5,451.295218721672,1683056905,0,6560.0,1.0,90.82,0.0,6688.0,1.0,0.0,91.46,91.47,92.37,6720.0,0.0,1.0,1.0,6720.0,0.0,85.17,6112.0,1.0,0.0,,,,,,,
34266,451.295218721672,5,32800,177,0.0,257,1,0.5,451.295218721672,1683056906,0,6560.0,1.0,90.82,0.0,6688.0,1.0,0.0,91.46,91.47,92.37,6720.0,0.0,1.0,1.0,6720.0,0.0,85.17,6112.0,1.0,0.0,,,,,,,
34809,451.295218721672,5,32800,178,0.0,258,1,0.5,451.295218721672,1683056907,0,6560.0,1.0,90.82,0.0,6688.0,1.0,0.0,91.46,91.47,92.37,6720.0,0.0,1.0,1.0,6720.0,0.0,85.17,6112.0,1.0,0.0,,,,,,,
35353,451.295218721672,5,32800,179,0.0,259,1,0.5,451.295218721672,1683056908,0,6560.0,1.0,90.82,0.0,6688.0,1.0,0.0,91.46,91.47,92.37,6720.0,0.0,1.0,1.0,6720.0,0.0,85.17,6112.0,1.0,0.0,,,,,,,
35897,451.295218721672,5,32800,180,0.0,260,1,0.5,451.295218721672,1683056909,0,6560.0,1.0,90.82,0.0,6688.0,1.0,0.0,91.46,91.47,92.37,6720.0,0.0,1.0,1.0,6720.0,0.0,85.17,6112.0,1.0,0.0,,,,,,,
36443,451.295218721672,5,32800,181,0.0,262,1,0.5,451.295218721672,1683056911,0,6560.0,1.0,90.82,0.0,6688.0,1.0,0.0,91.46,91.47,92.37,6720.0,0.0,1.0,1.0,6720.0,0.0,85.17,6112.0,1.0,0.0,,,,,,,
36988,451.295218721672,5,32800,182,0.0,263,1,0.5,451.295218721672,1683056912,0,6560.0,1.0,90.82,0.0,6688.0,1.0,0.0,91.46,91.47,92.37,6720.0,0.0,1.0,1.0,6720.0,0.0,85.17,6112.0,1.0,0.0,,,,,,,
37533,451.295218721672,5,32800,183,0.0,264,1,0.5,451.295218721672,1683056913,0,6560.0,1.0,90.82,0.0,6688.0,1.0,0.0,91.46,91.47,92.37,6720.0,0.0,1.0,1.0,6720.0,0.0,85.17,6112.0,1.0,0.0,,,,,,,
38075,451.295218721672,5,32800,184,0.0,265,1,0.5,451.295218721672,1683056914,0,6560.0,1.0,90.82,0.0,6688.0,1.0,0.0,91.46,91.47,92.37,6720.0,0.0,1.0,1.0,6720.0,0.0,85.17,6112.0,1.0,0.0,,,,,,,
38622,451.295218721672,5,32800,185,0.0,267,1,0.5,451.295218721672,1683056916,0,6560.0,1.0,90.82,0.0,6688.0,1.0,0.0,91.46,91.47,92.37,6720.0,0.0,1.0,1.0,6720.0,0.0,85.17,6112.0,1.0,0.0,,,,,,,
