03_hivemind/next_fetch_time_s,03_hivemind/num_clients,03_hivemind/reached_TBS,03_hivemind/global_samples_accumulated,_step,_timestamp,04_peers/peer_1_samples_accumulated,04_peers/peer_2_samples_accumulated,03_hivemind/actual_total_samples_per_second,04_peers/peer_1_epoch,04_peers/peer_2_epoch,03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,03_hivemind/epoch_based_sps,03_hivemind/total_training_samples,04_peers/peer_1_samples_per_second,03_hivemind/overshot_TBS,03_hivemind/undershot_TBS,03_hivemind/per_epoch_training_samples,03_hivemind/num_peers,03_hivemind/eta_next_epoch_s,04_peers/peer_2_epoch_oos,04_peers/peer_2_samples_per_second,_runtime,03_hivemind/epoch_s,03_hivemind/global_epoch,04_peers/peer_1_epoch_oos
10.0,0,,0,1236,1680987436.0,0.0,0.0,71.17297248566081,3.0,3.0,1222,71.17297248566081,,,34.51,,,,2,443.22,0.0,36.66,1461,,3,0.0
10.0,0,,0,1237,1680987437.0,0.0,0.0,71.17297248566081,3.0,3.0,1295,71.17297248566081,,,34.51,,,,2,442.2,0.0,36.66,1462,,3,0.0
10.0,0,,0,1238,1680987439.0,0.0,0.0,71.17297248566081,3.0,3.0,1368,71.17297248566081,,,34.51,,,,2,441.18,0.0,36.66,1464,,3,0.0
10.0,0,,0,1239,1680987440.0,0.0,0.0,71.17297248566081,3.0,3.0,1440,71.17297248566081,,,34.51,,,,2,440.17,0.0,36.66,1465,,3,0.0
10.0,0,,0,1240,1680987441.0,0.0,0.0,71.17297248566081,3.0,3.0,1513,71.17297248566081,,,34.51,,,,2,439.15,0.0,36.66,1466,,3,0.0
10.0,0,,0,1241,1680987442.0,0.0,0.0,71.17297248566081,3.0,3.0,1585,71.17297248566081,,,34.51,,,,2,438.13,0.0,36.66,1467,,3,0.0
10.0,0,,0,1242,1680987443.0,0.0,0.0,71.17297248566081,3.0,3.0,1658,71.17297248566081,,,34.51,,,,2,437.11,0.0,36.66,1468,,3,0.0
10.0,0,,0,1243,1680987444.0,0.0,0.0,71.17297248566081,3.0,3.0,1730,71.17297248566081,,,34.51,,,,2,436.09,0.0,36.66,1469,,3,0.0
10.0,0,,0,1244,1680987445.0,0.0,0.0,71.17297248566081,3.0,3.0,1803,71.17297248566081,,,34.51,,,,2,435.07,0.0,36.66,1470,,3,0.0
10.0,0,,0,1245,1680987446.0,0.0,0.0,71.17297248566081,3.0,3.0,1876,71.17297248566081,,,34.51,,,,2,434.05,0.0,36.66,1471,,3,0.0
10.0,0,,0,1246,1680987447.0,0.0,0.0,71.17297248566081,3.0,3.0,1948,71.17297248566081,,,34.51,,,,2,433.03,0.0,36.66,1472,,3,0.0
10.0,0,,0,1247,1680987448.0,0.0,0.0,71.17297248566081,3.0,3.0,2021,71.17297248566081,,,34.51,,,,2,432.0,0.0,36.66,1473,,3,0.0
10.0,0,,0,1248,1680987449.0,0.0,0.0,71.17297248566081,3.0,3.0,2094,71.17297248566081,,,34.51,,,,2,430.98,0.0,36.66,1474,,3,0.0
10.0,0,,0,1249,1680987450.0,0.0,0.0,71.17297248566081,3.0,3.0,2167,71.17297248566081,,,34.51,,,,2,429.96,0.0,36.66,1475,,3,0.0
10.0,0,,0,1250,1680987451.0,0.0,0.0,71.17297248566081,3.0,3.0,2240,71.17297248566081,,,34.51,,,,2,428.93,0.0,36.66,1476,,3,0.0
10.0,0,,0,1251,1680987452.0,0.0,0.0,71.17297248566081,3.0,3.0,2312,71.17297248566081,,,34.51,,,,2,427.91,0.0,36.66,1477,,3,0.0
10.0,0,,0,1252,1680987453.0,0.0,0.0,71.17297248566081,3.0,3.0,2385,71.17297248566081,,,34.51,,,,2,426.88,0.0,36.66,1478,,3,0.0
10.0,0,,0,1253,1680987454.0,0.0,0.0,71.17297248566081,3.0,3.0,2458,71.17297248566081,,,34.51,,,,2,425.86,0.0,36.66,1479,,3,0.0
10.0,0,,0,1254,1680987455.0,0.0,0.0,71.17297248566081,3.0,3.0,2531,71.17297248566081,,,34.51,,,,2,424.84,0.0,36.66,1480,,3,0.0
10.0,0,,0,1255,1680987456.0,0.0,0.0,71.17297248566081,3.0,3.0,2603,71.17297248566081,,,34.51,,,,2,423.83,0.0,36.66,1481,,3,0.0
10.0,0,,0,1256,1680987457.0,0.0,0.0,71.17297248566081,3.0,3.0,2676,71.17297248566081,,,34.51,,,,2,422.81,0.0,36.66,1482,,3,0.0
10.0,0,,0,1257,1680987458.0,0.0,0.0,71.17297248566081,3.0,3.0,2748,71.17297248566081,,,34.51,,,,2,421.79,0.0,36.66,1483,,3,0.0
10.0,0,,0,1258,1680987459.0,0.0,0.0,71.17297248566081,3.0,3.0,2821,71.17297248566081,,,34.51,,,,2,420.77,0.0,36.66,1484,,3,0.0
10.0,0,,0,1259,1680987460.0,0.0,0.0,71.17297248566081,3.0,3.0,2894,71.17297248566081,,,34.51,,,,2,419.74,0.0,36.66,1485,,3,0.0
10.0,0,,0,1260,1680987461.0,0.0,0.0,71.17297248566081,3.0,3.0,2966,71.17297248566081,,,34.51,,,,2,418.72,0.0,36.66,1486,,3,0.0
10.0,0,,0,1261,1680987462.0,0.0,0.0,71.17297248566081,3.0,3.0,3039,71.17297248566081,,,34.51,,,,2,417.7,0.0,36.66,1487,,3,0.0
10.0,0,,0,1262,1680987463.0,0.0,0.0,71.17297248566081,3.0,3.0,3112,71.17297248566081,,,34.51,,,,2,416.68,0.0,36.66,1488,,3,0.0
10.0,0,,0,1263,1680987464.0,0.0,0.0,71.17297248566081,3.0,3.0,3185,71.17297248566081,,,34.51,,,,2,415.65,0.0,36.66,1489,,3,0.0
10.0,0,,0,1264,1680987465.0,0.0,0.0,71.17297248566081,3.0,3.0,3257,71.17297248566081,,,34.51,,,,2,414.63,0.0,36.66,1490,,3,0.0
10.0,0,,0,1265,1680987466.0,0.0,0.0,71.17297248566081,3.0,3.0,3330,71.17297248566081,,,34.51,,,,2,413.61,0.0,36.66,1491,,3,0.0
10.0,0,,0,1266,1680987467.0,0.0,0.0,71.17297248566081,3.0,3.0,3402,71.17297248566081,,,34.51,,,,2,412.59,0.0,36.66,1492,,3,0.0
10.0,0,,0,1267,1680987468.0,0.0,0.0,71.17297248566081,3.0,3.0,3475,71.17297248566081,,,34.51,,,,2,411.57,0.0,36.66,1493,,3,0.0
10.0,0,,0,1268,1680987469.0,0.0,0.0,71.17297248566081,3.0,3.0,3547,71.17297248566081,,,34.51,,,,2,410.56,0.0,36.66,1494,,3,0.0
10.0,0,,0,1269,1680987470.0,0.0,0.0,71.17297248566081,3.0,3.0,3620,71.17297248566081,,,34.51,,,,2,409.53,0.0,36.66,1495,,3,0.0
10.0,0,,0,1270,1680987471.0,0.0,0.0,71.17297248566081,3.0,3.0,3693,71.17297248566081,,,34.51,,,,2,408.51,0.0,36.66,1496,,3,0.0
10.0,0,,0,1271,1680987472.0,0.0,0.0,71.17297248566081,3.0,3.0,3766,71.17297248566081,,,34.51,,,,2,407.49,0.0,36.66,1497,,3,0.0
