03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,03_hivemind/num_peers,03_hivemind/global_samples_accumulated,_step,03_hivemind/eta_next_epoch_s,_runtime,03_hivemind/global_epoch,03_hivemind/next_fetch_time_s,03_hivemind/actual_total_samples_per_second,_timestamp,03_hivemind/num_clients,04_peers/peer_1_samples_accumulated,04_peers/peer_1_epoch,04_peers/peer_1_samples_per_second,04_peers/peer_1_epoch_oos,04_peers/peer_2_samples_accumulated,04_peers/peer_2_epoch,04_peers/peer_2_epoch_oos,04_peers/peer_2_samples_per_second,03_hivemind/epoch_s,03_hivemind/undershot_TBS,03_hivemind/total_training_samples,03_hivemind/per_epoch_training_samples,03_hivemind/reached_TBS,03_hivemind/epoch_based_sps,03_hivemind/overshot_TBS
69,1.3544691795318238,1,64,0,12045.65,43,0,10.0,1.3544691795318238,1683038969,0,,,,,,,,,,,,,,,
482,18.21754325493766,1,480,1,872.89,44,0,10.0,18.21754325493766,1683038970,0,64.0,0.0,1.35,0.0,,,,,,,,,,,
583,24.512761046083828,1,576,2,644.62,46,0,10.0,24.512761046083828,1683038972,0,480.0,0.0,18.22,0.0,,,,,,,,,,,
685,31.60214805656077,1,672,3,496.76,47,0,10.0,31.60214805656077,1683038973,0,576.0,0.0,24.51,0.0,,,,,,,,,,,
876,55.009549378181624,2,864,4,281.92,48,0,10.0,55.009549378181624,1683038974,0,672.0,0.0,31.6,0.0,,,,,,,,,,,
1136,87.9072371707002,2,1120,5,173.45,49,0,10.0,87.9072371707002,1683038975,0,800.0,0.0,41.87,0.0,64.0,0.0,0.0,13.14,,,,,,,
1351,108.90807992251001,2,1312,6,138.04,50,0,10.0,108.90807992251001,1683038976,0,928.0,0.0,52.17,0.0,192.0,0.0,0.0,35.74,,,,,,,
1592,131.53271946443914,2,1568,7,112.46,52,0,10.0,131.53271946443914,1683038978,0,1024.0,0.0,59.53,0.0,288.0,0.0,0.0,49.37,,,,,,,
1810,144.7801495739668,2,1760,8,100.66,53,0,10.0,144.7801495739668,1683038979,0,1152.0,0.0,68.18,0.0,416.0,0.0,0.0,63.35,,,,,,,
2042,158.25919258819516,2,2016,9,90.62,54,0,10.0,158.25919258819516,1683038980,0,1248.0,0.0,73.6,0.0,512.0,0.0,0.0,71.18,,,,,,,
2265,165.78838522241614,2,2208,10,85.16,55,0,10.0,165.78838522241614,1683038981,0,1376.0,0.0,79.35,0.0,640.0,0.0,0.0,78.91,,,,,,,
2494,173.00420741801406,2,2464,11,80.29,56,0,10.0,173.00420741801406,1683038982,0,1472.0,0.0,82.62,0.0,736.0,0.0,0.0,83.16,,,,,,,
2716,176.89600680335755,2,2656,12,77.27,58,0,10.0,176.89600680335755,1683038984,0,1600.0,0.0,85.87,0.0,864.0,0.0,0.0,87.14,,,,,,,
2939,180.02067716561345,2,2880,13,74.68,59,0,10.0,180.02067716561345,1683038985,0,1696.0,0.0,87.64,0.0,960.0,0.0,0.0,89.25,,,,,,,
3162,182.14427131992096,2,3104,14,72.59,60,0,10.0,182.14427131992096,1683038986,0,1792.0,0.0,88.99,0.0,1088.0,0.0,0.0,91.03,,,,,,,
3387,183.77127339828195,2,3328,15,70.73,61,0,10.0,183.77127339828195,1683038987,0,1920.0,0.0,90.17,0.0,1184.0,0.0,0.0,91.97,,,,,,,
3610,184.74969028708162,2,3552,16,69.14,62,0,10.0,184.74969028708162,1683038988,0,2016.0,0.0,90.85,0.0,1312.0,0.0,0.0,92.93,,,,,,,
3832,185.32545892784333,2,3776,17,67.73,64,0,10.0,185.32545892784333,1683038990,0,2144.0,0.0,91.37,0.0,1408.0,0.0,0.0,93.37,,,,,,,
4055,185.74062383569225,2,4032,18,66.38,65,0,10.0,185.74062383569225,1683038991,0,2240.0,0.0,91.69,0.0,1536.0,0.0,0.0,93.64,,,,,,,
4277,185.92988677524812,2,4224,19,65.11,66,0,10.0,185.92988677524812,1683038992,0,2368.0,0.0,91.92,0.0,1664.0,0.0,0.0,93.82,,,,,,,
