_step,_runtime,cpu/logical_core_count,memory/total_memory_sys_MB,_timestamp,cpu/load/avg_sys_load_fifteen_min_percent,disk/time/disk_read_time_sys_s,disk/time/disk_busy_time_sys_s,memory/used_memory_sys_MB,bandwidth/disk_write_sys_bandwidth_MBs,cpu/interrupts/ctx_switches_count,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/shared_memory_proc_MB,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,disk/counter/disk_read_sys_count,process/memory/dirty_pages_proc_count,bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_one_min_percent,cpu/interrupts/soft_interrupts_count,bandwidth/net_recv_sys_bandwidth_Mbits,memory/available_memory_sys_MB,process/memory/text_resident_set_proc_MB,process/voluntary_proc_ctx_switches,disk/time/disk_write_time_sys_s,process/memory/lib_memory_proc_MB,process/memory/data_resident_set_proc_MB,cpu/interrupts/interrupts_count,memory/used_memory_sys_percent,cpu/load/avg_sys_load_five_min_percent,process/memory/virtual_memory_size_proc_MB,process/involuntary_proc_ctx_switches,03_hivemind/num_peers,02_timing/loss_calc_time_s,02_timing/forward_time_s,02_timing/opt_step_time_s,01_general/locally_processed_samples,01_general/minibatch_loss,02_timing/backward_time_s,02_timing/step_time_s,03_hivemind/global_epoch,01_general/lr,02_timing/dataload_time_s,02_timing/dataload_cuda_move_time_s,01_general/dataset_iteration_count,01_general/step
0,1,30.0,211076.595712,1683049200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,,1683049200,3.9666666666666663,0.0,0.0,1242.865664,0.0,24.0,0.0,177.5616,0.0,393.99424,0.0,0.0,0.0,2.2333333333333334,0.0,0.0,208081.391616,2.711552,135.0,0.0,2481.414144,0.0,17.0,1.4,4.0,9975.267328,50.0,,,,,,,,,,,,,,
2,2,,,1683049201,3.9666666666666663,0.0,0.007999999999981355,1411.678208,0.012248424742658807,2879.0,0.3532745527730044,182.337536,3.0,421.830656,0.0,0.0,0.0,2.333333333333333,1214.0,1.0090517050688939,207912.587264,2.711552,165.0,0.0009999999999763531,2522.001408,0.0,2776.0,1.5,3.9666666666666663,10150.58432,51.0,,,,,,,,,,,,,,
3,3,,,1683049202,3.9666666666666663,0.0,0.012000000000000455,2012.48768,0.004085851376415035,3701.0,0.027483734625748595,184.56576,4.0,1030.381568,0.0,0.0,0.0,2.333333333333333,1806.0,0.04022807966889666,207311.777792,2.711552,166.0,0.0009999999999763531,3130.445824,0.0,3800.0,1.8,3.9666666666666663,10759.016448,57.0,,,,,,,,,,,,,,
4,4,,,1683049203,3.9666666666666663,0.0,0.01599999999996271,2732.699648,0.004086793206370631,4356.0,0.05641690308301594,184.56576,5.0,1748.66432,0.0,0.0,0.0,2.333333333333333,2042.0,0.06191651329553021,206591.565824,2.711552,166.0,0.0009999999999763531,3852.77952,0.0,4468.0,2.1,3.9666666666666663,11481.346048,65.0,,,,,,,,,,,,,,
5,5,,,1683049204,3.9666666666666663,0.0,0.01999999999998181,2838.499328,0.00408653267220658,4915.0,0.002713713094187089,184.56576,6.0,1854.599168,0.0,0.0,0.0,2.333333333333333,2192.0,0.004046625279999791,206485.766144,2.711552,167.0,0.0009999999999763531,3953.721344,0.0,5048.0,2.2,3.9666666666666663,11582.287872,73.0,,,,,,,,,,,,,,
6,6,,,1683049205,3.9666666666666663,0.0,0.031999999999982265,3040.31744,0.7519123540542463,5595.0,0.059621107362164985,184.56576,105.0,2055.90528,0.0,0.0,0.0,2.333333333333333,2390.0,0.011772574730321176,206283.972608,2.711552,168.0,0.04599999999999227,4163.805184,0.0,5739.0,2.3,3.9666666666666663,11792.371712,84.0,,,,,,,,,,,,,,
7,7,,,1683049206,3.9666666666666663,0.0,0.036000000000001364,3730.18624,0.0040865394765913195,6575.0,0.00431002211470915,407.887872,106.0,2888.47872,0.0,0.0,0.0,2.4,2858.0,0.004685153563207687,205583.613952,2.711552,206.0,0.04599999999999227,5015.425024,0.0,8277.0,2.6,3.9666666666666663,13688.623104,91.0,,,,,,,,,,,,,,
8,8,,,1683049207,3.9666666666666663,0.0,0.03999999999996362,3340.61568,0.004086675576304179,9874.0,0.046557770749819094,1206.70208,107.0,3380.854784,0.0,0.0,0.0,2.4,4111.0,0.011413957195345293,205230.600192,2.711552,408.0,0.04699999999996862,4749.950976,0.0,11861.0,2.8,3.9666666666666663,17990.221824,97.0,,,,,,,,,,,,,,
9,9,,,1683049208,3.9666666666666663,0.0,0.04399999999998272,7751.634944,0.004080538077230728,14599.0,0.0031879203526766382,2530.34496,108.0,8585.920512,0.0,0.0,0.0,2.4,6043.0,0.004486997997436343,199497.203712,2.711552,780.0,0.04699999999996862,8635.817984,0.0,303842.0,5.5,3.9666666666666663,26721.554432,105.0,,,,,,,,,,,,,,
