03_hivemind/total_training_samples,04_peers/peer_3_samples_per_second,03_hivemind/actual_total_samples_per_second,03_hivemind/global_epoch,04_peers/peer_4_epoch_oos,04_peers/peer_1_epoch_oos,04_peers/peer_2_samples_per_second,04_peers/peer_4_samples_per_second,04_peers/peer_1_samples_accumulated,04_peers/peer_4_samples_accumulated,03_hivemind/epoch_s,03_hivemind/undershot_TBS,04_peers/peer_3_epoch_oos,_runtime,04_peers/peer_4_epoch,04_peers/peer_3_epoch,03_hivemind/num_peers,04_peers/peer_2_epoch,03_hivemind/epoch_based_sps,03_hivemind/eta_next_epoch_s,03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,04_peers/peer_1_epoch,03_hivemind/overshot_TBS,04_peers/peer_1_samples_per_second,04_peers/peer_2_samples_accumulated,04_peers/peer_3_samples_accumulated,03_hivemind/per_epoch_training_samples,_step,03_hivemind/reached_TBS,04_peers/peer_2_epoch_oos,03_hivemind/global_samples_accumulated,03_hivemind/next_fetch_time_s,_timestamp,03_hivemind/num_clients
,119.38,475.3877972071724,3,0.0,0.0,119.2,118.61,0.0,0.0,,,0.0,339,3.0,3.0,4,3.0,,49.55,9213,475.3877972071724,3.0,,118.2,0.0,0.0,,246,,0.0,0,10.0,1680787975.0,0
,119.38,475.3877972071724,3,0.0,0.0,119.2,118.61,0.0,0.0,,,0.0,340,3.0,3.0,4,3.0,,48.53,9698,475.3877972071724,3.0,,118.2,0.0,0.0,,247,,0.0,0,10.0,1680787976.0,0
,119.38,475.3877972071724,3,0.0,0.0,119.2,118.61,0.0,0.0,,,0.0,341,3.0,3.0,4,3.0,,47.51,10184,475.3877972071724,3.0,,118.2,0.0,0.0,,248,,0.0,0,10.0,1680787977.0,0
,119.38,475.3877972071724,3,0.0,0.0,119.2,118.61,0.0,0.0,,,0.0,342,3.0,3.0,4,3.0,,46.48,10671,475.3877972071724,3.0,,118.2,0.0,0.0,,249,,0.0,0,10.0,1680787978.0,0
,119.38,475.3877972071724,3,0.0,0.0,119.2,118.61,0.0,0.0,,,0.0,343,3.0,3.0,4,3.0,,45.46,11158,475.3877972071724,3.0,,118.2,0.0,0.0,,250,,0.0,0,10.0,1680787979.0,0
,119.38,475.3877972071724,3,0.0,0.0,119.2,118.61,0.0,0.0,,,0.0,344,3.0,3.0,4,3.0,,44.43,11646,475.3877972071724,3.0,,118.2,0.0,0.0,,251,,0.0,0,10.0,1680787980.0,0
,119.38,475.3877972071724,3,0.0,0.0,119.2,118.61,0.0,0.0,,,0.0,345,3.0,3.0,4,3.0,,43.41,12133,475.3877972071724,3.0,,118.2,0.0,0.0,,252,,0.0,0,10.0,1680787981.0,0
,119.38,475.3877972071724,3,0.0,0.0,119.2,118.61,0.0,0.0,,,0.0,346,3.0,3.0,4,3.0,,42.38,12619,475.3877972071724,3.0,,118.2,0.0,0.0,,253,,0.0,0,10.0,1680787982.0,0
,119.38,475.3877972071724,3,0.0,0.0,119.2,118.61,0.0,0.0,,,0.0,347,3.0,3.0,4,3.0,,41.36,13106,475.3877972071724,3.0,,118.2,0.0,0.0,,254,,0.0,0,10.0,1680787983.0,0
,119.38,475.3877972071724,3,0.0,0.0,119.2,118.61,0.0,0.0,,,0.0,348,3.0,3.0,4,3.0,,40.34,13592,475.3877972071724,3.0,,118.2,0.0,0.0,,255,,0.0,0,10.0,1680787984.0,0
,119.38,475.3877972071724,3,0.0,0.0,119.2,118.61,0.0,0.0,,,0.0,349,3.0,3.0,4,3.0,,39.31,14079,475.3877972071724,3.0,,118.2,0.0,0.0,,256,,0.0,0,10.0,1680787985.0,0
,119.38,475.3877972071724,3,0.0,0.0,119.2,118.61,0.0,0.0,,,0.0,350,3.0,3.0,4,3.0,,38.29,14566,475.3877972071724,3.0,,118.2,0.0,0.0,,257,,0.0,0,10.0,1680787986.0,0
,119.38,475.3877972071724,3,0.0,0.0,119.2,118.61,0.0,0.0,,,0.0,351,3.0,3.0,4,3.0,,37.26,15053,475.3877972071724,3.0,,118.2,0.0,0.0,,258,,0.0,0,10.0,1680787987.0,0
,119.38,475.3877972071724,3,0.0,0.0,119.2,118.61,0.0,0.0,,,0.0,352,3.0,3.0,4,3.0,,36.23,15546,475.3877972071724,3.0,,118.2,0.0,0.0,,259,,0.0,0,10.0,1680787988.0,0
,119.38,475.3877972071724,3,0.0,0.0,119.2,118.61,0.0,0.0,,,0.0,353,3.0,3.0,4,3.0,,35.2,16032,475.3877972071724,3.0,,118.2,0.0,0.0,,260,,0.0,0,10.0,1680787989.0,0
,119.38,475.3877972071724,3,0.0,0.0,119.2,118.61,0.0,0.0,,,0.0,354,3.0,3.0,4,3.0,,34.18,16518,475.3877972071724,3.0,,118.2,0.0,0.0,,261,,0.0,0,10.0,1680787990.0,0
,119.38,475.3877972071724,3,0.0,0.0,119.2,118.61,0.0,0.0,,,0.0,355,3.0,3.0,4,3.0,,33.16,17003,475.3877972071724,3.0,,118.2,0.0,0.0,,262,,0.0,0,10.0,1680787991.0,0
,119.38,475.3877972071724,3,0.0,0.0,119.2,118.61,0.0,0.0,,,0.0,356,3.0,3.0,4,3.0,,32.14,17491,475.3877972071724,3.0,,118.2,0.0,0.0,,263,,0.0,0,10.0,1680787992.0,0
,119.38,475.3877972071724,3,0.0,0.0,119.2,118.61,0.0,0.0,,,0.0,357,3.0,3.0,4,3.0,,31.11,17980,475.3877972071724,3.0,,118.2,0.0,0.0,,264,,0.0,0,10.0,1680787993.0,0
,119.38,475.3877972071724,3,0.0,0.0,119.2,118.61,0.0,0.0,,,0.0,358,3.0,3.0,4,3.0,,30.08,18469,475.3877972071724,3.0,,118.2,0.0,0.0,,265,,0.0,0,10.0,1680787994.0,0
,119.38,475.3877972071724,3,0.0,0.0,119.2,118.61,0.0,0.0,,,0.0,359,3.0,3.0,4,3.0,,29.05,18960,475.3877972071724,3.0,,118.2,0.0,0.0,,266,,0.0,0,10.0,1680787995.0,0
,119.38,475.3877972071724,3,0.0,0.0,119.2,118.61,0.0,0.0,,,0.0,360,3.0,3.0,4,3.0,,28.02,19448,475.3877972071724,3.0,,118.2,0.0,0.0,,267,,0.0,0,10.0,1680787996.0,0
,119.38,475.3877972071724,3,0.0,0.0,119.2,118.61,0.0,0.0,,,0.0,361,3.0,3.0,4,3.0,,26.99,19939,475.3877972071724,3.0,,118.2,0.0,0.0,,268,,0.0,0,10.0,1680787997.0,0
,119.38,475.3877972071724,3,0.0,0.0,119.2,118.61,0.0,0.0,,,0.0,362,3.0,3.0,4,3.0,,25.96,20426,475.3877972071724,3.0,,118.2,0.0,0.0,,269,,0.0,0,10.0,1680787998.0,0
,119.38,475.3877972071724,3,0.0,0.0,119.2,118.61,0.0,0.0,,,0.0,363,3.0,3.0,4,3.0,,24.93,20916,475.3877972071724,3.0,,118.2,0.0,0.0,,270,,0.0,0,10.0,1680787999.0,0
,119.38,475.3877972071724,3,0.0,0.0,119.2,118.61,0.0,0.0,,,0.0,364,3.0,3.0,4,3.0,,23.91,21402,475.3877972071724,3.0,,118.2,0.0,0.0,,271,,0.0,0,10.0,1680788000.0,0
,119.38,475.3877972071724,3,0.0,0.0,119.2,118.61,0.0,0.0,,,0.0,365,3.0,3.0,4,3.0,,22.89,21888,475.3877972071724,3.0,,118.2,0.0,0.0,,272,,0.0,0,10.0,1680788001.0,0
,119.38,475.3877972071724,3,0.0,0.0,119.2,118.61,0.0,0.0,,,0.0,366,3.0,3.0,4,3.0,,21.87,22374,475.3877972071724,3.0,,118.2,0.0,0.0,,273,,0.0,0,10.0,1680788002.0,0
,119.38,475.3877972071724,3,0.0,0.0,119.2,118.61,0.0,0.0,,,0.0,367,3.0,3.0,4,3.0,,20.84,22860,475.3877972071724,3.0,,118.2,0.0,0.0,,274,,0.0,0,10.0,1680788003.0,0
,119.38,475.3877972071724,3,0.0,0.0,119.2,118.61,0.0,0.0,,,0.0,368,3.0,3.0,4,3.0,,19.82,23346,475.3877972071724,3.0,,118.2,0.0,0.0,,275,,0.0,0,10.0,1680788004.0,0
,119.38,475.3877972071724,3,0.0,0.0,119.2,118.61,0.0,0.0,,,0.0,369,3.0,3.0,4,3.0,,18.8,23832,475.3877972071724,3.0,,118.2,0.0,0.0,,276,,0.0,0,10.0,1680788005.0,0
,119.38,475.3877972071724,3,0.0,0.0,119.2,118.61,0.0,0.0,,,0.0,370,3.0,3.0,4,3.0,,17.77,24320,475.3877972071724,3.0,,118.2,0.0,0.0,,277,,0.0,0,10.0,1680788006.0,0
,119.38,475.3877972071724,3,0.0,0.0,119.2,118.61,0.0,0.0,,,0.0,371,3.0,3.0,4,3.0,,16.75,24805,475.3877972071724,3.0,,118.2,0.0,0.0,,278,,0.0,0,9.57,1680788007.0,0
,119.38,475.3877972071724,3,0.0,0.0,119.2,118.61,0.0,0.0,,,0.0,372,3.0,3.0,4,3.0,,15.73,25292,475.3877972071724,3.0,,118.2,0.0,0.0,,279,,0.0,0,8.99,1680788008.0,0
,119.38,475.3877972071724,3,0.0,0.0,119.2,118.61,0.0,0.0,,,0.0,373,3.0,3.0,4,3.0,,14.71,25777,475.3877972071724,3.0,,118.2,0.0,0.0,,280,,0.0,0,8.4,1680788009.0,0
,119.38,475.3877972071724,3,0.0,0.0,119.2,118.61,0.0,0.0,,,0.0,374,3.0,3.0,4,3.0,,13.68,26265,475.3877972071724,3.0,,118.2,0.0,0.0,,281,,0.0,0,7.82,1680788010.0,0
,119.38,475.3877972071724,3,0.0,0.0,119.2,118.61,0.0,0.0,,,0.0,375,3.0,3.0,4,3.0,,12.66,26752,475.3877972071724,3.0,,118.2,0.0,0.0,,282,,0.0,0,7.23,1680788011.0,0
,119.38,475.3877972071724,3,0.0,0.0,119.2,118.61,0.0,0.0,,,0.0,377,3.0,3.0,4,3.0,,11.63,27239,475.3877972071724,3.0,,118.2,0.0,0.0,,283,,0.0,0,6.65,1680788013.0,0
,119.38,475.3877972071724,3,0.0,0.0,119.2,118.61,0.0,0.0,,,0.0,378,3.0,3.0,4,3.0,,10.61,27726,475.3877972071724,3.0,,118.2,0.0,0.0,,284,,0.0,0,6.06,1680788014.0,0
,119.38,475.3877972071724,3,0.0,0.0,119.2,118.61,0.0,0.0,,,0.0,379,3.0,3.0,4,3.0,,9.58,28213,475.3877972071724,3.0,,118.2,0.0,0.0,,285,,0.0,0,5.48,1680788015.0,0
