_step,_runtime,cpu/logical_core_count,memory/total_memory_sys_MB,_timestamp,cpu/load/avg_sys_load_fifteen_min_percent,disk/time/disk_read_time_sys_s,disk/time/disk_busy_time_sys_s,memory/used_memory_sys_MB,bandwidth/disk_write_sys_bandwidth_MBs,cpu/interrupts/ctx_switches_count,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/shared_memory_proc_MB,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,disk/counter/disk_read_sys_count,process/memory/dirty_pages_proc_count,bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_one_min_percent,cpu/interrupts/soft_interrupts_count,bandwidth/net_recv_sys_bandwidth_Mbits,memory/available_memory_sys_MB,process/memory/text_resident_set_proc_MB,process/voluntary_proc_ctx_switches,disk/time/disk_write_time_sys_s,process/memory/lib_memory_proc_MB,process/memory/data_resident_set_proc_MB,cpu/interrupts/interrupts_count,memory/used_memory_sys_percent,cpu/load/avg_sys_load_five_min_percent,process/memory/virtual_memory_size_proc_MB,process/involuntary_proc_ctx_switches,02_timing/dataload_cuda_move_time_s,03_hivemind/num_peers,02_timing/loss_calc_time_s,02_timing/forward_time_s,02_timing/opt_step_time_s,01_general/locally_processed_samples,01_general/minibatch_loss,02_timing/backward_time_s,02_timing/step_time_s,03_hivemind/global_epoch,01_general/lr,02_timing/dataload_time_s,01_general/dataset_iteration_count,01_general/step
0,1,64.0,255469.289472,1681402485.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,,1681402485.0,0.53125,0.0,0.0,1506.627584,0.0,12.0,0.0,178.593792,0.0,419.237888,0.0,0.0,0.0,0.125,17.0,0.0,244769.517568,2.854912,156.0,0.0,4787.412992,0.0,11.0,4.2,0.03125,12271.398912,75.0,,,,,,,,,,,,,,
2,2,,,1681402486.0,0.53125,0.0,0.012000000000170985,1645.293568,0.31006153595840913,2700.0,0.28534394559621545,180.936704,5.0,421.666816,0.0,0.0,0.0,0.125,1185.0,0.28341562215848576,244630.839296,2.854912,166.0,0.0029999999997016857,4795.936768,0.0,2678.0,4.2,0.03125,12346.904576,75.0,,,,,,,,,,,,,,
3,3,,,1681402487.0,0.53125,0.0,0.016000000000076398,1715.011584,0.0036539642178096167,4210.0,0.08809479370005936,182.378496,6.0,424.603648,0.0,0.0,0.0,0.125,2468.0,0.7918682869793354,244561.113088,2.854912,183.0,0.0039999999999054126,4806.344704,0.0,4138.0,4.3,0.03125,12424.278016,76.0,,,,,,,,,,,,,,
4,4,,,1681402488.0,0.53125,0.0,0.01999999999998181,2363.101184,0.004077488328901781,5031.0,0.10788620033223001,183.558144,7.0,1070.075904,0.0,0.0,0.0,0.234375,3059.0,0.10563243189023641,243913.027584,2.854912,192.0,0.0039999999999054126,5478.264832,0.0,4982.0,4.5,0.046875,13096.198144,77.0,,,,,,,,,,,,,,
5,5,,,1681402489.0,0.53125,0.0,0.024000000000114596,2509.348864,0.004079310458459338,8649.0,0.006620911973098904,185.58976,8.0,1220.390912,0.0,0.0,0.0,0.234375,14093.0,0.007465457120433654,243766.784,2.854912,196.0,0.004999999999199645,6135.07072,0.0,22929.0,4.6,0.046875,17972.600832,79.0,,,,,,,,,,,,,,
6,6,,,1681402490.0,0.53125,0.0,0.02800000000002001,2545.52064,0.004078401184493892,12308.0,0.05223061757297438,188.604416,9.0,1224.06912,0.0,0.0,0.0,0.234375,24332.0,0.013278700608951708,243730.61632,2.854912,196.0,0.004999999999199645,6145.798144,0.0,39504.0,4.6,0.046875,18150.969344,81.0,,,,,,,,,,,,,,
7,7,,,1681402491.0,0.53125,0.0,0.03999999999996362,3468.41088,0.1508592272026108,13092.0,0.013713027429712131,431.976448,12.0,2341.793792,0.0,0.0,0.0,0.234375,24899.0,0.01101342386880231,242795.134976,2.854912,227.0,0.006999999999607098,7029.293056,0.0,40677.0,5.0,0.046875,19607.072768,82.0,,,,,,,,,,,,,,
8,8,,,1681402492.0,0.53125,0.0,0.044000000000096406,2928.648192,0.004046180779134784,14406.0,0.11250279255281566,466.010112,13.0,1830.494208,0.0,0.0,0.0,0.234375,26636.0,0.8522663421729004,243334.897664,2.854912,241.0,0.007999999999810825,6509.760512,0.0,42289.0,4.7,0.046875,20736.8192,84.0,,,,,,,,,,,,,,
9,9,,,1681402493.0,1.078125,0.0,0.04800000000000182,5035.433984,0.0039585964951558954,16557.0,0.01833170355134659,1258.909696,14.0,4740.378624,0.0,0.0,0.0,8.234375,39566.0,0.0190043563038133,240450.53952,2.854912,254.0,0.007999999999810825,8649.936896,0.0,60081.0,5.9,1.7187500000000002,23802.785792,431.0,,,,,,,,,,,,,,
10,10,,,1681402494.0,1.078125,0.0,0.052000000000134605,5160.730624,0.004076745228208112,21859.0,0.09132068550990197,1310.94528,15.0,4801.527808,0.0,0.0,0.0,8.234375,52265.0,0.04798934214730546,240259.239936,2.854912,340.0,0.007999999999810825,8649.936896,0.0,506464.0,6.0,1.7187500000000002,26439.417856,433.0,,,,,,,,,,,,,,
11,11,,,1681402495.0,1.078125,0.0,0.05600000000004002,5318.270976,0.0040775812355367,24864.0,0.016254576800124605,1387.241472,16.0,4878.016512,0.0,0.0,0.0,8.234375,63537.0,0.01387333301192666,240027.938816,2.854912,383.0,0.009000000000014552,8658.460672,0.0,793670.0,6.0,1.7187500000000002,26591.203328,441.0,,,,,,,,,,,,,,
12,12,,,1681402496.0,1.078125,0.0,0.060000000000172804,5484.6464,0.004076549822230938,27829.0,0.05607644638759291,1472.692224,17.0,4963.487744,0.0,0.0,0.0,8.234375,75236.0,0.022643960416708193,239773.720576,2.854912,431.0,0.009000000000014552,8658.460672,0.0,1130279.0,6.1,1.7187500000000002,26677.100544,445.0,,,,,,,,,,,,,,
13,13,,,1681402497.0,1.078125,0.0,0.06400000000007822,5796.593664,0.12648553468895854,29950.0,0.0,1632.002048,20.0,5311.545344,0.0,0.0,0.0,8.234375,86857.0,0.0013388085719670125,239304.962048,2.854912,506.0,0.009999999999308784,8847.208448,0.0,1334976.0,6.3,1.7187500000000002,27027.857408,452.0,,,,,,,,,,,,,,
14,14,,,1681402498.0,1.078125,0.0,0.06799999999998363,6133.026816,0.004073800647977549,33901.0,0.11243530709944607,2047.062016,21.0,5774.098432,0.0,0.0,0.0,7.6875,96643.0,0.06968427063473996,238546.71872,2.854912,634.0,0.01099999999951251,8920.20736,0.0,1363082.0,6.6,1.7031250000000002,27716.58752,454.0,,,,,,,,,,,,,,
15,15,,,1681402499.0,1.078125,0.0,0.07200000000011642,6179.950592,0.004073188292416604,36119.0,0.38773252232090993,2047.062016,22.0,5774.15168,0.0,0.0,0.0,7.6875,98406.0,21.719854985583105,238499.794944,2.854912,634.0,0.01099999999951251,8920.20736,0.0,1365704.0,6.6,1.7031250000000002,27716.58752,454.0,,,,,,,,,,,,,,
16,16,,,1681402500.0,1.078125,0.0,0.07600000000002183,7064.731648,0.004073861507246573,39454.0,0.581702866702497,2274.729984,23.0,6005.829632,0.0,0.0,0.0,7.6875,102434.0,217.68892260092517,237514.866688,2.854912,637.0,0.011999999999716238,8938.385408,0.0,1371569.0,7.0,1.7031250000000002,28360.015872,456.0,0.004231074824929237,,,,,,,,,,,,,
17,17,,,1681402501.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0003342181444168091,1.342201524414122,0.04878160497173667,32.0,7.1795654296875,0.1674718321301043,3.179815179668367,0.0,0.0001,1.6167949251830578,0.0,0.0
18,17,,,1681402501.0,1.078125,0.0,0.08400000000006003,7480.946688,0.00814640941928651,40562.0,0.053285791528926256,2404.704256,25.0,6210.060288,0.0,0.0,0.0,7.6875,103242.0,7.49476828411329,237098.647552,2.854912,673.0,0.012999999999919964,9020.858368,0.0,1373132.0,7.2,1.7031250000000002,36553.887744,457.0,0.0034746970050036907,,0.0007415586151182652,0.0274154432117939,,,,,,,,,,
19,17,,,1681402501.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.04619210120290518,64.0,7.223876953125,0.12257560295984149,0.20386233879253268,0.0,0.0001,0.003462935797870159,0.0,1.0
20,18,,,1681402502.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003671032376587391,0.0,0.0008894121274352074,0.02496644202619791,0.04360428638756275,96.0,7.1910400390625,0.12298901379108429,0.19850590685382485,0.0,0.0001,0.002385720144957304,0.0,2.0
21,18,,,1681402502.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004309177864342928,1.0,0.0009482232853770256,0.02677004737779498,0.04349171323701739,128.0,7.1527099609375,0.12110041687265038,0.20043232385069132,0.0,0.0001,0.003812745213508606,0.0,3.0
22,18,,,1681402502.0,1.078125,0.0,0.10800000000017462,7490.973696,0.0815127766293457,42692.0,0.15637079906348555,2402.79552,31.0,6208.16384,0.0,0.0,0.0,7.6875,104994.0,68.77214653512905,237107.01568,2.854912,733.0,0.01599999999962165,9020.858368,0.0,1375412.0,7.2,1.7031250000000002,36534.611968,458.0,0.0035274578258395195,,0.0011316980235278606,0.026448159012943506,,,,,,,,,,
23,18,,,1681402502.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.043745150323957205,160.0,7.0352783203125,0.12237314833328128,0.19945425959303975,0.0,0.0001,0.0022286460734903812,0.0,4.0
24,19,,,1681402503.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003450515680015087,1.0,0.0010217656381428242,0.0262817838229239,0.04392657382413745,192.0,7.1495361328125,0.12209834111854434,0.19962988095358014,0.0,0.0001,0.0028509008698165417,0.0,5.0
25,19,,,1681402503.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004044350702315569,1.0,0.0010796170681715012,0.026377868372946978,0.044030246790498495,224.0,7.28173828125,0.12148540699854493,0.19975973898544908,0.0,0.0001,0.0027422490529716015,0.0,6.0
26,19,,,1681402503.0,1.09375,0.0,0.13200000000006185,7493.787648,0.08149686492955484,44686.0,0.08971817935379443,2402.79552,38.0,6208.16384,0.0,0.0,0.0,7.328125000000001,107064.0,80.09664689290985,237104.5376,2.854912,777.0,0.018999999999323336,9020.858368,0.0,1377919.0,7.2,1.7343750000000002,36534.616064,461.0,0.003485016990453005,,,,,,,,,,,,,
27,20,,,1681402504.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.001018734648823738,0.028973881155252457,0.04381339158862829,256.0,7.125,0.11968029104173183,0.20007744245231152,0.0,0.0001,0.0031061270274221897,0.0,7.0
28,20,,,1681402504.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0035230168141424656,1.0,0.0010423059575259686,0.02705500414595008,0.04389094281941652,288.0,7.3597412109375,0.12150293681770563,0.19998896028846502,0.0,0.0001,0.0029747537337243557,0.0,8.0
29,20,,,1681402504.0,1.09375,0.0,0.14400000000000546,7507.419136,0.012237007381169063,47018.0,0.17295129852770752,2402.79552,41.0,6208.16384,0.0,0.0,0.0,7.328125000000001,109376.0,80.69063567170025,237071.81056,2.854912,863.0,0.02099999999973079,9020.858368,0.0,1380788.0,7.2,1.7343750000000002,36534.616064,462.0,0.0038012252189219,,0.0009658541530370712,0.026241103187203407,0.0438379910774529,,,0.12242829008027911,,,,,,
30,20,,,1681402504.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,320.0,6.980712890625,,0.20019465684890747,0.0,0.0001,0.0029201931320130825,0.0,9.0
31,21,,,1681402505.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003483155742287636,1.0,0.0010293861851096153,0.02638768684118986,0.04390818392857909,352.0,7.1771240234375,0.12270025676116347,0.20041419146582484,0.0,0.0001,0.002905522007495165,0.0,10.0
32,21,,,1681402505.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0037949951365590096,1.0,0.0009836643002927303,0.026630543172359467,0.04384341184049845,384.0,7.349853515625,0.12203712994232774,0.2002708693034947,0.0,0.0001,0.0029811249114573,0.0,11.0
33,21,,,1681402505.0,1.09375,0.0,0.18399999999996908,7510.249472,0.7668872420171239,49197.0,0.0983307255685856,2402.79552,170.0,6208.16384,0.0,0.0,0.0,7.328125000000001,111645.0,80.39555833179344,237068.980224,2.854912,928.0,2.55199999999968,9021.120512,0.0,1383533.0,7.2,1.7343750000000002,36534.878208,464.0,0.0033715241588652134,,0.0010202350094914436,0.026588402688503265,0.04377374006435275,,,0.12221406400203705,,,,,,
