03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,03_hivemind/num_peers,03_hivemind/global_samples_accumulated,_step,03_hivemind/eta_next_epoch_s,_runtime,03_hivemind/global_epoch,03_hivemind/next_fetch_time_s,03_hivemind/actual_total_samples_per_second,_timestamp,03_hivemind/num_clients,04_peers/peer_1_samples_accumulated,04_peers/peer_1_epoch,04_peers/peer_1_samples_per_second,04_peers/peer_1_epoch_oos,04_peers/peer_2_samples_accumulated,04_peers/peer_2_epoch,04_peers/peer_2_epoch_oos,04_peers/peer_2_samples_per_second,03_hivemind/epoch_s,03_hivemind/undershot_TBS,03_hivemind/total_training_samples,03_hivemind/per_epoch_training_samples,03_hivemind/reached_TBS,03_hivemind/epoch_based_sps,03_hivemind/overshot_TBS
354,11.269350573987557,1,352,0,695.53,43,0,10.0,11.269350573987557,1683038387,0,,,,,,,,,,,,,,,
453,16.318807824743672,1,448,1,474.22,44,0,10.0,16.318807824743672,1683038388,0,352.0,0.0,11.27,0.0,,,,,,,,,,,
580,24.52059337100354,1,576,2,310.45,45,0,10.0,24.52059337100354,1683038389,0,448.0,0.0,16.32,0.0,,,,,,,,,,,
682,31.633321879205475,1,672,3,237.42,46,0,10.0,31.633321879205475,1683038390,0,576.0,0.0,24.52,0.0,,,,,,,,,,,
943,67.1285857854715,2,928,4,107.99,48,0,10.0,67.1285857854715,1683038392,0,672.0,0.0,31.63,0.0,,,,,,,,,,,
1202,97.7115555864734,2,1184,5,71.53,49,0,10.0,97.7115555864734,1683038393,0,800.0,0.0,41.94,0.0,128.0,0.0,0.0,25.18,,,,,,,
1417,116.82013470041426,2,1376,6,58.0,50,0,10.0,116.82013470041426,1683038394,0,928.0,0.0,52.41,0.0,256.0,0.0,0.0,45.3,,,,,,,
1657,137.57800454948887,2,1632,7,47.5,51,0,10.0,137.57800454948887,1683038395,0,1024.0,0.0,59.78,0.0,352.0,0.0,0.0,57.04,,,,,,,
1877,149.76182284907597,2,1824,8,42.17,53,0,10.0,149.76182284907597,1683038397,0,1152.0,0.0,68.51,0.0,480.0,0.0,0.0,69.07,,,,,,,
2110,162.03404123897673,2,2080,9,37.53,54,0,10.0,162.03404123897673,1683038398,0,1248.0,0.0,74.01,0.0,576.0,0.0,0.0,75.76,,,,,,,
2332,168.80166845625268,2,2272,10,34.72,55,0,10.0,168.80166845625268,1683038399,0,1376.0,0.0,79.79,0.0,704.0,0.0,0.0,82.25,,,,,,,
2561,175.26916600563032,2,2528,11,32.13,56,0,10.0,175.26916600563032,1683038400,0,1472.0,0.0,83.07,0.0,800.0,0.0,0.0,85.73,,,,,,,
2784,178.64881655214015,2,2720,12,30.27,57,0,10.0,178.64881655214015,1683038401,0,1600.0,0.0,86.35,0.0,928.0,0.0,0.0,88.92,,,,,,,
3009,181.80171612506217,2,2976,13,28.51,58,0,10.0,181.80171612506217,1683038402,0,1696.0,0.0,88.13,0.0,1024.0,0.0,0.0,90.52,,,,,,,
3233,183.38960105583828,2,3168,14,27.04,60,0,10.0,183.38960105583828,1683038404,0,1824.0,0.0,89.73,0.0,1152.0,0.0,0.0,92.07,,,,,,,
3458,184.8740328602512,2,3424,15,25.61,61,0,10.0,184.8740328602512,1683038405,0,1920.0,0.0,90.58,0.0,1248.0,0.0,0.0,92.81,,,,,,,
3680,185.58308808884792,2,3616,16,24.31,62,0,9.73,185.58308808884792,1683038406,0,2048.0,0.0,91.44,0.0,1376.0,0.0,0.0,93.43,,,,,,,
3904,186.38599054861533,2,3872,17,23.01,63,0,9.2,186.38599054861533,1683038407,0,2144.0,0.0,91.84,0.0,1472.0,0.0,0.0,93.74,,,,,,,
4127,186.85036148086527,2,4064,18,21.75,64,0,8.7,186.85036148086527,1683038408,0,2272.0,0.0,92.26,0.0,1600.0,0.0,0.0,94.13,,,,,,,
4350,186.97533133247236,2,4320,19,20.55,66,0,8.22,186.97533133247236,1683038410,0,2368.0,0.0,92.58,0.0,1696.0,0.0,0.0,94.27,,,,,,,
4573,187.03557236041155,2,4512,20,19.35,67,0,7.74,187.03557236041155,1683038411,0,2496.0,0.0,92.74,0.0,1824.0,0.0,0.0,94.23,,,,,,,
4795,187.07357356331164,2,4736,21,18.16,68,0,7.26,187.07357356331164,1683038412,0,2592.0,0.0,92.82,0.0,1920.0,0.0,0.0,94.21,,,,,,,
5017,187.00234965438955,2,4960,22,16.98,69,0,6.79,187.00234965438955,1683038413,0,2688.0,0.0,92.89,0.0,2048.0,0.0,0.0,94.18,,,,,,,
5239,186.89639790759742,2,5184,23,15.8,70,0,6.32,186.89639790759742,1683038414,0,2816.0,0.0,92.88,0.0,2144.0,0.0,0.0,94.12,,,,,,,
5461,186.93911007359452,2,5408,24,14.61,72,0,5.84,186.93911007359452,1683038416,0,2912.0,0.0,92.8,0.0,2272.0,0.0,0.0,94.09,,,,,,,
5682,186.8558284569968,2,5632,25,13.43,73,0,5.37,186.8558284569968,1683038417,0,3040.0,0.0,92.82,0.0,2368.0,0.0,0.0,94.12,,,,,,,
5904,186.86698132502943,2,5856,26,12.24,74,0,4.9,186.86698132502943,1683038418,0,3136.0,0.0,92.8,0.0,2496.0,0.0,0.0,94.05,,,,,,,
6127,186.93283232110355,2,6080,27,11.05,75,0,4.42,186.93283232110355,1683038419,0,3264.0,0.0,92.75,0.0,2592.0,0.0,0.0,94.12,,,,,,,
6348,186.9037684389183,2,6304,28,9.86,76,0,3.95,186.9037684389183,1683038420,0,3360.0,0.0,92.77,0.0,2720.0,0.0,0.0,94.16,,,,,,,
6570,186.85093266550808,2,6528,29,8.68,78,0,3.47,186.85093266550808,1683038422,0,3488.0,0.0,92.74,0.0,2816.0,0.0,0.0,94.17,,,,,,,
6791,186.84699417603588,2,6720,30,7.5,79,0,3.0,186.84699417603588,1683038423,0,3584.0,0.0,92.69,0.0,2944.0,0.0,0.0,94.16,,,,,,,
7013,186.77293000625156,2,6976,31,6.31,80,0,2.53,186.77293000625156,1683038424,0,3680.0,0.0,92.67,0.0,3040.0,0.0,0.0,94.18,,,,,,,
7235,186.76148243374234,2,7168,32,5.13,81,0,2.05,186.76148243374234,1683038425,0,3808.0,0.0,92.64,0.0,3168.0,0.0,0.0,94.14,,,,,,,
