cpu/interrupts/soft_interrupts_count,process/involuntary_proc_ctx_switches,bandwidth/disk_write_sys_bandwidth_MBs,cpu/load/avg_sys_load_five_min_percent,process/memory/resident_set_size_proc_MB,02_timing/step_time_s,memory/used_memory_sys_MB,bandwidth/net_sent_sys_bandwidth_Mbits,01_general/lr,disk/time/disk_read_time_sys_s,memory/used_memory_sys_percent,disk/time/disk_write_time_sys_s,process/voluntary_proc_ctx_switches,cpu/load/avg_sys_load_one_min_percent,process/memory/text_resident_set_proc_MB,cpu/logical_core_count,01_general/step_based_sps,memory/total_memory_sys_MB,disk/counter/disk_write_sys_count,bandwidth/disk_read_sys_bandwidth_MBs,process/memory/dirty_pages_proc_count,process/memory/data_resident_set_proc_MB,_step,02_timing/backward_time_s,02_timing/dataload_time_s,02_timing/opt_step_time_s,cpu/interrupts/interrupts_count,cpu/interrupts/ctx_switches_count,01_general/locally_processed_samples,process/memory/shared_memory_proc_MB,02_timing/forward_time_s,cpu/load/avg_sys_load_fifteen_min_percent,bandwidth/net_recv_sys_bandwidth_Mbits,memory/available_memory_sys_MB,_timestamp,02_timing/loss_calc_time_s,disk/time/disk_busy_time_sys_s,process/memory/lib_memory_proc_MB,01_general/dataset_iteration_count,01_general/step,01_general/minibatch_loss,disk/counter/disk_read_sys_count,02_timing/dataload_cuda_move_time_s,process/memory/virtual_memory_size_proc_MB,_runtime
,,,,,0.07399257412180305,,,0.0001,,,,,,,,432.475831254676,,,,,,491,,0.0013825432397425175,,,,13664.0,,,,,,1681154053.0,,,,0.0,426.0,12.658203125,,,,64
,,,,,0.07156794471666217,,,0.0001,,,,,,,,447.12755307824125,,,,,,492,0.042634787037968636,0.0010591750033199787,1.7797574400901794e-06,,,13696.0,,0.026483080815523863,,,,1681154053.0,0.0010858750902116299,,,0.0,427.0,12.672863960266113,,0.00030324701219797134,,64
,,,,,0.07174846949055791,,,0.0001,,,,,,,,446.00254510252927,,,,,,493,0.04251920385286212,0.0013158107176423073,1.7601996660232544e-06,,,13728.0,,0.026494691148400307,,,,1681154053.0,0.0011417167261242867,,,0.0,428.0,12.666509628295898,,0.00027528684586286545,,64
,,,,,0.07189500378444791,,,0.0001,,,,,,,,445.0935157600219,,,,,,494,0.04267431702464819,0.0012743500992655754,2.0097941160202026e-06,,,13760.0,,0.026533143129199743,,,,1681154053.0,0.001105336006730795,,,0.0,429.0,12.696120262145996,,0.00030584773048758507,,64
,,,,,0.07186755212023854,,,0.0001,,,,,,,,445.26353070245335,,,,,,495,0.0426334566436708,0.0013703820295631886,2.1602027118206024e-06,,,13792.0,,0.026440170127898455,,,,1681154053.0,0.0011146659962832928,,,0.0,430.0,12.59479808807373,,0.0003067171201109886,,64
,,,,,0.07156459614634514,,,0.0001,,,,,,,,447.1484745692129,,,,,,496,0.04254621500149369,0.0011274260468780994,1.8803402781486511e-06,,,13824.0,,0.026468950789421797,,,,1681154053.0,0.0011364170350134373,,,0.0,431.0,12.642784118652344,,0.000283706933259964,,64
,,,,,0.07263911329209805,,,0.0001,,,,,,,,440.53401190789424,,,,,,497,0.04362400993704796,0.0013470021076500416,2.4600885808467865e-06,,,13856.0,,0.026277496945112944,,,,1681154054.0,0.0011029369197785854,,,0.0,432.0,12.742722511291504,,0.0002852072939276695,,64
,,,,,0.07141996221616864,,,0.0001,,,,,,,,448.0540034891754,,,,,,498,0.042817390989512205,0.0013176812790334225,1.700129359960556e-06,,,13888.0,,0.025979579892009497,,,,1681154054.0,0.001061675138771534,,,0.0,433.0,12.834558486938477,,0.00024193478748202324,,64
,,,,,0.072340935934335,,,0.0001,,,,,,,,442.3498201495057,,,,,,499,0.04362855991348624,0.0013103322125971317,3.769993782043457e-06,,,13920.0,,0.02604121109470725,,,,1681154054.0,0.0011222567409276962,,,0.0,434.0,12.571874618530273,,0.00023480597883462906,,64
,,,,,0.07321769744157791,,,0.0001,,,,,,,,437.0528044197721,,,,,,500,0.044374438002705574,0.0012262389063835144,1.8603168427944183e-06,,,13952.0,,0.026213055942207575,,,,1681154054.0,0.001128707081079483,,,0.0,435.0,12.657617568969727,,0.00027339719235897064,,65
193550.0,4694.0,0.0,2.390625,2925.236224,,4312.18688,0.16529633763756205,,0.0,5.3,0.22400000000016007,5876.0,3.34375,2.854912,,,,306.0,0.0,0.0,0.0,501,,,,301151.0,421921.0,,613.298176,0.026974192820489407,1.234375,75.27939190737159,241947.754496,1681154054.0,0.0011651376262307167,0.15199999999981628,7398.27712,,,,0.0,0.00028048688545823097,28473.823232,65
,,,,,0.07304040156304836,,,0.0001,,,,,,,,438.11369208283514,,,,,,502,0.04330773325636983,0.0013107508420944214,2.100132405757904e-06,,,13984.0,,,,,,1681154054.0,,,,0.0,436.0,12.892889022827148,,,,65
,,,,,0.07273327419534326,,,0.0001,,,,,,,,439.96369411414173,,,,,,503,0.043539748061448336,0.0013935230672359467,1.8202699720859528e-06,,,14016.0,,0.026367108803242445,,,,1681154054.0,0.0011329669505357742,,,0.0,437.0,12.68083667755127,,0.0002981070429086685,,65
,,,,,0.072649413254112,,,0.0001,,,,,,,,440.4715546438192,,,,,,504,0.04371351236477494,0.0012322990223765373,2.120155841112137e-06,,,14048.0,,0.02627839706838131,,,,1681154054.0,0.0011844485998153687,,,0.0,438.0,12.731879234313965,,0.00023863604292273521,,65
,,,,,0.07369844615459442,,,0.0001,,,,,,,,434.20182744253276,,,,,,505,0.0449765520170331,0.0011450070887804031,3.4798868000507355e-06,,,14080.0,,0.026050221174955368,,,,1681154054.0,0.0012281290255486965,,,0.0,439.0,12.928106307983398,,0.0002950569614768028,,65
,,,,,0.07253179047256708,,,0.0001,,,,,,,,441.1858550783055,,,,,,506,0.04406964126974344,0.0010152850300073624,1.7900019884109497e-06,,,14112.0,,0.02591050835326314,,,,1681154054.0,0.001259639859199524,,,0.0,440.0,12.701695442199707,,0.00027492595836520195,,65
,,,,,0.07143641170114279,,,0.0001,,,,,,,,447.9508312073867,,,,,,507,0.04260241612792015,0.001016194000840187,2.1597370505332947e-06,,,14144.0,,0.026210573967546225,,,,1681154054.0,0.0013038008473813534,,,0.0,441.0,12.765417098999023,,0.00030126702040433884,,65
,,,,,0.07149640377610922,,,0.0001,,,,,,,,447.574959157497,,,,,,508,0.042794961016625166,0.0010151239112019539,1.8398277461528778e-06,,,14176.0,,0.02605445124208927,,,,1681154055.0,0.0013223011046648026,,,0.0,442.0,12.86017894744873,,0.0003077266737818718,,65
,,,,,0.07266884436830878,,,0.0001,,,,,,,,440.35377579164236,,,,,,509,0.044122302904725075,0.0011275368742644787,1.970212906599045e-06,,,14208.0,,0.025902698282152414,,,,1681154055.0,0.0012205089442431927,,,0.0,443.0,12.746366500854492,,0.0002938271500170231,,65
,,,,,0.07306196307763457,,,0.0001,,,,,,,,437.9843991598921,,,,,,510,0.04409762239083648,0.0010206140577793121,1.9101426005363464e-06,,,14240.0,,0.02635072823613882,,,,1681154055.0,0.0013088812120258808,,,0.0,444.0,12.68700122833252,,0.00028220703825354576,,66
,,,,,0.07267634151503444,,,0.0001,,,,,,,,440.3083497726727,,,,,,511,0.04432259686291218,0.0010580350644886494,2.6798807084560394e-06,,,14272.0,,0.02577313408255577,,,,1681154055.0,0.0012718196958303452,,,0.0,445.0,12.669174194335938,,0.0002480759285390377,,66
197723.0,4725.0,0.057003782456113664,2.421875,2925.510656,,4313.165824,0.18347297236064575,,0.0,5.3,0.22600000000011278,5999.0,3.453125,2.854912,,,,309.0,0.0,0.0,0.0,512,,,,307088.0,430339.0,,613.298176,,1.265625,75.10400235773861,241946.390528,1681154055.0,,0.15999999999985448,7398.56384,,,,0.0,0.0002578962594270706,28474.085376,66
,,,,,0.0749427992850542,,,0.0001,,,,,,,,426.9923235491117,,,,,,513,0.042997695971280336,0.0010920455679297447,2.280343323945999e-06,,,14304.0,,0.02927637891843915,,,,1681154055.0,0.0013165022246539593,,,0.0,446.0,12.659375190734863,,,,66
,,,,,0.0719921663403511,,,0.0001,,,,,,,,444.4928056299401,,,,,,514,0.04317443864420056,0.0010923161171376705,1.4100223779678345e-06,,,14336.0,,0.026075292844325304,,,,1681154055.0,0.0013666627928614616,,,0.0,447.0,12.704148292541504,,0.0002820459194481373,,66
,,,,,0.07213540049269795,,,0.0001,,,,,,,,443.61020776808834,,,,,,515,0.043231790885329247,0.001184558030217886,1.5399418771266937e-06,,,14368.0,,0.026080962736159563,,,,1681154055.0,0.0013217008672654629,,,0.0,448.0,12.67107105255127,,0.00031484803184866905,,66
,,,,,0.07278686575591564,,,0.0001,,,,,,,,439.6397573610215,,,,,,516,0.043985698372125626,0.001051244791597128,2.6901252567768097e-06,,,14400.0,,0.02607813198119402,,,,1681154055.0,0.0013738730922341347,,,0.0,449.0,12.667143821716309,,0.00029522739350795746,,66
,,,,,0.07296933140605688,,,0.0001,,,,,,,,438.5404029800911,,,,,,517,0.04265227681025863,0.0010080542415380478,2.3799948394298553e-06,,,14432.0,,0.027621699031442404,,,,1681154055.0,0.0013708830811083317,,,0.0,450.0,12.633333206176758,,0.0003140382468700409,,66
,,,,,0.0745064658112824,,,0.0001,,,,,,,,429.49292590327497,,,,,,518,0.042361170053482056,0.0012008189223706722,4.369765520095825e-06,,,14464.0,,0.0291074737906456,,,,1681154056.0,0.001502626109868288,,,0.0,451.0,12.689518928527832,,0.0003300071693956852,,66
,,,,,0.07301852107048035,,,0.0001,,,,,,,,438.24497580706054,,,,,,519,0.04276720993220806,0.0017263609915971756,3.139954060316086e-06,,,14496.0,,0.02685370994731784,,,,1681154056.0,0.001339942216873169,,,0.0,452.0,12.814257621765137,,0.00032815802842378616,,66
,,,,,0.07220400171354413,,,0.0001,,,,,,,,443.18873248818,,,,,,520,0.04281841218471527,0.0011902577243745327,2.439599484205246e-06,,,14528.0,,0.026593154296278954,,,,1681154056.0,0.001340651884675026,,,0.0,453.0,12.719470024108887,,0.0002590860240161419,,66
,,,,,0.0716377473436296,,,0.0001,,,,,,,,446.6918794431579,,,,,,521,0.04260455584153533,0.0011015459895133972,2.3399479687213898e-06,,,14560.0,,0.02628739597275853,,,,1681154056.0,0.001357012428343296,,,0.0,454.0,12.666250228881836,,0.00028489716351032257,,67
201669.0,4755.0,0.0,2.421875,2925.514752,,4314.914816,0.18765746382635035,,0.0,5.3,0.22600000000011278,6128.0,3.453125,2.854912,,,,309.0,0.0,0.0,0.0,522,,,,313061.0,438840.0,,613.298176,0.02639002911746502,1.265625,78.9738938140006,241944.858624,1681154056.0,0.0012973109260201454,0.15999999999985448,7398.58432,,,,0.0,0.0003192368894815445,28474.085376,67
,,,,,0.07432550191879272,,,0.0001,,,,,,,,430.5386330920828,,,,,,523,0.045249279122799635,0.0010673562064766884,2.289656549692154e-06,,,14592.0,,,,,,1681154056.0,,,,0.0,455.0,12.7619047164917,,,,67
,,,,,0.07178268162533641,,,0.0001,,,,,,,,445.7899771287631,,,,,,524,0.042987174820154905,0.001151717733591795,2.4498440325260162e-06,,,14624.0,,0.026042090728878975,,,,1681154056.0,0.0012919306755065918,,,0.0,456.0,12.66891860961914,,0.0003073178231716156,,67
,,,,,0.07274040440097451,,,0.0001,,,,,,,,439.9205677164381,,,,,,525,0.044068700168281794,0.0010058139450848103,1.6600824892520905e-06,,,14656.0,,0.026063592173159122,,,,1681154056.0,0.0013007610104978085,,,0.0,457.0,12.758005142211914,,0.00029987702146172523,,67
,,,,,0.07168868975713849,,,0.0001,,,,,,,,446.37445751076183,,,,,,526,0.0428111907094717,0.0011218469589948654,2.0400620996952057e-06,,,14688.0,,0.026135983876883984,,,,1681154056.0,0.0013169408775866032,,,0.0,458.0,12.559961318969727,,0.0003006872721016407,,67
,,,,,0.07222880329936743,,,0.0001,,,,,,,,443.036552431435,,,,,,527,0.04335250332951546,0.0011163069866597652,2.911314368247986e-06,,,14720.0,,0.026115463115274906,,,,1681154056.0,0.0013173609040677547,,,0.0,459.0,12.548176765441895,,0.00032425764948129654,,67
,,,,,0.0721664298325777,,,0.0001,,,,,,,,443.4194690556025,,,,,,528,0.04317972902208567,0.001044475007802248,1.7797574400901794e-06,,,14752.0,,0.026373349130153656,,,,1681154056.0,0.0013152509927749634,,,0.0,460.0,12.739813804626465,,0.00025184592232108116,,67
,,,,,0.07152820331975818,,,0.0001,,,,,,,,447.3759791917025,,,,,,529,0.042610015254467726,0.001060625072568655,2.020038664340973e-06,,,14784.0,,0.026302827056497335,,,,1681154057.0,0.0013031610287725925,,,0.0,461.0,12.552220344543457,,0.0002495548687875271,,67
,,,,,0.07145588332787156,,,0.0001,,,,,,,,447.8287652420401,,,,,,530,0.042713378090411425,0.001051425002515316,2.0600855350494385e-06,,,14816.0,,0.02609485201537609,,,,1681154057.0,0.0013082311488687992,,,0.0,462.0,12.642950057983398,,0.00028593698516488075,,67
,,,,,0.07201789738610387,,,0.0001,,,,,,,,444.33399420759156,,,,,,531,0.04285338195040822,0.0010463451035320759,3.6801211535930634e-06,,,14848.0,,0.026490571908652782,,,,1681154057.0,0.0013420521281659603,,,0.0,463.0,12.535956382751465,,0.0002818661741912365,,68
,,,,,0.07452977867797017,,,0.0001,,,,,,,,429.3585807931387,,,,,,532,0.045655198860913515,0.0010698558762669563,1.7900019884109497e-06,,,14880.0,,0.026199624873697758,,,,1681154057.0,0.0013194922357797623,,,0.0,464.0,12.658072471618652,,0.0002838168293237686,,68
205286.0,4786.0,0.0,2.421875,2925.522944,,4313.690112,0.1647034434813251,,0.0,5.3,0.22600000000011278,6243.0,3.453125,2.854912,,,,309.0,0.0,0.0,0.0,533,,,,318562.0,446841.0,,613.298176,0.02604111097753048,1.265625,69.64265285262233,241946.120192,1681154057.0,0.0013228217139840126,0.15999999999985448,7398.6048,,,,0.0,0.00025045638903975487,28474.085376,68
,,,,,0.07138656359165907,,,0.0001,,,,,,,,448.26362819541765,,,,,,534,0.04276299010962248,0.00100641418248415,2.770218998193741e-06,,,14912.0,,,,,,1681154057.0,,,,0.0,465.0,12.799309730529785,,,,68
,,,,,0.07158547826111317,,,0.0001,,,,,,,,447.01803741923334,,,,,,535,0.04274577973410487,0.0011867587454617023,2.0903535187244415e-06,,,14944.0,,0.026087131816893816,,,,1681154057.0,0.0013078916817903519,,,0.0,466.0,12.631808280944824,,0.0002558259293437004,,68
,,,,,0.07139458321034908,,,0.0001,,,,,,,,448.21327558869206,,,,,,536,0.042601976078003645,0.0010094339959323406,1.7601996660232544e-06,,,14976.0,,0.026175884064286947,,,,1681154057.0,0.001310091931372881,,,0.0,467.0,12.66812515258789,,0.00029543694108724594,,68
,,,,,0.07370658777654171,,,0.0001,,,,,,,,434.1538655542606,,,,,,537,0.04479690780863166,0.0010196338407695293,1.6298145055770874e-06,,,15008.0,,0.026287928223609924,,,,1681154057.0,0.0013015111908316612,,,0.0,468.0,12.778225898742676,,0.0002989768981933594,,68
,,,,,0.07333176769316196,,,0.0001,,,,,,,,436.37295276851665,,,,,,538,0.042470091953873634,0.0010440247133374214,2.169981598854065e-06,,,15040.0,,0.02819395298138261,,,,1681154057.0,0.0013225208967924118,,,0.0,469.0,12.732975959777832,,0.0002990071661770344,,68
,,,,,0.07176149263978004,,,0.0001,,,,,,,,445.9216053466148,,,,,,539,0.04260162590071559,0.0011069471947848797,2.4801120162010193e-06,,,15072.0,,0.026367018930613995,,,,1681154058.0,0.0013566827401518822,,,0.0,470.0,12.691145896911621,,0.00032673776149749756,,68
,,,,,0.0722361016087234,,,0.0001,,,,,,,,442.99179063305934,,,,,,540,0.04255368374288082,0.0012100688181817532,1.9799917936325073e-06,,,15104.0,,0.026882140897214413,,,,1681154058.0,0.0013395221903920174,,,0.0,471.0,12.763554573059082,,0.0002487059682607651,,68
,,,,,0.07189262518659234,,,0.0001,,,,,,,,445.1082418668982,,,,,,541,0.04270371841266751,0.0010970663279294968,2.2603198885917664e-06,,,15136.0,,0.026498971972614527,,,,1681154058.0,0.0013325223699212074,,,0.0,472.0,12.548768997192383,,0.00025808578357100487,,68
,,,,,0.07283704727888107,,,0.0001,,,,,,,,439.33686489894717,,,,,,542,0.04352393792942166,0.0013692323118448257,2.920161932706833e-06,,,15168.0,,0.026330057997256517,,,,1681154058.0,0.001356951892375946,,,0.0,473.0,12.777148246765137,,0.0002539469860494137,,69
209289.0,4811.0,0.0,2.421875,2925.52704,,4314.636288,0.18035528285115854,,0.0,5.3,0.22600000000011278,6347.0,3.453125,2.854912,,,,309.0,0.0,0.0,0.0,543,0.04262496717274189,,1.850072294473648e-06,324243.0,454568.0,,613.298176,0.027890294790267944,1.265625,77.66669879276196,241945.100288,1681154058.0,0.001358123030513525,0.15999999999985448,7398.629376,,,,0.0,0.0002782559022307396,28474.085376,69
,,,,,0.07323512714356184,,,0.0001,,,,,,,,436.9487873936619,,,,,,544,,0.0010816361755132675,,,,15200.0,,,,,,1681154058.0,,,,0.0,474.0,12.773995399475098,,,,69
,,,,,0.07219835137948394,,,0.0001,,,,,,,,443.22341699748563,,,,,,545,0.04292919393628836,0.0012717200443148613,3.2102689146995544e-06,,,15232.0,,0.026389278937131166,,,,1681154058.0,0.0013358020223677158,,,0.0,475.0,12.658390045166016,,0.0002691461704671383,,69
,,,,,0.07315269578248262,,,0.0001,,,,,,,,437.44115863003947,,,,,,546,0.043947309255599976,0.0010104142129421234,3.3499673008918762e-06,,,15264.0,,0.02660225424915552,,,,1681154058.0,0.001332961954176426,,,0.0,476.0,12.632068634033203,,0.00025640614330768585,,69
,,,,,0.0721918111667037,,,0.0001,,,,,,,,443.26357079622676,,,,,,547,0.04321849066764116,0.0013078912161290646,3.79001721739769e-06,,,15296.0,,0.02614295296370983,,,,1681154058.0,0.0012741200625896454,,,0.0,477.0,12.78125,,0.0002445662394165993,,69
,,,,,0.0721228220500052,,,0.0001,,,,,,,,443.68757475703484,,,,,,548,0.04297899501398206,0.0011227368377149105,2.0209699869155884e-06,,,15328.0,,0.026372049003839493,,,,1681154058.0,0.0013396120630204678,,,0.0,478.0,12.760384559631348,,0.0003074081614613533,,69
,,,,,0.07327595818787813,,,0.0001,,,,,,,,436.70530950892,,,,,,549,0.04374891333281994,0.0012755710631608963,3.5800039768218994e-06,,,15360.0,,0.026667135767638683,,,,1681154058.0,0.0013379319570958614,,,0.0,479.0,12.591989517211914,,0.00024282606318593025,,69
,,,,,0.07332476740702987,,,0.0001,,,,,,,,436.4146131192782,,,,,,550,0.043520957231521606,0.0013185511343181133,1.9101426005363464e-06,,,15392.0,,0.02682639006525278,,,,1681154059.0,0.0013431720435619354,,,0.0,480.0,12.658885955810547,,0.0003137867897748947,,69
,,,,,0.07244265684857965,,,0.0001,,,,,,,,441.7286912445345,,,,,,551,0.042854452040046453,0.001311860978603363,2.119690179824829e-06,,,15424.0,,0.02663546521216631,,,,1681154059.0,0.0013511818833649158,,,0.0,481.0,12.595189094543457,,0.0002875770442187786,,69
,,,,,0.07330020656809211,,,0.0001,,,,,,,,436.5608433896247,,,,,,552,0.04290757281705737,0.0012941309250891209,3.4598633646965027e-06,,,15456.0,,0.027394493110477924,,,,1681154059.0,0.0014109928160905838,,,0.0,482.0,12.631674766540527,,0.0002895570360124111,,69
,,,,,0.07324454514309764,,,0.0001,,,,,,,,436.8926032304754,,,,,,553,0.04316732892766595,0.0013485117815434933,2.789776772260666e-06,,,15488.0,,0.027097146026790142,,,,1681154059.0,0.0013721426948904991,,,0.0,483.0,12.722700119018555,,0.0002566259354352951,,70
213138.0,4812.0,0.06116535917103975,2.421875,2925.805568,,4314.476544,0.1753884815926648,,0.0,5.3,0.2290000000002692,6476.0,3.453125,2.854912,,,,312.0,0.0,0.0,0.0,554,,,,329867.0,462585.0,,613.298176,0.02687151078134775,1.265625,73.44886054609887,241945.481216,1681154059.0,0.0013802433386445045,0.16399999999998727,7398.649856,,,,0.0,0.0002562059089541435,28474.085376,70
,,,,,0.07392498385161161,,,0.0001,,,,,,,,432.8712477534397,,,,,,555,0.04402124974876642,0.001392453908920288,3.320164978504181e-06,,,15520.0,,,,,,1681154059.0,,,,0.0,484.0,12.630990028381348,,,,70
,,,,,0.07224358292296529,,,0.0001,,,,,,,,442.94591582095546,,,,,,556,0.04254126502200961,0.0013395622372627258,1.8398277461528778e-06,,,15552.0,,0.02668232610449195,,,,1681154059.0,0.0014062337577342987,,,0.0,485.0,12.8232421875,,0.00027235597372055054,,70
,,,,,0.07214490184560418,,,0.0001,,,,,,,,443.55178510717974,,,,,,557,0.04266522824764252,0.0011526579037308693,1.6908161342144012e-06,,,15584.0,,0.026684715878218412,,,,1681154059.0,0.0013711429201066494,,,0.0,486.0,12.614583015441895,,0.0002694660797715187,,70
,,,,,0.07255746936425567,,,0.0001,,,,,,,,441.02971451984394,,,,,,558,0.04269573790952563,0.0012931511737406254,1.5301629900932312e-06,,,15616.0,,0.02694910066202283,,,,1681154059.0,0.0013496321626007557,,,0.0,487.0,12.745231628417969,,0.0002683172933757305,,70
,,,,,0.07540074735879898,,,0.0001,,,,,,,,424.398976414996,,,,,,559,0.04573147092014551,0.0011296765878796577,2.0996667444705963e-06,,,15648.0,,0.02687405003234744,,,,1681154059.0,0.0013758931308984756,,,0.0,488.0,12.712002754211426,,0.0002875570207834244,,70
,,,,,0.07173914182931185,,,0.0001,,,,,,,,446.0605352115481,,,,,,560,0.04268780816346407,0.0013570217415690422,1.8910504877567291e-06,,,15680.0,,0.02611635299399495,,,,1681154060.0,0.0012879506684839725,,,0.0,489.0,12.581758499145508,,0.0002881172113120556,,70
,,,,,0.07166786910966039,,,0.0001,,,,,,,,446.50413633808733,,,,,,561,0.04259917512536049,0.0011191070079803467,1.850072294473648e-06,,,15712.0,,0.02635793900117278,,,,1681154060.0,0.001281611155718565,,,0.0,490.0,12.616717338562012,,0.00030818674713373184,,70
,,,,,0.07200746703892946,,,0.0001,,,,,,,,444.39835639128665,,,,,,562,0.04274804890155792,0.0012297090142965317,3.2996758818626404e-06,,,15744.0,,0.02639149036258459,,,,1681154060.0,0.0013641230762004852,,,0.0,491.0,12.783203125,,0.0002707960084080696,,70
,,,,,0.07296998146921396,,,0.0001,,,,,,,,438.5364961823486,,,,,,563,0.04357297904789448,0.0011319173499941826,2.400018274784088e-06,,,15776.0,,0.026633694767951965,,,,1681154060.0,0.0013266722671687603,,,0.0,492.0,12.67013931274414,,0.0003023180179297924,,71
217312.0,4819.0,0.0,2.40625,2925.809664,,4314.927104,0.19280828983142875,,0.0,5.3,0.2290000000002692,6596.0,3.296875,2.854912,,,,312.0,0.0,0.0,0.0,564,0.041648213285952806,,4.179775714874268e-06,335819.0,470511.0,,613.298176,0.033675963059067726,1.265625,81.5638633837781,241943.998464,1681154060.0,0.00191045505926013,0.16399999999998727,7398.93248,,,,0.0,0.00045120110735297203,28474.34752,71
,,,,,0.08007688820362091,,,0.0001,,,,,,,,399.6159281143623,,,,,,565,,0.002386875916272402,,,,15808.0,,,,,,1681154060.0,,,,0.0,493.0,12.749695777893066,,,,71
,,,,,0.0770595483481884,,,0.0001,,,,,,,,415.26326958743834,,,,,,566,0.04216337623074651,0.0014611650258302689,2.420041710138321e-06,,,15840.0,,0.03145600017160177,,,,1681154060.0,0.0016106977127492428,,,0.0,494.0,12.558647155761719,,0.00036588916555047035,,71
,,,,,0.07391686271876097,,,0.0001,,,,,,,,432.9188066565226,,,,,,567,0.04456218332052231,0.001417853869497776,1.7504207789897919e-06,,,15872.0,,0.026649785228073597,,,,1681154060.0,0.0010422151535749435,,,0.0,495.0,12.921875,,0.00024307472631335258,,71
,,,,,0.07140004122629762,,,0.0001,,,,,,,,448.179012930513,,,,,,568,0.04280618065968156,0.0011948877945542336,2.939719706773758e-06,,,15904.0,,0.025980349630117416,,,,1681154060.0,0.001084586139768362,,,0.0,496.0,12.667338371276855,,0.0003310972824692726,,71
,,,,,0.07310319365933537,,,0.0001,,,,,,,,437.737373679208,,,,,,569,0.044477670919150114,0.00125185027718544,1.819804310798645e-06,,,15936.0,,0.0261034918949008,,,,1681154060.0,0.0010264948941767216,,,0.0,497.0,12.694496154785156,,0.0002418658696115017,,71
,,,,,0.07391247246414423,,,0.0001,,,,,,,,432.94452117703895,,,,,,570,0.045184437185525894,0.0012747207656502724,2.370215952396393e-06,,,15968.0,,0.026168424170464277,,,,1681154060.0,0.0010446151718497276,,,0.0,498.0,12.68359375,,0.00023790495470166206,,71
,,,,,0.07302558096125722,,,0.0001,,,,,,,,438.2026076174209,,,,,,571,0.04353438690304756,0.0014470149762928486,2.689659595489502e-06,,,16000.0,,0.026593604125082493,,,,1681154061.0,0.0011959993280470371,,,0.0,499.0,12.638020515441895,,0.0002518859691917896,,71
,,,,,0.07216618210077286,,,0.0001,,,,,,,,443.4209912243272,,,,,,572,0.04312289785593748,0.0012778514064848423,1.7099082469940186e-06,,,16032.0,,0.026338499039411545,,,,1681154061.0,0.0011913087218999863,,,0.0,500.0,12.681472778320312,,0.00023391516879200935,,71
,,,,,0.07177405152469873,,,0.0001,,,,,,,,445.84357884531886,,,,,,573,0.04284869134426117,0.0010888460092246532,1.7299316823482513e-06,,,16064.0,,0.026271876879036427,,,,1681154061.0,0.0012493901886045933,,,0.0,501.0,12.525227546691895,,0.00031351717188954353,,72
,,,,,0.07216211827471852,,,0.0001,,,,,,,,443.44596257799947,,,,,,574,0.0429613939486444,0.0011144368909299374,1.9297003746032715e-06,,,16096.0,,0.026477591134607792,,,,1681154061.0,0.0013246308080852032,,,0.0,502.0,13.041940689086914,,0.0002821357920765877,,72
220933.0,4824.0,0.0,2.40625,2925.817856,,4314.656768,0.15488227982200206,,0.0,5.3,0.2290000000002692,6712.0,3.296875,2.854912,,,,312.0,0.0,0.0,0.0,575,,,,341145.0,477534.0,,613.298176,0.026731506921350956,1.265625,62.04167773990389,241945.300992,1681154061.0,0.0013398919254541397,0.16399999999998727,7398.95296,,,,0.0,0.00030943797901272774,28474.34752,72
,,,,,0.07217079075053334,,,0.0001,,,,,,,,443.39267544693655,,,,,,576,0.042702108155936,0.0010855658911168575,2.2798776626586914e-06,,,16128.0,,,,,,1681154061.0,,,,0.0,503.0,12.579571723937988,,,,72
,,,,,0.07212901161983609,,,0.0001,,,,,,,,443.6495008230465,,,,,,577,0.042750739958137274,0.0010282252915203571,1.3201497495174408e-06,,,16160.0,,0.026668665930628777,,,,1681154061.0,0.0013421820476651192,,,0.0,504.0,12.758692741394043,,0.0003378782421350479,,72
,,,,,0.07200326537713408,,,0.0001,,,,,,,,444.42428870958076,,,,,,578,0.04263730673119426,0.0011932682245969772,2.149958163499832e-06,,,16192.0,,0.02652200171723962,,,,1681154061.0,0.0013228319585323334,,,0.0,505.0,12.688344955444336,,0.0003257067874073982,,72
,,,,,0.07234573503956199,,,0.0001,,,,,,,,442.32047656300574,,,,,,579,0.04294301429763436,0.0012534800916910172,3.2400712370872498e-06,,,16224.0,,0.02645985083654523,,,,1681154061.0,0.001366982702165842,,,0.0,506.0,12.623305320739746,,0.00031916704028844833,,72
,,,,,0.0728848772123456,,,0.0001,,,,,,,,439.04855470593674,,,,,,580,0.04328078217804432,0.001413893885910511,2.1602027118206024e-06,,,16256.0,,0.026519462000578642,,,,1681154061.0,0.0013584420084953308,,,0.0,507.0,12.654977798461914,,0.00031013693660497665,,72
,,,,,0.07216005073860288,,,0.0001,,,,,,,,443.45866823069207,,,,,,581,0.042945565190166235,0.0011276560835540295,2.370215952396393e-06,,,16288.0,,0.026440600398927927,,,,1681154062.0,0.0013249218463897705,,,0.0,508.0,12.74846076965332,,0.0003189370036125183,,72
,,,,,0.07194902701303363,,,0.0001,,,,,,,,444.75931542761754,,,,,,582,0.042810890823602676,0.0011173868551850319,1.7499551177024841e-06,,,16320.0,,0.026405510026961565,,,,1681154062.0,0.001300751231610775,,,0.0,509.0,12.684860229492188,,0.0003127381205558777,,72
