_step,_runtime,cpu/logical_core_count,memory/total_memory_sys_MB,_timestamp,cpu/load/avg_sys_load_fifteen_min_percent,disk/time/disk_read_time_sys_s,disk/time/disk_busy_time_sys_s,memory/used_memory_sys_MB,bandwidth/disk_write_sys_bandwidth_MBs,cpu/interrupts/ctx_switches_count,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/shared_memory_proc_MB,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,disk/counter/disk_read_sys_count,process/memory/dirty_pages_proc_count,bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_one_min_percent,cpu/interrupts/soft_interrupts_count,bandwidth/net_recv_sys_bandwidth_Mbits,memory/available_memory_sys_MB,process/memory/text_resident_set_proc_MB,process/voluntary_proc_ctx_switches,disk/time/disk_write_time_sys_s,process/memory/lib_memory_proc_MB,process/memory/data_resident_set_proc_MB,cpu/interrupts/interrupts_count,memory/used_memory_sys_percent,cpu/load/avg_sys_load_five_min_percent,process/memory/virtual_memory_size_proc_MB,process/involuntary_proc_ctx_switches,03_hivemind/num_peers,02_timing/loss_calc_time_s,02_timing/forward_time_s,02_timing/opt_step_time_s,01_general/locally_processed_samples,01_general/minibatch_loss,02_timing/backward_time_s,02_timing/step_time_s,03_hivemind/global_epoch,01_general/lr,02_timing/dataload_time_s,02_timing/dataload_cuda_move_time_s,01_general/dataset_iteration_count,01_general/step
0,1,30.0,211076.599808,1682817350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,,1682817350,2.666666666666667,0.0,0.0,1205.174272,0.0,21.0,0.691809833455488,177.639424,0.0,394.059776,0.0,0.0,0.0,0.46666666666666673,4.0,1.0559202692642053,208129.363968,2.719744,139.0,0.0,2481.31584,0.0,16.0,1.4,2.166666666666667,9963.687936,49.0,,,,,,,,,,,,,,
2,2,,,1682817351,2.666666666666667,0.0,0.012000000000000455,1380.999168,0.012258860279787976,4087.0,0.7168879335618451,182.304768,3.0,421.818368,0.0,0.0,0.0,0.46666666666666673,2261.0,0.7821089011239664,207953.539072,2.719744,169.0,0.0009999999999763531,2522.169344,0.0,4576.0,1.5,2.166666666666667,10139.271168,50.0,,,,,,,,,,,,,,
3,3,,,1682817352,2.666666666666667,0.0,0.015999999999991132,1879.937024,0.004086130289006764,4774.0,0.041571587213359316,185.122816,4.0,929.378304,0.0,0.0,0.0,0.46666666666666673,2556.0,0.0556096793568131,207454.601216,2.719744,170.0,0.0009999999999763531,3027.795968,0.0,5329.0,1.7,2.166666666666667,10644.885504,58.0,,,,,,,,,,,,,,
4,4,,,1682817353,2.7,0.0,0.02400000000000091,2114.33472,0.4290863391638864,5593.0,0.062455368374914826,303.4112,77.0,1204.371456,0.0,0.0,0.0,0.7000000000000001,2960.0,0.06444276602276316,207209.71776,2.719744,180.0,0.030000000000001137,3435.692032,0.0,7231.0,1.8,2.2,11960.762368,64.0,,,,,,,,,,,,,,
5,5,,,1682817354,2.7,0.0,0.03200000000001069,2733.355008,0.004086576415075295,6104.0,0.012770551303462113,462.76608,78.0,1966.473216,0.0,0.0,0.0,0.7000000000000001,3240.0,0.008580214160189515,206590.693376,2.719744,182.0,0.03099999999997749,4038.283264,0.0,7806.0,2.1,2.2,13435.768832,71.0,,,,,,,,,,,,,,
6,6,,,1682817355,2.7,0.0,0.04400000000001114,4414.021632,0.1849529383323765,13364.0,0.42486758136749836,1460.38784,81.0,4352.978944,0.0,0.0,0.0,0.7000000000000001,6448.0,0.3851700279449333,203916.849152,2.719744,631.0,0.03299999999998704,5481.299968,0.0,459413.0,3.4,2.2,19697.979392,91.0,,,,,,,,,,,,,,
7,7,,,1682817356,2.7,0.0,0.0519999999999925,4653.735936,0.004083273070528302,29260.0,1.9104055599134921,1460.6336,82.0,4199.079936,0.0,0.0,0.0,0.7000000000000001,20937.0,91.82592073843185,203669.213184,2.719744,688.0,0.033999999999991815,5395.337216,0.0,481911.0,3.5,2.2,20149.997568,111.0,,,,,,,,,,,,,,
8,8,,,1682817357,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7.208000170066953e-06,0.8247054349999416,0.002091564000238577,32.0,11.067397117614746,0.013789234999876498,1.8613211739998405,0.0,0.0001,1.0203027129996372,0.00042501899997660075,0.0,0.0
9,8,,,1682817357,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.00021507199971892987,0.01027833499983899,0.001759412999945198,64.0,11.1876220703125,0.012959489999957441,0.02620217799949387,0.0,0.0001,0.000341686999945523,0.0006481810000877886,0.0,1.0
