_step,_runtime,cpu/logical_core_count,memory/total_memory_sys_MB,_timestamp,cpu/load/avg_sys_load_fifteen_min_percent,disk/time/disk_read_time_sys_s,disk/time/disk_busy_time_sys_s,memory/used_memory_sys_MB,bandwidth/disk_write_sys_bandwidth_MBs,cpu/interrupts/ctx_switches_count,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/shared_memory_proc_MB,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,disk/counter/disk_read_sys_count,process/memory/dirty_pages_proc_count,bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_one_min_percent,cpu/interrupts/soft_interrupts_count,bandwidth/net_recv_sys_bandwidth_Mbits,memory/available_memory_sys_MB,process/memory/text_resident_set_proc_MB,process/voluntary_proc_ctx_switches,disk/time/disk_write_time_sys_s,process/memory/lib_memory_proc_MB,process/memory/data_resident_set_proc_MB,cpu/interrupts/interrupts_count,memory/used_memory_sys_percent,cpu/load/avg_sys_load_five_min_percent,process/memory/virtual_memory_size_proc_MB,process/involuntary_proc_ctx_switches,03_hivemind/num_peers,02_timing/loss_calc_time_s,02_timing/forward_time_s,02_timing/opt_step_time_s,01_general/locally_processed_samples,01_general/minibatch_loss,02_timing/backward_time_s,02_timing/step_time_s,03_hivemind/global_epoch,01_general/lr,02_timing/dataload_time_s,02_timing/dataload_cuda_move_time_s,01_general/dataset_iteration_count,01_general/step
0,1,30.0,211076.595712,1683049046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,,1683049046,3.166666666666666,0.0,0.0,1218.072576,0.0,27.0,2.146345990145439,177.5616,0.0,394.047488,0.0,0.0,0.0,1.1666666666666665,21.0,0.24472977728291936,208117.092352,2.711552,142.0,0.0,2481.442816,0.0,32.0,1.4,3.033333333333333,9975.291904,141.0,,,,,,,,,,,,,,
2,2,,,1683049047,3.166666666666666,0.0,0.008000000000009777,1362.796544,0.012254569711044203,4267.0,0.786821562258775,180.801536,3.0,402.132992,0.0,0.0,0.0,1.1666666666666665,2487.0,1.6042955053150796,207972.376576,2.711552,168.0,0.0009999999999763531,2503.274496,0.0,4269.0,1.5,3.033333333333333,10131.853312,147.0,,,,,,,,,,,,,,
3,3,,,1683049048,3.166666666666666,0.0,0.012000000000000455,1589.190656,0.0040865015667363325,7030.0,0.5308780574631919,184.979456,4.0,627.617792,0.0,0.0,0.0,1.1666666666666665,4282.0,0.5173495023823588,207745.970176,2.711552,175.0,0.0009999999999763531,2734.465024,0.0,6767.0,1.6,3.033333333333333,10363.031552,149.0,,,,,,,,,,,,,,
4,4,,,1683049049,3.166666666666666,0.0,0.015999999999991132,1910.173696,0.004086759180448718,9504.0,0.5458617183269254,184.979456,5.0,946.7904,0.0,0.0,0.0,1.1666666666666665,5622.0,0.4970281389712163,207424.987136,2.711552,175.0,0.0009999999999763531,3184.668672,0.0,8899.0,1.7,3.033333333333333,10813.231104,157.0,,,,,,,,,,,,,,
5,5,,,1683049050,3.166666666666666,0.0,0.020000000000010232,2671.98464,0.004086653210376605,12552.0,0.4874690853656794,386.494464,6.0,1829.269504,0.0,0.0,0.0,1.1666666666666665,7062.0,0.43662537254123973,206652.694528,2.711552,213.0,0.001999999999981128,3977.40032,0.0,13413.0,2.1,3.033333333333333,12549.931008,165.0,,,,,,,,,,,,,,
6,6,,,1683049051,3.7000000000000006,0.0,0.027999999999991587,4163.72736,0.16732391968629307,17866.0,0.7404115329566975,963.735552,9.0,3802.7264,0.0,0.0,0.0,9.1,9429.0,0.6629110341767522,204664.418304,2.711552,439.0,0.003999999999990678,5423.08352,0.0,21111.0,3.0,4.666666666666666,19087.413248,175.0,,,,,,,,,,,,,,
7,7,,,1683049052,3.7000000000000006,0.0,0.036000000000001364,4637.810688,0.5263204063590253,27590.0,1.1083902307608773,1461.182464,93.0,4187.787264,0.0,0.0,0.0,9.1,15760.0,14.480098523315716,203688.165376,2.711552,671.0,0.0549999999999784,5383.39328,0.0,270433.0,3.5,4.666666666666666,20149.932032,185.0,,,,,,,,,,,,,,
8,8,,,1683049053,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.057000064174645e-06,0.8203671329993085,0.0020100809997529723,32.0,11.067397117614746,0.014135607999378408,1.7034777829985615,0.0,0.0001,0.8665696510006455,0.00038925299941183766,0.0,0.0
9,8,,,1683049053,3.7000000000000006,0.0,0.04400000000001114,5654.532096,0.008172159498365136,47503.0,2.7113852544196755,1650.21696,95.0,4429.631488,0.0,0.0,0.0,9.1,37405.0,411.8121716596033,202661.94944,2.711552,734.0,0.055999999999983174,5444.927488,0.0,291081.0,4.0,4.666666666666666,21689.708544,212.0,,0.00016312600018864032,0.010289871000168205,,,,,,,,,0.00029802999961248133,,
