_step,_runtime,cpu/logical_core_count,memory/total_memory_sys_MB,_timestamp,cpu/load/avg_sys_load_fifteen_min_percent,disk/time/disk_read_time_sys_s,disk/time/disk_busy_time_sys_s,memory/used_memory_sys_MB,bandwidth/disk_write_sys_bandwidth_MBs,cpu/interrupts/ctx_switches_count,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/shared_memory_proc_MB,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,disk/counter/disk_read_sys_count,process/memory/dirty_pages_proc_count,bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_one_min_percent,cpu/interrupts/soft_interrupts_count,bandwidth/net_recv_sys_bandwidth_Mbits,memory/available_memory_sys_MB,process/memory/text_resident_set_proc_MB,process/voluntary_proc_ctx_switches,disk/time/disk_write_time_sys_s,process/memory/lib_memory_proc_MB,process/memory/data_resident_set_proc_MB,cpu/interrupts/interrupts_count,memory/used_memory_sys_percent,cpu/load/avg_sys_load_five_min_percent,process/memory/virtual_memory_size_proc_MB,process/involuntary_proc_ctx_switches,03_hivemind/num_peers,02_timing/loss_calc_time_s,02_timing/forward_time_s,02_timing/opt_step_time_s,01_general/locally_processed_samples,01_general/minibatch_loss,02_timing/backward_time_s,02_timing/step_time_s,03_hivemind/global_epoch,01_general/lr,02_timing/dataload_time_s,02_timing/dataload_cuda_move_time_s,01_general/dataset_iteration_count,01_general/step
0,1,30.0,211076.599808,1682817350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,,1682817350,2.6,0.0,0.0,1218.94912,0.0,5.0,0.21051259784190826,177.815552,0.0,394.231808,0.0,0.0,0.0,0.5,15.0,0.2360292615999287,208115.060736,2.719744,133.0,0.0,2481.31584,0.0,18.0,1.4,2.2666666666666666,9963.687936,44.0,,,,,,,,,,,,,,
2,2,,,1682817351,2.6,0.0,0.012000000000000455,1374.261248,0.17570293360737163,3879.0,0.6790212890705597,182.214656,6.0,421.711872,0.0,0.0,0.0,0.5,2067.0,0.7525314508562436,207959.748608,2.719744,162.0,0.0020000000000095497,2522.165248,0.0,3894.0,1.5,2.2666666666666666,10139.267072,44.0,,,,,,,,,,,,,,
3,3,,,1682817352,2.6,0.0,0.020000000000010232,1873.035264,0.469932254784989,4425.0,0.04134254551319668,184.836096,82.0,929.0752,0.0,0.0,0.0,0.7333333333333333,2403.0,0.051430765102162344,207460.970496,2.719744,163.0,0.02600000000001046,3027.791872,0.0,4601.0,1.7,2.2666666666666666,10644.881408,46.0,,,,,,,,,,,,,,
4,4,,,1682817353,2.6,0.0,0.027999999999991587,2029.826048,0.004086214835485212,5224.0,0.06217910118570443,285.708288,83.0,1110.061056,0.0,0.0,0.0,0.7333333333333333,2803.0,0.0652597241180254,207293.76768,2.719744,173.0,0.02600000000001046,3358.810112,0.0,6931.0,1.8,2.2666666666666666,11682.553856,47.0,,,,,,,,,,,,,,
5,5,,,1682817354,2.6,0.0,0.03200000000001069,2718.998528,0.004086765013423664,5830.0,0.031113691417356534,461.98784,84.0,1963.532288,0.0,0.0,0.0,0.7333333333333333,3139.0,0.021750848913772765,206604.521472,2.719744,177.0,0.02600000000001046,4037.132288,0.0,7646.0,2.1,2.2666666666666666,13434.617856,49.0,,,,,,,,,,,,,,
6,6,,,1682817355,2.6,0.0,0.036000000000001364,4542.7712,0.004085136308849733,13339.0,0.5444162225980583,1461.293056,85.0,4146.618368,0.0,0.0,0.0,0.7333333333333333,6759.0,0.5227538298170533,203781.79584,2.719744,632.0,0.026999999999986812,5342.02368,0.0,266234.0,3.5,2.2666666666666666,20094.656512,51.0,,,,,,,,,,,,,,
7,7,,,1682817356,2.6,0.0,0.04400000000001114,4661.243904,0.14707627335898685,28894.0,2.2440382639344807,1461.440512,88.0,4147.05664,0.0,0.0,0.0,0.7333333333333333,27151.0,257.1565283279401,203658.412032,2.719744,680.0,0.027999999999963165,5342.285824,0.0,286341.0,3.5,2.2666666666666666,20099.784704,51.0,,,,,,,,,,,,,,
8,8,,,1682817357,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.340000022144523e-06,0.8197866119999162,0.0020388220000313595,32.0,11.067397117614746,0.013646530999722017,2.1424708310000824,0.0,0.0001,1.3065781290001723,0.00041239700021833414,0.0,0.0
9,8,,,1682817357,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.00018872300006478326,0.010091615999954229,0.0017329470001641312,64.0,11.1876220703125,0.012432104999788862,0.025124849999883736,0.0,0.0001,0.00028211300013936125,0.0003973459997723694,0.0,1.0
