04_peers/peer_2_samples_per_second,03_hivemind/global_samples_accumulated,04_peers/peer_3_epoch,03_hivemind/global_epoch,04_peers/peer_1_epoch_oos,04_peers/peer_2_epoch_oos,04_peers/peer_3_epoch_oos,03_hivemind/epoch_based_sps,_step,03_hivemind/epoch_s,03_hivemind/num_peers,04_peers/peer_1_epoch,04_peers/peer_2_epoch,03_hivemind/estimated_current_samples,03_hivemind/undershot_TBS,04_peers/peer_2_samples_accumulated,_runtime,04_peers/peer_3_samples_per_second,04_peers/peer_1_samples_accumulated,03_hivemind/optimistic_total_samples_per_second,_timestamp,04_peers/peer_4_epoch,03_hivemind/num_clients,03_hivemind/reached_TBS,03_hivemind/overshot_TBS,03_hivemind/eta_next_epoch_s,03_hivemind/total_training_samples,04_peers/peer_3_samples_accumulated,04_peers/peer_4_epoch_oos,03_hivemind/next_fetch_time_s,04_peers/peer_1_samples_per_second,04_peers/peer_4_samples_accumulated,03_hivemind/per_epoch_training_samples,03_hivemind/actual_total_samples_per_second,04_peers/peer_4_samples_per_second
36.21,15648,0.0,0,0.0,0.0,0.0,,96,,4,0.0,0.0,15701,,3776.0,152,36.48,4064.0,145.47696127533794,1680786812.0,0.0,0,,,117.31,,3808.0,0.0,10.0,36.23,3808.0,,145.47696127533794,36.62
36.2,15776,0.0,0,0.0,0.0,0.0,,97,,4,0.0,0.0,15871,,3840.0,153,36.46,4096.0,145.47771276436703,1680786813.0,0.0,0,,,116.15,,3840.0,0.0,10.0,36.22,3872.0,,145.47771276436703,36.6
36.2,15968,0.0,0,0.0,0.0,0.0,,98,,4,0.0,0.0,16040,,3872.0,154,36.47,4128.0,145.4339039036982,1680786814.0,0.0,0,,,115.02,,3872.0,0.0,10.0,36.22,3904.0,,145.4339039036982,36.58
36.2,16160,0.0,0,0.0,0.0,0.0,,99,,4,0.0,0.0,16210,,3904.0,155,36.43,4192.0,145.42486751183614,1680786815.0,0.0,0,,,113.86,,3936.0,0.0,10.0,36.22,3936.0,,145.42486751183614,36.59
36.19,16288,0.0,0,0.0,0.0,0.0,,100,,4,0.0,0.0,16379,,3968.0,156,36.44,4224.0,145.42180310361542,1680786816.0,0.0,0,,,112.7,,3968.0,0.0,10.0,36.22,4000.0,,145.42180310361542,36.58
36.19,16480,0.0,0,0.0,0.0,0.0,,101,,4,0.0,0.0,16547,,4000.0,158,36.44,4256.0,145.36365649663801,1680786818.0,0.0,0,,,111.59,,4000.0,0.0,10.0,36.22,4032.0,,145.36365649663801,36.58
36.17,16672,0.0,0,0.0,0.0,0.0,,102,,4,0.0,0.0,16715,,4032.0,159,36.42,4320.0,145.3747404847936,1680786819.0,0.0,0,,,110.42,,4064.0,0.0,10.0,36.2,4064.0,,145.3747404847936,36.56
36.18,16800,0.0,0,0.0,0.0,0.0,,103,,4,0.0,0.0,16885,,4096.0,160,36.43,4352.0,145.36738614813433,1680786820.0,0.0,0,,,109.26,,4096.0,0.0,10.0,36.19,4128.0,,145.36738614813433,36.58
36.18,16960,0.0,0,0.0,0.0,0.0,,104,,4,0.0,0.0,17055,,4128.0,161,36.42,4384.0,145.36951820544758,1680786821.0,0.0,0,,,108.09,,4128.0,0.0,10.0,36.18,4160.0,,145.36951820544758,36.58
36.18,17152,0.0,0,0.0,0.0,0.0,,105,,4,0.0,0.0,17224,,4160.0,162,36.43,4416.0,145.33882241186996,1680786822.0,0.0,0,,,106.95,,4192.0,0.0,10.0,36.17,4192.0,,145.33882241186996,36.59
36.19,17312,0.0,0,0.0,0.0,0.0,,106,,4,0.0,0.0,17393,,4192.0,163,36.44,4480.0,145.3113657580802,1680786823.0,0.0,0,,,105.81,,4224.0,0.0,10.0,36.14,4256.0,,145.3113657580802,36.58
36.18,17472,0.0,0,0.0,0.0,0.0,,107,,4,0.0,0.0,17563,,4256.0,165,36.42,4512.0,145.35642087606055,1680786825.0,0.0,0,,,104.61,,4256.0,0.0,10.0,36.13,4288.0,,145.35642087606055,36.58
36.2,17664,0.0,0,0.0,0.0,0.0,,108,,4,0.0,0.0,17732,,4288.0,166,36.44,4544.0,145.3498750428512,1680786826.0,0.0,0,,,103.45,,4320.0,0.0,10.0,36.14,4320.0,,145.3498750428512,36.59
36.2,17824,0.0,0,0.0,0.0,0.0,,109,,4,0.0,0.0,17902,,4320.0,167,36.44,4608.0,145.35920883080826,1680786827.0,0.0,0,,,102.27,,4352.0,0.0,10.0,36.12,4384.0,,145.35920883080826,36.59
36.2,17984,0.0,0,0.0,0.0,0.0,,110,,4,0.0,0.0,18071,,4384.0,168,36.44,4640.0,145.3751375174894,1680786828.0,0.0,0,,,101.1,,4384.0,0.0,10.0,36.13,4416.0,,145.3751375174894,36.6
36.21,18176,0.0,0,0.0,0.0,0.0,,111,,4,0.0,0.0,18241,,4416.0,169,36.44,4672.0,145.35205857091793,1680786829.0,0.0,0,,,99.94,,4448.0,0.0,10.0,36.11,4448.0,,145.35205857091793,36.61
36.2,18336,0.0,0,0.0,0.0,0.0,,112,,4,0.0,0.0,18410,,4448.0,170,36.45,4736.0,145.33564774964697,1680786830.0,0.0,0,,,98.79,,4480.0,0.0,10.0,36.11,4512.0,,145.33564774964697,36.59
36.2,18496,0.0,0,0.0,0.0,0.0,,113,,4,0.0,0.0,18579,,4512.0,172,36.43,4768.0,145.31418377748574,1680786832.0,0.0,0,,,97.64,,4512.0,0.0,10.0,36.11,4544.0,,145.31418377748574,36.6
36.18,18688,0.0,0,0.0,0.0,0.0,,114,,4,0.0,0.0,18749,,4544.0,173,36.44,4800.0,145.3116566244355,1680786833.0,0.0,0,,,96.48,,4576.0,0.0,10.0,36.09,4576.0,,145.3116566244355,36.6
36.18,18848,0.0,0,0.0,0.0,0.0,,115,,4,0.0,0.0,18920,,4576.0,174,36.44,4864.0,145.34196338213724,1680786834.0,0.0,0,,,95.28,,4608.0,0.0,10.0,36.09,4640.0,,145.34196338213724,36.6
36.18,19008,0.0,0,0.0,0.0,0.0,,116,,4,0.0,0.0,19088,,4640.0,175,36.46,4896.0,145.2861804776793,1680786835.0,0.0,0,,,94.16,,4640.0,0.0,10.0,36.1,4672.0,,145.2861804776793,36.6
36.18,19200,0.0,0,0.0,0.0,0.0,,117,,4,0.0,0.0,19257,,4672.0,176,36.44,4928.0,145.33303563590852,1680786836.0,0.0,0,,,92.97,,4704.0,0.0,10.0,36.08,4704.0,,145.33303563590852,36.59
36.2,19360,0.0,0,0.0,0.0,0.0,,118,,4,0.0,0.0,19426,,4704.0,177,36.43,4992.0,145.37745861567964,1680786837.0,0.0,0,,,91.77,,4736.0,0.0,10.0,36.09,4768.0,,145.37745861567964,36.61
36.22,19520,0.0,0,0.0,0.0,0.0,,119,,4,0.0,0.0,19595,,4768.0,179,36.43,5024.0,145.3719952462323,1680786839.0,0.0,0,,,90.62,,4768.0,0.0,10.0,36.1,4800.0,,145.3719952462323,36.62
36.21,19680,0.0,0,0.0,0.0,0.0,,120,,4,0.0,0.0,19764,,4800.0,180,36.44,5056.0,145.4043924307224,1680786840.0,0.0,0,,,89.43,,4832.0,0.0,10.0,36.08,4832.0,,145.4043924307224,36.64
36.21,19872,0.0,0,0.0,0.0,0.0,,121,,4,0.0,0.0,19933,,4832.0,181,36.45,5088.0,145.43508144248386,1680786841.0,0.0,0,,,88.25,,4864.0,0.0,10.0,36.09,4896.0,,145.43508144248386,36.65
36.22,20000,0.0,0,0.0,0.0,0.0,,122,,4,0.0,0.0,20103,,4896.0,182,36.46,5152.0,145.45633586123913,1680786842.0,0.0,0,,,87.07,,4896.0,0.0,10.0,36.09,4928.0,,145.45633586123913,36.67
36.22,20192,0.0,0,0.0,0.0,0.0,,123,,4,0.0,0.0,20272,,4928.0,183,36.47,5184.0,145.45983782486564,1680786843.0,0.0,0,,,85.91,,4928.0,0.0,10.0,36.08,4960.0,,145.45983782486564,36.68
36.22,20384,0.0,0,0.0,0.0,0.0,,124,,4,0.0,0.0,20440,,4960.0,184,36.46,5216.0,145.4874822103487,1680786844.0,0.0,0,,,84.73,,4992.0,0.0,10.0,36.08,5024.0,,145.4874822103487,36.7
36.21,20512,0.0,0,0.0,0.0,0.0,,125,,4,0.0,0.0,20610,,5024.0,186,36.47,5280.0,145.49010891030966,1680786846.0,0.0,0,,,83.57,,5024.0,0.0,10.0,36.1,5056.0,,145.49010891030966,36.71
36.22,20704,0.0,0,0.0,0.0,0.0,,126,,4,0.0,0.0,20780,,5056.0,187,36.48,5312.0,145.5149712654435,1680786847.0,0.0,0,,,82.39,,5056.0,0.0,10.0,36.08,5088.0,,145.5149712654435,36.7
36.23,20864,0.0,0,0.0,0.0,0.0,,127,,4,0.0,0.0,20950,,5088.0,188,36.49,5344.0,145.5261631979494,1680786848.0,0.0,0,,,81.21,,5120.0,0.0,10.0,36.09,5152.0,,145.5261631979494,36.71
36.23,21024,0.0,0,0.0,0.0,0.0,,128,,4,0.0,0.0,21118,,5120.0,189,36.46,5408.0,145.52965108522932,1680786849.0,0.0,0,,,80.05,,5152.0,0.0,10.0,36.11,5184.0,,145.52965108522932,36.72
36.24,21216,0.0,0,0.0,0.0,0.0,,129,,4,0.0,0.0,21287,,5184.0,190,36.48,5440.0,145.5655360247069,1680786850.0,0.0,0,,,78.87,,5184.0,0.0,10.0,36.09,5216.0,,145.5655360247069,36.71
36.25,21376,0.0,0,0.0,0.0,0.0,,130,,4,0.0,0.0,21457,,5216.0,191,36.5,5472.0,145.55948650614246,1680786851.0,0.0,0,,,77.71,,5248.0,0.0,10.0,36.09,5280.0,,145.55948650614246,36.72
36.25,21536,0.0,0,0.0,0.0,0.0,,131,,4,0.0,0.0,21627,,5248.0,193,36.49,5536.0,145.5844861881663,1680786853.0,0.0,0,,,76.53,,5280.0,0.0,10.0,36.1,5312.0,,145.5844861881663,36.72
36.25,21728,0.0,0,0.0,0.0,0.0,,132,,4,0.0,0.0,21796,,5312.0,194,36.5,5568.0,145.58826730011614,1680786854.0,0.0,0,,,75.36,,5312.0,0.0,10.0,36.11,5344.0,,145.58826730011614,36.72
36.26,21888,0.0,0,0.0,0.0,0.0,,133,,4,0.0,0.0,21966,,5344.0,195,36.48,5600.0,145.59814728550447,1680786855.0,0.0,0,,,74.19,,5376.0,0.0,10.0,36.13,5408.0,,145.59814728550447,36.73
36.27,22048,0.0,0,0.0,0.0,0.0,,134,,4,0.0,0.0,22134,,5376.0,196,36.47,5664.0,145.62133802469918,1680786856.0,0.0,0,,,73.02,,5408.0,0.0,10.0,36.13,5440.0,,145.62133802469918,36.73
36.26,22240,0.0,0,0.0,0.0,0.0,,135,,4,0.0,0.0,22304,,5440.0,197,36.49,5696.0,145.6491739326505,1680786857.0,0.0,0,,,71.84,,5440.0,0.0,10.0,36.14,5472.0,,145.6491739326505,36.73
36.27,22368,0.0,0,0.0,0.0,0.0,,136,,4,0.0,0.0,22474,,5472.0,198,36.51,5728.0,145.6633654261922,1680786858.0,0.0,0,,,70.67,,5504.0,0.0,10.0,36.15,5536.0,,145.6633654261922,36.72
36.29,22560,0.0,0,0.0,0.0,0.0,,137,,4,0.0,0.0,22644,,5504.0,199,36.5,5760.0,145.67047940547258,1680786859.0,0.0,0,,,69.5,,5536.0,0.0,10.0,36.14,5568.0,,145.67047940547258,36.73
36.28,22752,0.0,0,0.0,0.0,0.0,,138,,4,0.0,0.0,22814,,5568.0,201,36.49,5824.0,145.67198410082463,1680786861.0,0.0,0,,,68.33,,5568.0,0.0,10.0,36.15,5600.0,,145.67198410082463,36.74
36.28,22880,0.0,0,0.0,0.0,0.0,,139,,4,0.0,0.0,22984,,5600.0,202,36.5,5856.0,145.67017749377803,1680786862.0,0.0,0,,,67.17,,5632.0,0.0,10.0,36.14,5664.0,,145.67017749377803,36.75
36.29,23072,0.0,0,0.0,0.0,0.0,,140,,4,0.0,0.0,23153,,5632.0,203,36.5,5888.0,145.6775385425556,1680786863.0,0.0,0,,,66.0,,5664.0,0.0,10.0,36.14,5696.0,,145.6775385425556,36.74
36.31,23264,0.0,0,0.0,0.0,0.0,,141,,4,0.0,0.0,23323,,5696.0,204,36.49,5952.0,145.71938544106703,1680786864.0,0.0,0,,,64.82,,5696.0,0.0,10.0,36.13,5728.0,,145.71938544106703,36.74
36.32,23392,0.0,0,0.0,0.0,0.0,,142,,4,0.0,0.0,23493,,5728.0,205,36.53,5984.0,145.7199818064312,1680786865.0,0.0,0,,,63.65,,5760.0,0.0,10.0,36.14,5792.0,,145.7199818064312,36.73
36.32,23584,0.0,0,0.0,0.0,0.0,,143,,4,0.0,0.0,23662,,5760.0,206,36.53,6016.0,145.71936500345043,1680786866.0,0.0,0,,,62.49,,5792.0,0.0,10.0,36.14,5824.0,,145.71936500345043,36.73
36.33,23776,0.0,0,0.0,0.0,0.0,,144,,4,0.0,0.0,23833,,5824.0,208,36.51,6080.0,145.7248499405045,1680786868.0,0.0,0,,,61.32,,5824.0,0.0,10.0,36.15,5856.0,,145.7248499405045,36.73
36.33,23904,0.0,0,0.0,0.0,0.0,,145,,4,0.0,0.0,24002,,5856.0,209,36.52,6112.0,145.7224267649317,1680786869.0,0.0,0,,,60.15,,5888.0,0.0,10.0,36.15,5920.0,,145.7224267649317,36.72
36.32,24096,0.0,0,0.0,0.0,0.0,,146,,4,0.0,0.0,24171,,5888.0,210,36.52,6144.0,145.7355923120358,1680786870.0,0.0,0,,,58.99,,5920.0,0.0,10.0,36.16,5952.0,,145.7355923120358,36.72
36.32,24288,0.0,0,0.0,0.0,0.0,,147,,4,0.0,0.0,24339,,5952.0,211,36.52,6208.0,145.7367266565971,1680786871.0,0.0,0,,,57.83,,5952.0,0.0,10.0,36.18,5984.0,,145.7367266565971,36.72
36.32,24416,0.0,0,0.0,0.0,0.0,,148,,4,0.0,0.0,24511,,5984.0,212,36.52,6240.0,145.74898490049074,1680786872.0,0.0,0,,,56.65,,6016.0,0.0,10.0,36.17,6048.0,,145.74898490049074,36.73
36.32,24608,0.0,0,0.0,0.0,0.0,,149,,4,0.0,0.0,24680,,6016.0,213,36.52,6272.0,145.72310389054087,1680786873.0,0.0,0,,,55.5,,6048.0,0.0,10.0,36.18,6080.0,,145.72310389054087,36.73
36.31,24800,0.0,0,0.0,0.0,0.0,,150,,4,0.0,0.0,24849,,6080.0,215,36.51,6336.0,145.72761103935707,1680786875.0,0.0,0,,,54.34,,6080.0,0.0,10.0,36.18,6112.0,,145.72761103935707,36.73
36.3,24928,0.0,0,0.0,0.0,0.0,,151,,4,0.0,0.0,25017,,6112.0,216,36.51,6368.0,145.74173358433305,1680786876.0,0.0,0,,,53.18,,6144.0,0.0,10.0,36.19,6176.0,,145.74173358433305,36.73
36.31,25088,0.0,0,0.0,0.0,0.0,,152,,4,0.0,0.0,25187,,6144.0,217,36.53,6400.0,145.7210840021361,1680786877.0,0.0,0,,,52.02,,6176.0,0.0,10.0,36.19,6208.0,,145.7210840021361,36.72
36.3,25312,0.0,0,0.0,0.0,0.0,,153,,4,0.0,0.0,25355,,6176.0,218,36.53,6464.0,145.69221100058076,1680786878.0,0.0,0,,,50.88,,6208.0,0.0,10.0,36.17,6240.0,,145.69221100058076,36.72
36.28,25440,0.0,0,0.0,0.0,0.0,,154,,4,0.0,0.0,25524,,6240.0,219,36.53,6496.0,145.6861606780896,1680786879.0,0.0,0,,,49.72,,6272.0,0.0,10.0,36.17,6304.0,,145.6861606780896,36.71
36.29,25568,0.0,0,0.0,0.0,0.0,,155,,4,0.0,0.0,25693,,6272.0,220,36.51,6528.0,145.6678004100324,1680786880.0,0.0,0,,,48.57,,6304.0,0.0,10.0,36.18,6336.0,,145.6678004100324,36.7
36.27,25824,0.0,0,0.0,0.0,0.0,,156,,4,0.0,0.0,25863,,6304.0,222,36.52,6560.0,145.674528101912,1680786882.0,0.0,0,,,47.4,,6336.0,0.0,10.0,36.17,6368.0,,145.674528101912,36.7
36.26,25952,0.0,0,0.0,0.0,0.0,,157,,4,0.0,0.0,26032,,6368.0,223,36.54,6624.0,145.67306662826238,1680786883.0,0.0,0,,,46.24,,6400.0,0.0,10.0,36.18,6432.0,,145.67306662826238,36.7
36.26,26080,0.0,0,0.0,0.0,0.0,,158,,4,0.0,0.0,26202,,6400.0,224,36.54,6656.0,145.65437865765554,1680786884.0,0.0,0,,,45.08,,6432.0,0.0,10.0,36.17,6464.0,,145.65437865765554,36.7
36.26,26336,0.0,0,0.0,0.0,0.0,,159,,4,0.0,0.0,26371,,6432.0,225,36.53,6688.0,145.65590564940635,1680786885.0,0.0,0,,,43.92,,6464.0,0.0,10.0,36.18,6496.0,,145.65590564940635,36.69
36.26,26464,0.0,0,0.0,0.0,0.0,,160,,4,0.0,0.0,26540,,6496.0,226,36.52,6752.0,145.68106696030236,1680786886.0,0.0,0,,,42.75,,6528.0,0.0,10.0,36.18,6560.0,,145.68106696030236,36.7
36.26,26592,0.0,0,0.0,0.0,0.0,,161,,4,0.0,0.0,26708,,6528.0,227,36.53,6784.0,145.68452196788337,1680786887.0,0.0,0,,,41.59,,6560.0,0.0,10.0,36.18,6592.0,,145.68452196788337,36.7
36.25,26848,0.0,0,0.0,0.0,0.0,,162,,4,0.0,0.0,26877,,6560.0,229,36.54,6816.0,145.68107491467902,1680786889.0,0.0,0,,,40.43,,6592.0,0.0,10.0,36.19,6624.0,,145.68107491467902,36.7
36.25,26976,0.0,0,0.0,0.0,0.0,,163,,4,0.0,0.0,27047,,6624.0,230,36.54,6880.0,145.68084521893843,1680786890.0,0.0,0,,,39.27,,6656.0,0.0,10.0,36.18,6688.0,,145.68084521893843,36.7
36.26,27104,0.0,0,0.0,0.0,0.0,,164,,4,0.0,0.0,27216,,6656.0,231,36.53,6912.0,145.66778925381664,1680786891.0,0.0,0,,,38.11,,6688.0,0.0,10.0,36.19,6720.0,,145.66778925381664,36.71
36.25,27360,0.0,0,0.0,0.0,0.0,,165,,4,0.0,0.0,27386,,6688.0,232,36.52,6944.0,145.68607686020164,1680786892.0,0.0,0,,,36.95,,6720.0,0.0,10.0,36.18,6752.0,,145.68607686020164,36.72
36.24,27488,0.0,0,0.0,0.0,0.0,,166,,4,0.0,0.0,27554,,6752.0,233,36.53,7008.0,145.65674619078317,1680786893.0,0.0,0,,,35.8,,6784.0,0.0,10.0,36.2,6816.0,,145.65674619078317,36.71
36.24,27616,0.0,0,0.0,0.0,0.0,,167,,4,0.0,0.0,27724,,6784.0,234,36.51,7040.0,145.6576914043624,1680786894.0,0.0,0,,,34.63,,6816.0,0.0,10.0,36.2,6848.0,,145.6576914043624,36.7
36.25,27872,0.0,0,0.0,0.0,0.0,,168,,4,0.0,0.0,27894,,6816.0,236,36.51,7072.0,145.65012741011168,1680786896.0,0.0,0,,,33.47,,6848.0,0.0,10.0,36.2,6880.0,,145.65012741011168,36.7
36.25,28000,0.0,0,0.0,0.0,0.0,,169,,4,0.0,0.0,28063,,6880.0,237,36.52,7136.0,145.65027004435086,1680786897.0,0.0,0,,,32.3,,6912.0,0.0,10.0,36.19,6944.0,,145.65027004435086,36.69
36.25,28128,0.0,0,0.0,0.0,0.0,,170,,4,0.0,0.0,28233,,6912.0,238,36.52,7168.0,145.65895808309557,1680786898.0,0.0,0,,,31.14,,6944.0,0.0,10.0,36.19,6976.0,,145.65895808309557,36.69
36.26,28320,0.0,0,0.0,0.0,0.0,,171,,4,0.0,0.0,28403,,6944.0,239,36.52,7200.0,145.66794151181563,1680786899.0,0.0,0,,,29.97,,6976.0,0.0,10.0,36.19,7008.0,,145.66794151181563,36.69
36.26,28512,0.0,0,0.0,0.0,0.0,,172,,4,0.0,0.0,28572,,6976.0,240,36.52,7232.0,145.64504977687952,1680786900.0,0.0,0,,,28.81,,7040.0,0.0,10.0,36.19,7072.0,,145.64504977687952,36.69
36.26,28640,0.0,0,0.0,0.0,0.0,,173,,4,0.0,0.0,28741,,7040.0,241,36.53,7296.0,145.63794879836956,1680786901.0,0.0,0,,,27.65,,7072.0,0.0,10.0,36.18,7104.0,,145.63794879836956,36.68
36.27,28800,0.0,0,0.0,0.0,0.0,,174,,4,0.0,0.0,28910,,7072.0,242,36.52,7328.0,145.58630732841766,1680786902.0,0.0,0,,,26.5,,7104.0,0.0,10.0,36.18,7136.0,,145.58630732841766,36.67
36.26,29024,0.0,0,0.0,0.0,0.0,,175,,4,0.0,0.0,29078,,7104.0,244,36.5,7360.0,145.60374915973807,1680786904.0,0.0,0,,,25.34,,7136.0,0.0,10.0,36.16,7200.0,,145.60374915973807,36.65
36.27,29152,0.0,0,0.0,0.0,0.0,,176,,4,0.0,0.0,29246,,7168.0,245,36.5,7424.0,145.5969839580572,1680786905.0,0.0,0,,,24.19,,7200.0,0.0,10.0,36.18,7232.0,,145.5969839580572,36.65
36.28,29312,0.0,0,0.0,0.0,0.0,,177,,4,0.0,0.0,29415,,7200.0,246,36.48,7456.0,145.61019130473633,1680786906.0,0.0,0,,,23.03,,7232.0,0.0,10.0,36.18,7264.0,,145.61019130473633,36.66
36.27,29536,0.0,0,0.0,0.0,0.0,,178,,4,0.0,0.0,29583,,7232.0,247,36.49,7488.0,145.60302892419494,1680786907.0,0.0,0,,,21.87,,7264.0,0.0,10.0,36.19,7328.0,,145.60302892419494,36.66
36.28,29664,0.0,0,0.0,0.0,0.0,,179,,4,0.0,0.0,29753,,7296.0,248,36.5,7552.0,145.60287221780604,1680786908.0,0.0,0,,,20.7,,7328.0,0.0,10.0,36.17,7360.0,,145.60287221780604,36.66
36.29,29824,0.0,0,0.0,0.0,0.0,,180,,4,0.0,0.0,29922,,7328.0,249,36.49,7584.0,145.56560151833622,1680786909.0,0.0,0,,,19.55,,7360.0,0.0,10.0,36.17,7392.0,,145.56560151833622,36.65
36.28,30048,0.0,0,0.0,0.0,0.0,,181,,4,0.0,0.0,30091,,7360.0,251,36.49,7616.0,145.58448514994078,1680786911.0,0.0,0,,,18.38,,7392.0,0.0,10.0,36.16,7456.0,,145.58448514994078,36.64
36.28,30176,0.0,0,0.0,0.0,0.0,,182,,4,0.0,0.0,30260,,7424.0,252,36.5,7680.0,145.5860124530596,1680786912.0,0.0,0,,,17.23,,7456.0,0.0,9.84,36.17,7488.0,,145.5860124530596,36.63
36.29,30336,0.0,0,0.0,0.0,0.0,,183,,4,0.0,0.0,30429,,7456.0,253,36.49,7712.0,145.5955291376002,1680786913.0,0.0,0,,,16.06,,7488.0,0.0,9.18,36.18,7520.0,,145.5955291376002,36.63
36.27,30560,0.0,0,0.0,0.0,0.0,,184,,4,0.0,0.0,30599,,7488.0,254,36.49,7744.0,145.58188870639228,1680786914.0,0.0,0,,,14.9,,7520.0,0.0,8.51,36.19,7584.0,,145.58188870639228,36.64
36.27,30688,0.0,0,0.0,0.0,0.0,,185,,4,0.0,0.0,30768,,7552.0,255,36.49,7808.0,145.5910357331458,1680786915.0,0.0,0,,,13.73,,7584.0,0.0,7.85,36.18,7616.0,,145.5910357331458,36.64
36.28,30848,0.0,0,0.0,0.0,0.0,,186,,4,0.0,0.0,30939,,7584.0,256,36.48,7840.0,145.59103483610537,1680786916.0,0.0,0,,,12.56,,7616.0,0.0,7.18,36.18,7648.0,,145.59103483610537,36.65
36.26,31040,0.0,0,0.0,0.0,0.0,,187,,4,0.0,0.0,31107,,7616.0,258,36.49,7872.0,145.59087326543994,1680786918.0,0.0,0,,,11.41,,7648.0,0.0,6.52,36.18,7712.0,,145.59087326543994,36.65
36.26,31200,0.0,0,0.0,0.0,0.0,,188,,4,0.0,0.0,31277,,7680.0,259,36.51,7904.0,145.5708181492739,1680786919.0,0.0,0,,,10.24,,7712.0,0.0,5.85,36.18,7744.0,,145.5708181492739,36.64
36.25,31360,0.0,0,0.0,0.0,0.0,,189,,4,0.0,0.0,31445,,7712.0,260,36.5,7968.0,145.5852534729435,1680786920.0,0.0,0,,,9.09,,7744.0,0.0,5.19,36.19,7776.0,,145.5852534729435,36.64
36.26,31520,0.0,0,0.0,0.0,0.0,,190,,4,0.0,0.0,31615,,7744.0,261,36.5,8000.0,145.54726844838405,1680786921.0,0.0,0,,,7.92,,7776.0,0.0,4.53,36.19,7840.0,,145.54726844838405,36.63
36.24,31712,0.0,0,0.0,0.0,0.0,,191,,4,0.0,0.0,31783,,7776.0,262,36.52,8032.0,145.53970670447623,1680786922.0,0.0,0,,,6.77,,7840.0,0.0,3.87,36.17,7872.0,,145.53970670447623,36.63
36.24,31872,0.0,0,0.0,0.0,0.0,,192,,4,0.0,0.0,31952,,7840.0,263,36.51,8096.0,145.51016487202418,1680786923.0,0.0,0,,,5.61,,7872.0,0.0,3.2,36.17,7904.0,,145.51016487202418,36.62
36.21,32032,0.0,0,0.0,0.0,0.0,,193,,4,0.0,0.0,32121,,7872.0,265,36.5,8128.0,145.47380276875822,1680786925.0,0.0,0,,,4.45,,7904.0,0.0,2.54,36.18,7968.0,,145.47380276875822,36.62
36.22,32224,0.0,0,0.0,0.0,0.0,,194,,4,0.0,0.0,32290,,7904.0,266,36.48,8160.0,145.44342297036826,1680786926.0,0.0,0,,,3.28,,7968.0,0.0,1.88,36.16,8000.0,,145.44342297036826,36.62
36.19,32384,0.0,0,0.0,0.0,0.0,,195,,4,0.0,0.0,32459,,7968.0,267,36.48,8224.0,145.46385633006435,1680786927.0,0.0,0,,,2.13,,8000.0,0.0,1.22,36.16,8032.0,,145.46385633006435,36.61
36.19,32544,0.0,0,0.0,0.0,0.0,,196,,4,0.0,0.0,32628,,8000.0,268,36.48,8256.0,145.44816762197684,1680786928.0,0.0,0,,,0.96,,8032.0,0.0,0.55,36.16,8096.0,,145.44816762197684,36.64
36.2,32736,0.0,0,0.0,0.0,0.0,,197,,4,0.0,0.0,32796,,8032.0,269,36.47,8288.0,145.47971145558222,1680786929.0,0.0,0,,,0.0,,8096.0,0.0,0.5,36.14,8128.0,,145.47971145558222,36.64
36.2,32832,0.0,0,0.0,0.0,0.0,,198,,4,0.0,0.0,32965,,8096.0,270,36.47,8352.0,145.47478608841112,1680786930.0,0.0,0,,,0.0,,8128.0,0.0,0.5,36.16,8160.0,,145.47478608841112,36.65
36.19,32832,0.0,0,0.0,0.0,0.0,,199,,4,0.0,0.0,33132,,8128.0,272,36.47,8352.0,145.47478608841112,1680786932.0,0.0,0,,,0.0,,8160.0,0.0,0.5,36.16,8192.0,,145.47478608841112,36.65
36.19,32832,0.0,0,0.0,0.0,0.0,,200,,4,0.0,0.0,33300,,8128.0,273,36.47,8352.0,145.47478608841112,1680786933.0,0.0,0,,,0.0,,8160.0,0.0,0.5,36.16,8192.0,,145.47478608841112,36.65
36.19,32832,0.0,0,0.0,0.0,0.0,,201,,4,0.0,0.0,33469,,8128.0,274,36.47,8352.0,145.47478608841112,1680786934.0,0.0,0,,,0.0,,8160.0,0.0,0.5,36.16,8192.0,,145.47478608841112,36.65
36.19,32832,0.0,0,0.0,0.0,0.0,,202,,4,0.0,0.0,33638,,8128.0,275,36.47,8352.0,145.47478608841112,1680786935.0,0.0,0,,,0.0,,8160.0,0.0,0.5,36.16,8192.0,,145.47478608841112,36.65
36.19,32832,0.0,0,0.0,0.0,0.0,,203,,4,0.0,0.0,33807,,8128.0,276,36.47,8352.0,145.47478608841112,1680786936.0,0.0,0,,,0.0,,8160.0,0.0,0.5,36.16,8192.0,,145.47478608841112,36.65
36.19,32832,0.0,0,0.0,0.0,0.0,,204,,4,0.0,0.0,33976,,8128.0,277,36.47,8352.0,145.47478608841112,1680786937.0,0.0,0,,,0.0,,8160.0,0.0,0.5,36.16,8192.0,,145.47478608841112,36.65
36.19,32832,0.0,0,0.0,0.0,0.0,,205,,4,0.0,0.0,34145,,8128.0,278,36.47,8352.0,145.47478608841112,1680786938.0,0.0,0,,,0.0,,8160.0,0.0,0.5,36.16,8192.0,,145.47478608841112,36.65
