03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,03_hivemind/num_peers,03_hivemind/global_samples_accumulated,_step,03_hivemind/eta_next_epoch_s,_runtime,03_hivemind/global_epoch,03_hivemind/next_fetch_time_s,03_hivemind/actual_total_samples_per_second,_timestamp,03_hivemind/num_clients,04_peers/peer_1_samples_accumulated,04_peers/peer_1_epoch,04_peers/peer_1_samples_per_second,04_peers/peer_1_epoch_oos,04_peers/peer_2_samples_accumulated,04_peers/peer_2_epoch,04_peers/peer_2_epoch_oos,04_peers/peer_2_samples_per_second,03_hivemind/epoch_s,03_hivemind/undershot_TBS,03_hivemind/total_training_samples,03_hivemind/per_epoch_training_samples,03_hivemind/reached_TBS,03_hivemind/epoch_based_sps,03_hivemind/overshot_TBS
257,7.295639083732369,1,256,0,4456.17,49,0,10.0,7.295639083732369,1683042944,0,,,,,,,,,,,,,,,
580,28.53803040468228,1,576,1,1127.91,50,0,10.0,28.53803040468228,1683042945,0,256.0,0.0,7.3,0.0,,,,,,,,,,,
876,67.47997065951009,1,864,2,472.61,51,0,10.0,67.47997065951009,1683042946,0,576.0,0.0,28.54,0.0,,,,,,,,,,,
1196,131.531385362012,1,1184,3,240.03,53,0,10.0,131.531385362012,1683042948,0,864.0,0.0,67.48,0.0,,,,,,,,,,,
1498,186.87528212374895,1,1472,4,167.33,54,0,10.0,186.87528212374895,1683042949,0,1184.0,0.0,131.53,0.0,,,,,,,,,,,
1800,222.34098213760836,1,1760,5,139.28,55,0,10.0,222.34098213760836,1683042950,0,1472.0,0.0,186.88,0.0,,,,,,,,,,,
2136,246.27929460164387,2,2112,6,124.38,56,0,10.0,246.27929460164387,1683042951,0,1760.0,0.0,222.34,0.0,,,,,,,,,,,
2739,311.97685595965777,2,2688,7,96.25,57,0,10.0,311.97685595965777,1683042952,0,2080.0,0.0,241.38,0.0,32.0,0.0,0.0,4.9,,,,,,,
3365,394.575325214169,2,3296,8,74.52,58,0,10.0,394.575325214169,1683042953,0,2368.0,0.0,248.78,0.0,320.0,0.0,0.0,63.2,,,,,,,
3974,452.1199633562541,2,3904,9,63.69,60,0,10.0,452.1199633562541,1683042955,0,2656.0,0.0,251.81,0.0,640.0,0.0,0.0,142.77,,,,,,,
4584,485.3329648136904,2,4512,10,58.07,61,0,10.0,485.3329648136904,1683042956,0,2976.0,0.0,253.14,0.0,928.0,0.0,0.0,198.98,,,,,,,
5188,497.5056546034777,2,5120,11,55.44,62,0,10.0,497.5056546034777,1683042957,0,3264.0,0.0,253.33,0.0,1248.0,0.0,0.0,232.0,,,,,,,
