_step,_runtime,cpu/logical_core_count,memory/total_memory_sys_MB,_timestamp,cpu/load/avg_sys_load_fifteen_min_percent,disk/time/disk_read_time_sys_s,disk/time/disk_busy_time_sys_s,memory/used_memory_sys_MB,bandwidth/disk_write_sys_bandwidth_MBs,cpu/interrupts/ctx_switches_count,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/shared_memory_proc_MB,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,disk/counter/disk_read_sys_count,process/memory/dirty_pages_proc_count,bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_one_min_percent,cpu/interrupts/soft_interrupts_count,bandwidth/net_recv_sys_bandwidth_Mbits,memory/available_memory_sys_MB,process/memory/text_resident_set_proc_MB,process/voluntary_proc_ctx_switches,disk/time/disk_write_time_sys_s,process/memory/lib_memory_proc_MB,process/memory/data_resident_set_proc_MB,cpu/interrupts/interrupts_count,memory/used_memory_sys_percent,cpu/load/avg_sys_load_five_min_percent,process/memory/virtual_memory_size_proc_MB,process/involuntary_proc_ctx_switches,02_timing/dataload_cuda_move_time_s,02_timing/loss_calc_time_s,02_timing/forward_time_s,01_general/step_based_sps,02_timing/opt_step_time_s,01_general/locally_processed_samples,01_general/minibatch_loss,02_timing/backward_time_s,02_timing/step_time_s,01_general/lr,02_timing/dataload_time_s,01_general/dataset_iteration_count,01_general/step
0,0,30.0,211076.599808,1682803350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,,,1682803350.0,12.866666666666665,0.0,0.0,1210.236928,0.0,7.0,0.0,179.54816,0.0,395.96032,0.0,0.0,0.0,9.033333333333333,0.0,0.0,208053.624832,2.719744,144.0,0.0,2481.328128,0.0,6.0,1.4,14.533333333333335,9963.700224,51.0,,,,,,,,,,,,,
2,1,,,1682803351.0,12.866666666666665,0.0,0.007999999999981355,2197.36064,0.012259385147892819,908.0,0.2840809216388105,401.727488,3.0,1530.007552,0.0,0.0,0.0,9.033333333333333,634.0,0.29041812984854765,207056.019456,2.719744,163.0,0.0,3403.440128,0.0,1200.0,1.9,14.533333333333335,11659.595776,58.0,,,,,,,,,,,,,
3,2,,,1682803352.0,12.866666666666665,0.0,0.01599999999996271,2518.290432,0.49024025477028516,4359.0,0.31670126874938587,458.05568,78.0,1831.714816,0.0,0.0,0.0,9.033333333333333,3641.0,11.220389789214972,206734.946304,2.719744,192.0,0.026000000000067303,3718.508544,0.0,6348.0,2.1,14.533333333333335,12812.5952,63.0,,,,,,,,,,,,,
4,3,,,1682803353.0,12.866666666666665,0.0,0.01999999999998181,3639.660544,0.004085902878714728,14518.0,1.5586442649312091,553.71776,79.0,2347.39712,0.0,0.0,0.0,9.033333333333333,23545.0,557.5439765456828,205373.108224,2.719744,205.0,0.026000000000067303,4138.196992,0.0,22344.0,2.7,14.533333333333335,13671.28064,75.0,0.002948801000002277,,,,,,,,,,,,
5,4,,,1682803354.0,12.866666666666665,0.0,0.027999999999963165,4884.283392,0.21250010348940424,15329.0,0.09536325257216192,884.412416,82.0,3915.50976,0.0,0.0,0.0,9.033333333333333,25232.0,75.38803532477294,204093.775872,2.719744,210.0,0.028999999999996362,5397.041152,0.0,23828.0,3.3,14.533333333333335,17732.497408,77.0,,0.0005488839997269679,1.2593016350001562,,,,,,,,,,
6,4,,,1682803354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.931360444876189,9.330001375928987e-07,32.0,7.15869140625,0.10712615800002823,2.6820076510002764,0.0001,1.312081240000225,0.0,0.0
7,4,,,1682803354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0024035199999161705,0.00019663500006572576,0.018433728000218252,831.4172413667393,1.3439998838293832e-06,64.0,7.20263671875,0.015221546999782731,0.03848849699988932,0.0001,0.002231723000022612,0.0,1.0
8,4,,,1682803354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002477551000083622,0.00021791899962408934,0.017498699000043416,840.4643449975238,1.3539997780753765e-06,96.0,7.357177734375,0.015504925000186631,0.03807419099985054,0.0001,0.0023737430001347093,0.0,2.0
9,4,,,1682803354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0024900019998312928,0.0002570730002844357,0.017975381999804085,783.9589648429529,1.3550002222473267e-06,128.0,7.1307373046875,0.015840325000226585,0.04081846300005054,0.0001,0.004254325999681896,0.0,3.0
