bandwidth/disk_write_sys_bandwidth_MBs,process/memory/data_resident_set_proc_MB,process/memory/virtual_memory_size_proc_MB,_step,cpu/logical_core_count,01_general/minibatch_loss,disk/time/disk_busy_time_sys_s,disk/time/disk_write_time_sys_s,memory/total_memory_sys_MB,disk/counter/disk_read_sys_count,02_timing/dataload_cuda_move_time_s,_runtime,_timestamp,02_timing/step_time_s,02_timing/forward_time_s,02_timing/opt_step_time_s,memory/available_memory_sys_MB,cpu/interrupts/ctx_switches_count,disk/counter/disk_write_sys_count,process/memory/dirty_pages_proc_count,01_general/dataset_iteration_count,process/voluntary_proc_ctx_switches,cpu/interrupts/soft_interrupts_count,01_general/step,03_hivemind/global_epoch,memory/used_memory_sys_MB,disk/time/disk_read_time_sys_s,cpu/interrupts/interrupts_count,process/memory/resident_set_size_proc_MB,bandwidth/disk_read_sys_bandwidth_MBs,bandwidth/net_recv_sys_bandwidth_Mbits,process/memory/text_resident_set_proc_MB,03_hivemind/num_peers,02_timing/backward_time_s,02_timing/dataload_time_s,memory/used_memory_sys_percent,process/memory/lib_memory_proc_MB,02_timing/loss_calc_time_s,cpu/load/avg_sys_load_one_min_percent,bandwidth/net_sent_sys_bandwidth_Mbits,cpu/load/avg_sys_load_fifteen_min_percent,01_general/lr,01_general/locally_processed_samples,process/memory/shared_memory_proc_MB,process/involuntary_proc_ctx_switches,cpu/load/avg_sys_load_five_min_percent
,,,0,8.0,,,,31557.189632,,,1,1680985957.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,8492.658688,1,,,0.0,0.0,,0.0,,1,1680985957.0,,,,30357.311488,12.0,0.0,0.0,,123.0,9.0,,,738.643968,0.0,14.0,401.46944,0.0,0.0,2.654208,,,,3.8,1009.639424,,8.375,0.14463117354342184,6.625,,,178.33984,27.0,7.124999999999999
0.008160422970768728,0.0,8859.648,2,,,0.004000000000019099,0.0009999999992942321,,0.0,,2,1680985958.0,,,,29985.681408,2258.0,2.0,0.0,,147.0,832.0,,,1110.269952,0.0,3038.0,618.815488,0.0,0.25726052178372744,2.654208,,,,5.0,1242.669056,,8.75,0.27618728407160986,6.625,,,183.013376,27.0,7.124999999999999
0.004081150709491685,0.0,9430.728704,3,,,0.008000000000009777,0.001999999999497959,,0.0,,3,1680985959.0,,,,29422.252032,2450.0,3.0,0.0,,147.0,1065.0,,,1673.695232,0.0,3661.0,1176.920064,0.0,0.0034514419166343496,2.654208,,,,6.8,1813.74976,,8.75,0.008010852451871511,6.625,,,183.013376,29.0,7.124999999999999
0.32264429160620745,0.0,9663.680512,4,,,0.016000000000019554,0.05199999999967986,,0.0,,4,1680985960.0,,,,29400.571904,2905.0,65.0,0.0,,147.0,2104.0,,,1695.37536,0.0,5201.0,1201.537024,0.0,0.058278263309286836,2.654208,,,,6.8,1845.78048,,8.75,0.056547304757424935,6.625,,,184.782848,34.0,7.124999999999999
2.469641198792968,0.0,10260.701184,5,,,0.03200000000001069,0.45100000000002183,,0.0,,5,1680985961.0,,,,29089.50528,3379.0,230.0,0.0,,158.0,2820.0,,,1993.887744,0.0,6724.0,1549.37344,0.0,0.018751924416823378,2.654208,,,,7.8,2071.6544,,8.75,0.014175561933471439,6.625,,,317.997056,35.0,7.124999999999999
0.28976872158435657,0.0,11343.884288,6,,,0.04400000000001114,0.4559999999992215,,0.0,,6,1680985962.0,,,,28338.03264,3686.0,234.0,0.0,,162.0,3149.0,,,2745.335808,0.0,7322.0,2413.146112,0.0,0.80312934017931,2.654208,,,,10.2,2819.293184,,8.75,0.07451468995505262,6.625,,,434.798592,37.0,7.124999999999999
0.032631795078338834,0.0,13414.78912,7,,,0.056000000000011596,0.4609999999993306,,0.0,,7,1680985963.0,,,,27972.07552,5493.0,240.0,0.0,,470.0,4190.0,,,2613.61664,0.0,9413.0,2805.305344,0.0,0.024983718103796383,2.654208,,,,11.4,2711.986176,,9.0,0.019088325412824198,6.625,,,964.349952,38.0,7.249999999999999
0.004069021645418151,0.0,18532.933632,8,,,0.06800000000001205,0.46199999999953434,,2.0,,8,1680985964.0,,,,25321.61536,6866.0,241.0,0.0,,639.0,4965.0,,,4889.112576,0.0009999999999994458,84813.0,5266.685952,0.016276086579413845,0.006866474037259306,2.654208,,,,19.8,4806.975488,,9.0,0.040880951857758335,6.625,,,1339.056128,39.0,7.249999999999999
0.004073677979801083,0.0,19557.097472,9,,,0.07200000000000273,0.46299999999973807,,2.0,,9,1680985965.0,,,,23924.453376,8098.0,242.0,0.0,,862.0,5586.0,,,5771.227136,0.0009999999999994458,234071.0,6254.10048,0.0,0.0,2.654208,,,,24.2,5316.591616,,9.0,0.0,6.625,,,1853.575168,42.0,7.249999999999999
