03_hivemind/optimistic_total_samples_per_second,04_peers/peer_3_epoch,03_hivemind/undershot_TBS,03_hivemind/epoch_based_sps,04_peers/peer_3_samples_per_second,04_peers/peer_2_samples_accumulated,04_peers/peer_4_samples_accumulated,04_peers/peer_5_samples_accumulated,_step,_timestamp,03_hivemind/global_epoch,04_peers/peer_4_epoch_oos,04_peers/peer_1_samples_accumulated,04_peers/peer_1_samples_per_second,03_hivemind/global_samples_accumulated,03_hivemind/actual_total_samples_per_second,04_peers/peer_5_epoch,04_peers/peer_5_epoch_oos,04_peers/peer_2_samples_per_second,04_peers/peer_3_samples_accumulated,03_hivemind/epoch_s,03_hivemind/num_peers,04_peers/peer_1_epoch,03_hivemind/total_training_samples,04_peers/peer_1_epoch_oos,03_hivemind/eta_next_epoch_s,03_hivemind/next_fetch_time_s,03_hivemind/estimated_current_samples,_runtime,04_peers/peer_4_epoch,03_hivemind/reached_TBS,04_peers/peer_3_epoch_oos,04_peers/peer_4_samples_per_second,04_peers/peer_5_samples_per_second,04_peers/peer_2_epoch,03_hivemind/num_clients,03_hivemind/overshot_TBS,04_peers/peer_2_epoch_oos,03_hivemind/per_epoch_training_samples
233.43820279117676,1.0,,,37.16,4064.0,1856.0,1824.0,182,1681384940.0,1,0.0,1760.0,36.17,11712,233.43820279117676,1.0,0.0,84.86,1824.0,,5,1.0,,0.0,89.82,10.0,11801,260,1.0,,0.0,37.76,37.53,1.0,0,,0.0,
233.19198524280307,1.0,,,37.15,4192.0,1920.0,1888.0,183,1681384941.0,1,0.0,1824.0,36.16,11936,233.19198524280307,1.0,0.0,84.83,1888.0,,5,1.0,,0.0,88.72,10.0,12079,261,1.0,,0.0,37.77,37.52,1.0,0,,0.0,
233.0628649245176,1.0,,,37.15,4288.0,1952.0,1920.0,184,1681384942.0,1,0.0,1856.0,36.15,12192,233.0628649245176,1.0,0.0,84.67,1920.0,,5,1.0,,0.0,87.57,10.0,12358,262,1.0,,0.0,37.73,37.5,1.0,0,,0.0,
233.04362680896492,1.0,,,37.14,4384.0,1984.0,1984.0,185,1681384944.0,1,0.0,1888.0,36.15,12512,233.04362680896492,1.0,0.0,84.57,1952.0,,5,1.0,,0.0,86.38,10.0,12638,264,1.0,,0.0,37.73,37.48,1.0,0,,0.0,
233.11818391266888,1.0,,,37.12,4480.0,2048.0,2016.0,186,1681384945.0,1,0.0,1952.0,36.12,12736,233.11818391266888,1.0,0.0,84.61,2016.0,,5,1.0,,0.0,85.14,10.0,12919,265,1.0,,0.0,37.72,37.47,1.0,0,,0.0,
233.12402959899637,1.0,,,37.12,4576.0,2080.0,2048.0,187,1681384946.0,1,0.0,1984.0,36.12,13056,233.12402959899637,1.0,0.0,84.7,2048.0,,5,1.0,,0.0,83.95,10.0,13197,266,1.0,,0.0,37.71,37.46,1.0,0,,0.0,
233.11267601914383,1.0,,,37.11,4672.0,2144.0,2112.0,188,1681384947.0,1,0.0,2016.0,36.11,13344,233.11267601914383,1.0,0.0,84.74,2112.0,,5,1.0,,0.0,82.77,10.0,13474,267,1.0,,0.0,37.71,37.45,1.0,0,,0.0,
233.06939863976152,1.0,,,37.1,4800.0,2176.0,2144.0,189,1681384948.0,1,0.0,2080.0,36.1,13600,233.06939863976152,1.0,0.0,84.76,2144.0,,5,1.0,,0.0,81.59,10.0,13751,268,1.0,,0.0,37.7,37.45,1.0,0,,0.0,
232.981888877671,1.0,,,37.11,4896.0,2208.0,2208.0,190,1681384950.0,1,0.0,2112.0,36.08,13920,232.981888877671,1.0,0.0,84.76,2176.0,,5,1.0,,0.0,80.41,10.0,14033,270,1.0,,0.0,37.7,37.42,1.0,0,,0.0,
232.8866735264795,1.0,,,37.1,4992.0,2272.0,2240.0,191,1681384951.0,1,0.0,2176.0,36.07,14144,232.8866735264795,1.0,0.0,84.72,2240.0,,5,1.0,,0.0,79.25,10.0,14312,271,1.0,,0.0,37.67,37.42,1.0,0,,0.0,
232.91502523616248,1.0,,,37.09,5088.0,2304.0,2272.0,192,1681384952.0,1,0.0,2208.0,36.08,14432,232.91502523616248,1.0,0.0,84.63,2272.0,,5,1.0,,0.0,78.05,10.0,14589,272,1.0,,0.0,37.66,37.42,1.0,0,,0.0,
232.84065871083348,1.0,,,37.1,5184.0,2368.0,2336.0,193,1681384953.0,1,0.0,2240.0,36.08,14624,232.84065871083348,1.0,0.0,84.67,2304.0,,5,1.0,,0.0,76.89,10.0,14865,273,1.0,,0.0,37.65,37.42,1.0,0,,0.0,
232.81670787079312,1.0,,,37.07,5184.0,2400.0,2368.0,194,1681384954.0,1,0.0,2304.0,36.06,14784,232.81670787079312,1.0,0.0,84.67,2368.0,,5,1.0,,0.0,75.7,10.0,15145,274,1.0,,0.0,37.64,37.39,1.0,0,,0.0,
201.88130716666114,1.0,,,37.08,5184.0,2432.0,2432.0,195,1681384956.0,1,0.0,2336.0,36.06,15072,201.88130716666114,1.0,0.0,84.67,2400.0,,5,1.0,,0.0,87.1,10.0,15183,276,1.0,,0.0,37.63,37.38,1.0,0,,0.0,
207.78242161861561,1.0,,,37.06,5280.0,2496.0,2464.0,196,1681384957.0,1,0.0,2368.0,36.06,15328,207.78242161861561,1.0,0.0,53.76,2464.0,,5,1.0,,0.0,83.28,10.0,15463,277,1.0,,0.0,37.62,37.39,1.0,0,,0.0,
212.98462771660292,1.0,,,37.05,5376.0,2528.0,2496.0,197,1681384958.0,1,0.0,2432.0,36.04,15616,212.98462771660292,1.0,0.0,59.7,2496.0,,5,1.0,,0.0,79.92,10.0,15746,278,1.0,,0.0,37.61,37.38,1.0,0,,0.0,
217.32237032572712,1.0,,,37.03,5472.0,2592.0,2560.0,198,1681384959.0,1,0.0,2464.0,36.03,15872,217.32237032572712,1.0,0.0,64.93,2528.0,,5,1.0,,0.0,77.03,10.0,16027,279,1.0,,0.0,37.61,37.38,1.0,0,,0.0,
220.8268902457894,1.0,,,37.01,5568.0,2624.0,2592.0,199,1681384960.0,1,0.0,2496.0,36.01,16192,220.8268902457894,1.0,0.0,69.34,2592.0,,5,1.0,,0.0,74.55,10.0,16306,280,1.0,,0.0,37.6,37.36,1.0,0,,0.0,
224.42325485206527,1.0,,,36.96,5664.0,2688.0,2656.0,200,1681384962.0,1,0.0,2560.0,35.99,16480,224.42325485206527,1.0,0.0,72.94,2624.0,,5,1.0,,0.0,72.09,10.0,16588,282,1.0,,0.0,37.6,37.34,1.0,0,,0.0,
226.45266274311953,1.0,,,36.92,5792.0,2720.0,2688.0,201,1681384963.0,1,0.0,2592.0,35.97,16704,226.45266274311953,1.0,0.0,76.61,2688.0,,5,1.0,,0.0,70.21,10.0,16868,283,1.0,,0.0,37.59,37.33,1.0,0,,0.0,
227.9490832184433,1.0,,,36.91,5888.0,2752.0,2720.0,202,1681384964.0,1,0.0,2624.0,35.97,17024,227.9490832184433,1.0,0.0,78.65,2720.0,,5,1.0,,0.0,68.53,10.0,17146,284,1.0,,0.0,37.6,37.32,1.0,0,,0.0,
229.09754286358663,1.0,,,36.89,5984.0,2816.0,2784.0,203,1681384965.0,1,0.0,2688.0,35.95,17280,229.09754286358663,1.0,0.0,80.22,2752.0,,5,1.0,,0.0,66.97,10.0,17425,285,1.0,,0.0,37.59,37.3,1.0,0,,0.0,
229.91290439414246,1.0,,,36.86,6080.0,2848.0,2816.0,204,1681384966.0,1,0.0,2720.0,35.93,17568,229.91290439414246,1.0,0.0,81.41,2816.0,,5,1.0,,0.0,65.52,10.0,17704,286,1.0,,0.0,37.6,37.31,1.0,0,,0.0,
230.45089264495672,1.0,,,36.84,6176.0,2912.0,2880.0,205,1681384968.0,1,0.0,2752.0,35.93,17824,230.45089264495672,1.0,0.0,82.25,2848.0,,5,1.0,,0.0,64.16,10.0,17981,288,1.0,,0.0,37.6,37.29,1.0,0,,0.0,
231.06953544150446,1.0,,,36.83,6272.0,2944.0,2912.0,206,1681384969.0,1,0.0,2816.0,35.92,18112,231.06953544150446,1.0,0.0,82.82,2880.0,,5,1.0,,0.0,62.79,10.0,18259,289,1.0,,0.0,37.6,37.28,1.0,0,,0.0,
231.32208968340282,1.0,,,36.79,6400.0,2976.0,2944.0,207,1681384970.0,1,0.0,2848.0,35.92,18400,231.32208968340282,1.0,0.0,83.49,2944.0,,5,1.0,,0.0,61.52,10.0,18536,290,1.0,,0.0,37.6,37.27,1.0,0,,0.0,
231.4793053925559,1.0,,,36.75,6496.0,3040.0,3008.0,208,1681384971.0,1,0.0,2880.0,35.9,18688,231.4793053925559,1.0,0.0,83.84,2976.0,,5,1.0,,0.0,60.28,10.0,18813,291,1.0,,0.0,37.58,37.25,1.0,0,,0.0,
231.5815562535649,1.0,,,36.67,6592.0,3072.0,3040.0,209,1681384972.0,1,0.0,2944.0,35.89,18944,231.5815562535649,1.0,0.0,84.11,3040.0,,5,1.0,,0.0,59.06,10.0,19091,292,1.0,,0.0,37.57,37.24,1.0,0,,0.0,
231.61992657893254,1.0,,,36.62,6688.0,3136.0,3072.0,210,1681384973.0,1,0.0,2976.0,35.89,19200,231.61992657893254,1.0,0.0,84.27,3072.0,,5,1.0,,0.0,57.85,10.0,19368,293,1.0,,0.0,37.56,37.24,1.0,0,,0.0,
231.66798981793562,1.0,,,36.61,6784.0,3168.0,3136.0,211,1681384975.0,1,0.0,3008.0,35.88,19488,231.66798981793562,1.0,0.0,84.35,3104.0,,5,1.0,,0.0,56.65,10.0,19643,295,1.0,,0.0,37.55,37.23,1.0,0,,0.0,
231.66468135134153,1.0,,,36.56,6880.0,3200.0,3168.0,212,1681384976.0,1,0.0,3072.0,35.89,19808,231.66468135134153,1.0,0.0,84.44,3168.0,,5,1.0,,0.0,55.46,10.0,19921,296,1.0,,0.0,37.55,37.22,1.0,0,,0.0,
231.70297911729773,1.0,,,36.54,7008.0,3264.0,3232.0,213,1681384977.0,1,0.0,3104.0,35.89,20032,231.70297911729773,1.0,0.0,84.48,3200.0,,5,1.0,,0.0,54.24,10.0,20199,297,1.0,,0.0,37.54,37.2,1.0,0,,0.0,
231.6227393437499,1.0,,,36.52,7104.0,3296.0,3264.0,214,1681384978.0,1,0.0,3136.0,35.89,20352,231.6227393437499,1.0,0.0,84.54,3232.0,,5,1.0,,0.0,53.08,10.0,20474,298,1.0,,0.0,37.55,37.2,1.0,0,,0.0,
231.6919520021095,1.0,,,36.48,7200.0,3360.0,3296.0,215,1681384979.0,1,0.0,3200.0,35.87,20608,231.6919520021095,1.0,0.0,84.56,3296.0,,5,1.0,,0.0,51.86,10.0,20752,299,1.0,,0.0,37.52,37.2,1.0,0,,0.0,
231.64620481931928,1.0,,,36.47,7296.0,3392.0,3360.0,216,1681384981.0,1,0.0,3232.0,35.87,20832,231.64620481931928,1.0,0.0,84.62,3328.0,,5,1.0,,0.0,50.68,10.0,21029,301,1.0,,0.0,37.54,37.2,1.0,0,,0.0,
231.65812799432072,1.0,,,36.47,7392.0,3424.0,3392.0,217,1681384982.0,1,0.0,3264.0,35.86,21184,231.65812799432072,1.0,0.0,84.6,3360.0,,5,1.0,,0.0,49.48,10.0,21305,302,1.0,,0.0,37.54,37.18,1.0,0,,0.0,
231.6172357585128,1.0,,,36.49,7488.0,3488.0,3456.0,218,1681384983.0,1,0.0,3328.0,35.86,21440,231.6172357585128,1.0,0.0,84.6,3424.0,,5,1.0,,0.0,48.29,10.0,21582,303,1.0,,0.0,37.54,37.17,1.0,0,,0.0,
231.65107197792443,1.0,,,36.5,7616.0,3520.0,3488.0,219,1681384984.0,1,0.0,3360.0,35.85,21696,231.65107197792443,1.0,0.0,84.57,3456.0,,5,1.0,,0.0,47.09,10.0,21860,304,1.0,,0.0,37.53,37.16,1.0,0,,0.0,
231.5627109498174,1.0,,,36.51,7712.0,3584.0,3520.0,220,1681384985.0,1,0.0,3392.0,35.85,22016,231.5627109498174,1.0,0.0,84.6,3488.0,,5,1.0,,0.0,45.9,10.0,22138,305,1.0,,0.0,37.54,37.15,1.0,0,,0.0,
231.5462282521709,1.0,,,36.52,7808.0,3616.0,3584.0,221,1681384987.0,1,0.0,3456.0,35.85,22240,231.5462282521709,1.0,0.0,84.53,3552.0,,5,1.0,,0.0,44.71,10.0,22416,307,1.0,,0.0,37.53,37.13,1.0,0,,0.0,
231.58889377913923,1.0,,,36.53,7904.0,3648.0,3616.0,222,1681384988.0,1,0.0,3488.0,35.83,22560,231.58889377913923,1.0,0.0,84.53,3584.0,,5,1.0,,0.0,43.5,10.0,22693,308,1.0,,0.0,37.53,37.12,1.0,0,,0.0,
231.6260826098437,1.0,,,36.54,8000.0,3712.0,3680.0,223,1681384989.0,1,0.0,3520.0,35.85,22816,231.6260826098437,1.0,0.0,84.54,3648.0,,5,1.0,,0.0,42.29,10.0,22972,309,1.0,,0.0,37.53,37.13,1.0,0,,0.0,
231.61278489495785,1.0,,,36.57,8096.0,3744.0,3712.0,224,1681384990.0,1,0.0,3584.0,35.83,23104,231.61278489495785,1.0,0.0,84.58,3680.0,,5,1.0,,0.0,41.09,10.0,23250,310,1.0,,0.0,37.53,37.13,1.0,0,,0.0,
231.55980492443513,1.0,,,36.58,8224.0,3808.0,3744.0,225,1681384991.0,1,0.0,3616.0,35.84,23424,231.55980492443513,1.0,0.0,84.55,3712.0,,5,1.0,,0.0,39.91,10.0,23526,311,1.0,,0.0,37.51,37.14,1.0,0,,0.0,
231.54675562970007,1.0,,,36.6,8320.0,3840.0,3808.0,226,1681384993.0,1,0.0,3680.0,35.83,23648,231.54675562970007,1.0,0.0,84.5,3776.0,,5,1.0,,0.0,38.72,10.0,23803,313,1.0,,0.0,37.49,37.14,1.0,0,,0.0,
231.52882246718846,1.0,,,36.61,8416.0,3872.0,3840.0,227,1681384994.0,1,0.0,3712.0,35.82,23904,231.52882246718846,1.0,0.0,84.5,3808.0,,5,1.0,,0.0,37.52,10.0,24080,314,1.0,,0.0,37.49,37.13,1.0,0,,0.0,
231.5770736921755,1.0,,,36.62,8512.0,3936.0,3872.0,228,1681384995.0,1,0.0,3744.0,35.82,24224,231.5770736921755,1.0,0.0,84.47,3840.0,,5,1.0,,0.0,36.31,10.0,24358,315,1.0,,0.0,37.49,37.13,1.0,0,,0.0,
231.58301385041776,1.0,,,36.64,8608.0,3968.0,3936.0,229,1681384996.0,1,0.0,3808.0,35.83,24480,231.58301385041776,1.0,0.0,84.48,3904.0,,5,1.0,,0.0,35.11,10.0,24637,316,1.0,,0.0,37.49,37.13,1.0,0,,0.0,
231.5402713964234,1.0,,,36.65,8704.0,4032.0,3968.0,230,1681384997.0,1,0.0,3840.0,35.84,24800,231.5402713964234,1.0,0.0,84.5,3936.0,,5,1.0,,0.0,33.92,10.0,24915,317,1.0,,0.0,37.48,37.13,1.0,0,,0.0,
231.5084179856836,1.0,,,36.66,8832.0,4064.0,4032.0,231,1681384999.0,1,0.0,3872.0,35.83,25056,231.5084179856836,1.0,0.0,84.47,4000.0,,5,1.0,,0.0,32.72,10.0,25193,319,1.0,,0.0,37.47,37.12,1.0,0,,0.0,
231.48953041784634,1.0,,,36.67,8928.0,4096.0,4064.0,232,1681385000.0,1,0.0,3936.0,35.84,25312,231.48953041784634,1.0,0.0,84.43,4032.0,,5,1.0,,0.0,31.53,10.0,25469,320,1.0,,0.0,37.47,37.11,1.0,0,,0.0,
231.46251102356777,1.0,,,36.68,9024.0,4160.0,4096.0,233,1681385001.0,1,0.0,3968.0,35.85,25600,231.46251102356777,1.0,0.0,84.43,4064.0,,5,1.0,,0.0,30.33,10.0,25748,321,1.0,,0.0,37.44,37.09,1.0,0,,0.0,
231.51578260780607,1.0,,,36.7,9120.0,4192.0,4160.0,234,1681385002.0,1,0.0,4000.0,35.84,25888,231.51578260780607,1.0,0.0,84.41,4128.0,,5,1.0,,0.0,29.12,10.0,26026,322,1.0,,0.0,37.45,37.06,1.0,0,,0.0,
231.09388726509945,1.0,,,36.72,9216.0,4256.0,4192.0,235,1681385003.0,1,0.0,4064.0,35.85,26176,231.09388726509945,1.0,0.0,84.45,4160.0,,5,1.0,,0.0,27.98,10.0,26301,323,1.0,,0.0,37.46,37.04,1.0,0,,0.0,
230.94153478123522,1.0,,,36.73,9312.0,4288.0,4256.0,236,1681385005.0,1,0.0,4096.0,35.55,26432,230.94153478123522,1.0,0.0,84.37,4224.0,,5,1.0,,0.0,26.8,10.0,26578,325,1.0,,0.0,37.44,37.01,1.0,0,,0.0,
230.9452559198881,1.0,,,36.72,9440.0,4320.0,4288.0,237,1681385006.0,1,0.0,4128.0,35.53,26720,230.9452559198881,1.0,0.0,84.26,4256.0,,5,1.0,,0.0,25.61,10.0,26854,326,1.0,,0.0,37.43,37.0,1.0,0,,0.0,
230.91632334402811,1.0,,,36.73,9536.0,4384.0,4320.0,238,1681385007.0,1,0.0,4192.0,35.61,27008,230.91632334402811,1.0,0.0,84.24,4288.0,,5,1.0,,0.0,24.41,10.0,27131,327,1.0,,0.0,37.4,36.97,1.0,0,,0.0,
230.8186290091467,1.0,,,36.73,9632.0,4416.0,4384.0,239,1681385008.0,1,0.0,4224.0,35.65,27264,230.8186290091467,1.0,0.0,84.21,4352.0,,5,1.0,,0.0,23.23,10.0,27406,328,1.0,,0.0,37.39,36.94,1.0,0,,0.0,
230.5528666262932,1.0,,,36.73,9728.0,4480.0,4416.0,240,1681385009.0,1,0.0,4256.0,35.68,27520,230.5528666262932,1.0,0.0,84.13,4384.0,,5,1.0,,0.0,22.06,10.0,27683,329,1.0,,0.0,37.37,36.91,1.0,0,,0.0,
230.6357149351274,1.0,,,36.74,9824.0,4512.0,4448.0,241,1681385011.0,1,0.0,4320.0,35.73,27808,230.6357149351274,1.0,0.0,83.83,4416.0,,5,1.0,,0.0,20.85,10.0,27959,331,1.0,,0.0,37.36,36.9,1.0,0,,0.0,
230.6403246540864,1.0,,,36.74,9920.0,4544.0,4512.0,242,1681385012.0,1,0.0,4352.0,35.75,28064,230.6403246540864,1.0,0.0,83.94,4480.0,,5,1.0,,0.0,19.66,10.0,28234,332,1.0,,0.0,37.33,36.88,1.0,0,,0.0,
230.71087856671028,1.0,,,36.74,10016.0,4608.0,4544.0,243,1681385013.0,1,0.0,4384.0,35.76,28416,230.71087856671028,1.0,0.0,83.96,4512.0,,5,1.0,,0.0,18.45,10.0,28511,333,1.0,,0.0,37.31,36.87,1.0,0,,0.0,
230.69592351899684,1.0,,,36.73,10144.0,4640.0,4608.0,244,1681385014.0,1,0.0,4448.0,35.77,28672,230.69592351899684,1.0,0.0,84.05,4576.0,,5,1.0,,0.0,17.26,10.0,28787,334,1.0,,0.0,37.3,36.86,1.0,0,,0.0,
230.655886367368,1.0,,,36.73,10240.0,4704.0,4640.0,245,1681385015.0,1,0.0,4480.0,35.77,28896,230.655886367368,1.0,0.0,84.07,4608.0,,5,1.0,,0.0,16.07,10.0,29062,335,1.0,,0.0,37.27,36.85,1.0,0,,0.0,
230.6739976997601,1.0,,,36.73,10336.0,4736.0,4672.0,246,1681385017.0,1,0.0,4512.0,35.79,29216,230.6739976997601,1.0,0.0,84.04,4640.0,,5,1.0,,0.0,14.86,9.29,29339,337,1.0,,0.0,37.25,36.84,1.0,0,,0.0,
230.70812143186885,1.0,,,36.74,10432.0,4768.0,4736.0,247,1681385018.0,1,0.0,4576.0,35.8,29472,230.70812143186885,1.0,0.0,84.06,4704.0,,5,1.0,,0.0,13.66,8.54,29616,338,1.0,,0.0,37.24,36.82,1.0,0,,0.0,
230.68476078823375,1.0,,,36.75,10528.0,4832.0,4768.0,248,1681385019.0,1,0.0,4608.0,35.81,29696,230.68476078823375,1.0,0.0,84.13,4736.0,,5,1.0,,0.0,12.47,7.79,29892,339,1.0,,0.0,37.2,36.82,1.0,0,,0.0,
230.68911765760546,1.0,,,36.76,10624.0,4864.0,4800.0,249,1681385020.0,1,0.0,4640.0,35.81,30048,230.68911765760546,1.0,0.0,84.12,4768.0,,5,1.0,,0.0,11.27,7.04,30169,340,1.0,,0.0,37.18,36.81,1.0,0,,0.0,
230.72987236625622,1.0,,,36.77,10720.0,4928.0,4864.0,250,1681385021.0,1,0.0,4704.0,35.83,30304,230.72987236625622,1.0,0.0,84.12,4832.0,,5,1.0,,0.0,10.07,6.29,30445,341,1.0,,0.0,37.16,36.8,1.0,0,,0.0,
230.6797258043313,1.0,,,36.78,10848.0,4960.0,4896.0,251,1681385023.0,1,0.0,4736.0,35.84,30592,230.6797258043313,1.0,0.0,84.16,4864.0,,5,1.0,,0.0,8.88,5.55,30719,343,1.0,,0.0,37.16,36.79,1.0,0,,0.0,
230.6958803363462,1.0,,,36.79,10944.0,4992.0,4960.0,252,1681385024.0,1,0.0,4768.0,35.84,30880,230.6958803363462,1.0,0.0,84.12,4928.0,,5,1.0,,0.0,7.69,4.8,30995,344,1.0,,0.0,37.16,36.77,1.0,0,,0.0,
230.5902594866938,1.0,,,36.78,11040.0,5056.0,4992.0,253,1681385025.0,1,0.0,4832.0,35.84,31104,230.5902594866938,1.0,0.0,84.14,4960.0,,5,1.0,,0.0,6.49,4.06,31271,345,1.0,,0.0,37.16,36.78,1.0,0,,0.0,
230.53725123300347,1.0,,,36.78,11136.0,5088.0,5024.0,254,1681385026.0,1,0.0,4864.0,35.84,31392,230.53725123300347,1.0,0.0,84.04,4992.0,,5,1.0,,0.0,5.3,3.31,31547,346,1.0,,0.0,37.15,36.78,1.0,0,,0.0,
230.56541638702095,1.0,,,36.77,11232.0,5120.0,5088.0,255,1681385027.0,1,0.0,4896.0,35.84,31680,230.56541638702095,1.0,0.0,84.0,5056.0,,5,1.0,,0.0,4.1,2.56,31824,347,1.0,,0.0,37.16,36.77,1.0,0,,0.0,
230.59195855898565,1.0,,,36.77,11328.0,5184.0,5120.0,256,1681385029.0,1,0.0,4960.0,35.84,31904,230.59195855898565,1.0,0.0,84.04,5088.0,,5,1.0,,0.0,2.9,1.81,32099,349,1.0,,0.0,37.14,36.77,1.0,0,,0.0,
230.6180672008659,1.0,,,36.78,11424.0,5216.0,5152.0,257,1681385030.0,1,0.0,4992.0,35.85,32256,230.6180672008659,1.0,0.0,84.05,5120.0,,5,1.0,,0.0,1.71,1.07,32374,350,1.0,,0.0,37.14,36.77,1.0,0,,0.0,
230.4476494966446,1.0,,,36.77,11552.0,5280.0,5216.0,258,1681385031.0,1,0.0,5024.0,35.85,32512,230.4476494966446,1.0,0.0,84.07,5184.0,,5,1.0,,0.0,0.52,0.5,32649,351,1.0,,0.0,37.15,36.78,1.0,0,,0.0,
230.32879833545286,1.0,,,36.76,11648.0,5312.0,5248.0,259,1681385032.0,1,0.0,5088.0,35.85,32800,230.32879833545286,1.0,0.0,83.9,5216.0,,5,1.0,,0.0,0.0,0.5,32928,352,1.0,,0.0,37.15,36.78,1.0,0,,0.0,
230.3302632607169,1.0,,,36.76,11744.0,5344.0,5312.0,260,1681385033.0,1,0.0,5120.0,35.84,32864,230.3302632607169,1.0,0.0,83.81,5280.0,,5,1.0,,0.0,0.0,0.5,33205,353,1.0,,0.0,37.16,36.76,1.0,0,,0.0,
230.3302632607169,1.0,,,36.76,11744.0,5376.0,5312.0,261,1681385035.0,1,0.0,5152.0,35.85,32864,230.3302632607169,1.0,0.0,83.81,5280.0,,5,1.0,,0.0,0.0,0.5,33479,355,1.0,,0.0,37.16,36.76,1.0,0,,0.0,
230.3302632607169,1.0,,,36.76,11744.0,5376.0,5312.0,262,1681385036.0,1,0.0,5152.0,35.85,32864,230.3302632607169,1.0,0.0,83.81,5280.0,,5,1.0,,0.0,0.0,0.5,33753,356,1.0,,0.0,37.16,36.76,1.0,0,,0.0,
230.3302632607169,1.0,,,36.76,11744.0,5376.0,5312.0,263,1681385037.0,1,0.0,5152.0,35.85,32864,230.3302632607169,1.0,0.0,83.81,5280.0,,5,1.0,,0.0,0.0,0.5,34026,357,1.0,,0.0,37.16,36.76,1.0,0,,0.0,
230.3302632607169,1.0,,,36.76,11744.0,5376.0,5312.0,264,1681385038.0,1,0.0,5152.0,35.85,32864,230.3302632607169,1.0,0.0,83.81,5280.0,,5,1.0,,0.0,0.0,0.5,34302,358,1.0,,0.0,37.16,36.76,1.0,0,,0.0,
230.3302632607169,1.0,,,36.76,11744.0,5376.0,5312.0,265,1681385039.0,1,0.0,5152.0,35.85,32864,230.3302632607169,1.0,0.0,83.81,5280.0,,5,1.0,,0.0,0.0,0.5,34579,359,1.0,,0.0,37.16,36.76,1.0,0,,0.0,
230.3302632607169,1.0,,,36.76,11744.0,5376.0,5312.0,266,1681385041.0,1,0.0,5152.0,35.85,32864,230.3302632607169,1.0,0.0,83.81,5280.0,,5,1.0,,0.0,0.0,0.5,34853,361,1.0,,0.0,37.16,36.76,1.0,0,,0.0,
230.3302632607169,1.0,,,36.76,11744.0,5376.0,5312.0,267,1681385042.0,1,0.0,5152.0,35.85,32864,230.3302632607169,1.0,0.0,83.81,5280.0,,5,1.0,,0.0,0.0,0.5,35129,362,1.0,,0.0,37.16,36.76,1.0,0,,0.0,
230.3302632607169,1.0,,,36.76,11744.0,5376.0,5312.0,268,1681385043.0,1,0.0,5152.0,35.85,32864,230.3302632607169,1.0,0.0,83.81,5280.0,,5,1.0,,0.0,0.0,0.5,35403,363,1.0,,0.0,37.16,36.76,1.0,0,,0.0,
230.3302632607169,1.0,,,36.76,11744.0,5376.0,5312.0,269,1681385044.0,1,0.0,5152.0,35.85,32864,230.3302632607169,1.0,0.0,83.81,5280.0,,5,1.0,,0.0,0.0,0.5,35678,364,1.0,,0.0,37.16,36.76,1.0,0,,0.0,
230.3302632607169,1.0,,,36.76,11744.0,5376.0,5312.0,270,1681385045.0,1,0.0,5152.0,35.85,32864,230.3302632607169,1.0,0.0,83.81,5280.0,,5,1.0,,0.0,0.0,0.5,35954,365,1.0,,0.0,37.16,36.76,1.0,0,,0.0,
230.3302632607169,1.0,,,36.76,11744.0,5376.0,5312.0,271,1681385047.0,1,0.0,5152.0,35.85,32864,230.3302632607169,1.0,0.0,83.81,5280.0,,5,1.0,,0.0,0.0,0.5,36229,367,1.0,,0.0,37.16,36.76,1.0,0,,0.0,
230.3302632607169,1.0,,,36.76,11744.0,5376.0,5312.0,272,1681385048.0,1,0.0,5152.0,35.85,32864,230.3302632607169,1.0,0.0,83.81,5280.0,,5,1.0,,0.0,0.0,0.5,36506,368,1.0,,0.0,37.16,36.76,1.0,0,,0.0,
230.3302632607169,1.0,,,36.76,11744.0,5376.0,5312.0,273,1681385049.0,1,0.0,5152.0,35.85,32864,230.3302632607169,1.0,0.0,83.81,5280.0,,5,1.0,,0.0,0.0,0.5,36783,369,1.0,,0.0,37.16,36.76,1.0,0,,0.0,
230.3302632607169,1.0,,,36.76,11744.0,5376.0,5312.0,274,1681385050.0,1,0.0,5152.0,35.85,32864,230.3302632607169,1.0,0.0,83.81,5280.0,,5,1.0,,0.0,0.0,0.5,37058,370,1.0,,0.0,37.16,36.76,1.0,0,,0.0,
230.3302632607169,1.0,,,36.76,11744.0,5376.0,5312.0,275,1681385051.0,1,0.0,5152.0,35.85,32864,230.3302632607169,1.0,0.0,83.81,5280.0,,5,1.0,,0.0,0.0,0.5,37334,371,1.0,,0.0,37.16,36.76,1.0,0,,0.0,
230.3302632607169,1.0,,,36.76,11744.0,5376.0,5312.0,276,1681385053.0,1,0.0,5152.0,35.85,32864,230.3302632607169,1.0,0.0,83.81,5280.0,,5,1.0,,0.0,0.0,0.5,37612,373,1.0,,0.0,37.16,36.76,1.0,0,,0.0,
230.3302632607169,1.0,,,36.76,11744.0,5376.0,5312.0,277,1681385054.0,1,0.0,5152.0,35.85,32864,230.3302632607169,1.0,0.0,83.81,5280.0,,5,1.0,,0.0,0.0,0.5,37886,374,1.0,,0.0,37.16,36.76,1.0,0,,0.0,
