_step,_runtime,cpu/logical_core_count,memory/total_memory_sys_MB,_timestamp,cpu/load/avg_sys_load_fifteen_min_percent,disk/time/disk_read_time_sys_s,disk/time/disk_busy_time_sys_s,memory/used_memory_sys_MB,bandwidth/disk_write_sys_bandwidth_MBs,cpu/interrupts/ctx_switches_count,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/shared_memory_proc_MB,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,disk/counter/disk_read_sys_count,process/memory/dirty_pages_proc_count,bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_one_min_percent,cpu/interrupts/soft_interrupts_count,bandwidth/net_recv_sys_bandwidth_Mbits,memory/available_memory_sys_MB,process/memory/text_resident_set_proc_MB,process/voluntary_proc_ctx_switches,disk/time/disk_write_time_sys_s,process/memory/lib_memory_proc_MB,process/memory/data_resident_set_proc_MB,cpu/interrupts/interrupts_count,memory/used_memory_sys_percent,cpu/load/avg_sys_load_five_min_percent,process/memory/virtual_memory_size_proc_MB,process/involuntary_proc_ctx_switches,03_hivemind/num_peers,02_timing/loss_calc_time_s,02_timing/forward_time_s,02_timing/opt_step_time_s,01_general/locally_processed_samples,01_general/minibatch_loss,02_timing/backward_time_s,02_timing/step_time_s,03_hivemind/global_epoch,01_general/lr,02_timing/dataload_time_s,02_timing/dataload_cuda_move_time_s,01_general/dataset_iteration_count,01_general/step
0,1,30.0,211076.599808,1682817350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,,1682817350,2.466666666666667,0.0,0.0,1186.57024,0.0,23.0,0.21701053393231717,179.32288,0.0,395.73504,0.0,0.0,0.0,0.8333333333333334,20.0,0.24331485312806223,208142.045184,2.719744,131.0,0.0,2481.340416,0.0,29.0,1.4,2.2,9963.712512,49.0,,,,,,,,,,,,,,
2,2,,,1682817351,2.466666666666667,0.0,0.007999999999981355,1356.812288,0.012253992812064381,3493.0,0.6324927111252263,183.611392,3.0,423.100416,0.0,0.0,0.0,0.8333333333333334,1837.0,0.7227621959039546,207971.803136,2.719744,160.0,0.0,2522.169344,0.0,3516.0,1.5,2.2,10139.271168,57.0,,,,,,,,,,,,,,
3,3,,,1682817352,2.466666666666667,0.0,0.023999999999972488,1855.574016,0.6170426565151075,4282.0,0.0417656278642883,186.232832,77.0,930.443264,0.0,0.0,0.0,0.8333333333333334,2165.0,0.05402475348844532,207473.025024,2.719744,161.0,0.022999999999967713,3027.800064,0.0,4347.0,1.7,2.2,10644.8896,75.0,,,,,,,,,,,,,,
4,4,,,1682817353,2.466666666666667,0.0,0.027999999999991587,2078.179328,0.0040865851637614135,5247.0,0.060301076046659845,305.115136,78.0,1195.54048,0.0,0.0,0.0,0.8333333333333334,2527.0,0.06269555956946439,207240.00768,2.719744,171.0,0.022999999999967713,3476.299776,0.0,6310.0,1.8,2.2,11800.04352,91.0,,,,,,,,,,,,,,
5,5,,,1682817354,2.466666666666667,0.0,0.03599999999997294,2705.154048,0.0040864772731762245,6000.0,0.014853387102502674,463.839232,79.0,1964.81024,0.0,0.0,0.0,1.0333333333333332,2797.0,0.011397440475596701,206612.955136,2.719744,173.0,0.02400000000000091,4036.608,0.0,7084.0,2.1,2.2333333333333334,13434.093568,97.0,,,,,,,,,,,,,,
6,6,,,1682817355,2.466666666666667,0.0,0.03999999999999204,4676.571136,0.004066748484637629,14716.0,0.5302897056366881,1462.489088,80.0,4373.659648,0.0,0.0,0.0,1.0333333333333332,6268.0,0.5232602673369887,203642.79808,2.719744,612.0,0.02400000000000091,5508.32128,0.0,253850.0,3.5,2.2333333333333334,19792.109568,105.0,,,,,,,,,,,,,,
7,7,,,1682817356,2.466666666666667,0.0,0.04399999999998272,4834.97984,0.004085261629152001,27893.0,1.9412572793749903,1462.542336,81.0,4373.909504,0.0,0.0,0.0,1.0333333333333332,21388.0,131.367946834575,203481.53856,2.719744,667.0,0.02400000000000091,5568.249856,0.0,270942.0,3.6,2.2333333333333334,20323.721216,105.0,,,,,,,,,,,,,,
8,8,,,1682817357,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7.996000022103544e-06,0.8189689519999774,0.001980267999897478,32.0,11.067397117614746,0.013472828999965714,2.0480737789998784,0.0,0.0001,1.2132512029997997,0.00039253100021596765,0.0,0.0
9,8,,,1682817357,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.00023079800030245678,0.009759156000200164,0.0017343569998047315,64.0,11.1876220703125,0.01229565099993124,0.025179294000281516,0.0,0.0001,0.0005434569998215011,0.0006158750002214219,0.0,1.0
