_step,_runtime,cpu/logical_core_count,memory/total_memory_sys_MB,_timestamp,cpu/load/avg_sys_load_fifteen_min_percent,disk/time/disk_read_time_sys_s,disk/time/disk_busy_time_sys_s,memory/used_memory_sys_MB,bandwidth/disk_write_sys_bandwidth_MBs,cpu/interrupts/ctx_switches_count,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/shared_memory_proc_MB,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,disk/counter/disk_read_sys_count,process/memory/dirty_pages_proc_count,bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_one_min_percent,cpu/interrupts/soft_interrupts_count,bandwidth/net_recv_sys_bandwidth_Mbits,memory/available_memory_sys_MB,process/memory/text_resident_set_proc_MB,process/voluntary_proc_ctx_switches,disk/time/disk_write_time_sys_s,process/memory/lib_memory_proc_MB,process/memory/data_resident_set_proc_MB,cpu/interrupts/interrupts_count,memory/used_memory_sys_percent,cpu/load/avg_sys_load_five_min_percent,process/memory/virtual_memory_size_proc_MB,process/involuntary_proc_ctx_switches,02_timing/dataload_cuda_move_time_s,02_timing/loss_calc_time_s,02_timing/forward_time_s,03_hivemind/num_peers,02_timing/opt_step_time_s,01_general/locally_processed_samples,01_general/minibatch_loss,02_timing/backward_time_s,02_timing/step_time_s,03_hivemind/global_epoch,01_general/lr,02_timing/dataload_time_s,01_general/dataset_iteration_count,01_general/step
0,1,8.0,31557.189632,1681405968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,,1681405968,11.375,0.0,0.004000000000019099,691.695616,0.0,12.0,1.1103549679693265,176.734208,0.0,399.81056,0.0,0.0,0.0,20.75,24.0,0.12570056358819814,30404.25984,2.654208,282.0,0.0,1009.62304,0.0,15.0,3.7,17.25,8492.642304,38.0,,,,,,,,,,,,,,
2,2,,,1681405969,11.375,0.0009999999999994458,0.020000000000010232,1074.946048,0.012244025122998348,2624.0,0.31839248148079236,181.669888,3.0,626.159616,3.0,0.0,0.06938280904112333,20.75,1548.0,1.0867927431341367,30021.001216,2.654208,305.0,0.0020000000004074536,1252.274176,0.0,3110.0,4.9,17.25,8869.25312,43.0,,,,,,,,,,,,,,
3,3,,,1681405970,11.375,0.0009999999999994458,0.02400000000000091,1649.209344,0.00408346038262205,2846.0,0.010966324266811394,181.866496,4.0,1198.608384,3.0,0.0,0.0,20.75,1794.0,0.0450935253948774,29446.729728,2.654208,305.0,0.0029999999997016857,1845.751808,0.0,3810.0,6.7,17.25,9663.664128,45.0,,,,,,,,,,,,,,
4,4,,,1681405971,11.375,0.0009999999999994458,0.02800000000002001,1649.532928,0.004085583200372834,3318.0,0.0552431493909478,183.963648,5.0,1200.791552,3.0,0.0,0.0,20.75,2838.0,0.01740362687129065,29446.414336,2.654208,310.0,0.0029999999997016857,1845.764096,0.0,5332.0,6.7,17.25,9663.664128,48.0,,,,,,,,,,,,,,
5,5,,,1681405972,11.625,0.0009999999999994458,0.04400000000001114,2048.823296,0.17161612497039955,3587.0,0.0,328.904704,8.0,1661.431808,3.0,0.0,0.0,23.125,3093.0,0.0,29034.553344,2.654208,321.0,0.006000000000312866,2171.82208,0.0,6529.0,8.0,17.75,10394.423296,49.0,,,,,,,,,,,,,,
6,6,,,1681405973,11.625,0.0009999999999994458,0.05200000000002092,2806.14912,0.06946461136608806,3797.0,0.05277682387908905,456.175616,11.0,2542.231552,3.0,0.0,0.0,23.125,3290.0,0.007797211084670585,28277.202944,2.654208,321.0,0.009000000000014552,2925.481984,0.0,6974.0,10.4,17.75,11483.62752,51.0,,,,,,,,,,,,,,
7,7,,,1681405974,11.625,0.0009999999999994458,0.056000000000011596,2645.192704,0.004081411520216532,5712.0,0.0014986432922113415,1255.100416,12.0,3174.182912,3.0,0.0,0.0,23.125,4034.0,0.0006377205338345176,27647.193088,2.654208,688.0,0.010000000000218279,2803.65056,0.0,8994.0,12.4,17.75,13797.298176,53.0,,,,,,,,,,,,,,
8,8,,,1681405975,11.625,0.0009999999999994458,0.06400000000002137,4561.89952,0.2076074323885508,7037.0,0.04258369361990801,1422.946304,50.0,4895.215616,3.0,0.0,0.0,23.125,4847.0,0.007775737932082275,25563.041792,2.654208,835.0,0.06400000000030559,4351.688704,0.0,148784.0,19.0,17.75,18163.388416,56.0,,,,,,,,,,,,,,
9,9,,,1681405976,11.5,0.0009999999999994458,0.06800000000001205,5196.63616,0.004073993865519848,8644.0,0.0,2047.574016,51.0,5680.590848,3.0,0.0,0.0,21.25,5479.0,0.0,24302.977024,2.654208,1049.0,0.06400000000030559,4520.886272,0.0,226670.0,23.0,17.5,19024.068608,57.0,,,,,,,,,,,,,,
